epoch,seconds,train_horizon,train_loss,train_pred_mse,train_full_rel_l2,val_full_rel_l2,val_pred_mse,lr,params
157,44.566855,20,5.37076557e-01,1.03550921e-01,2.02981823e-01,2.09774333e-01,1.12091091e-01,2.50000000e-04,948353
158,47.687323,20,5.64161345e-01,1.09012479e-01,2.08233223e-01,1.99791129e-01,1.00543504e-01,2.50000000e-04,948353
159,49.098109,20,5.17114688e-01,9.95708239e-02,1.98902734e-01,2.10919731e-01,1.11965432e-01,2.50000000e-04,948353
160,47.527747,20,5.39653572e-01,1.04069816e-01,2.03269881e-01,2.05733674e-01,1.06706143e-01,2.50000000e-04,948353
161,45.279325,20,5.81479294e-01,1.12385926e-01,2.10855251e-01,2.00025236e-01,1.01558485e-01,2.50000000e-04,948353
162,45.178195,20,5.36191065e-01,1.03318979e-01,2.02657843e-01,2.26667672e-01,1.29409691e-01,2.50000000e-04,948353
163,44.369980,20,5.31752811e-01,1.02463141e-01,2.01591914e-01,2.05238133e-01,1.06234194e-01,2.50000000e-04,948353
164,48.713797,20,5.29684565e-01,1.02044980e-01,2.01506131e-01,2.03046018e-01,1.03341050e-01,2.50000000e-04,948353
165,47.422732,20,5.78353579e-01,1.11750307e-01,2.10205662e-01,2.12238636e-01,1.13612781e-01,2.50000000e-04,948353
166,47.688485,20,5.35176250e-01,1.03155942e-01,2.02741307e-01,2.07022321e-01,1.07940033e-01,2.50000000e-04,948353
167,46.355036,20,5.23110787e-01,1.00751778e-01,2.00283810e-01,2.00653253e-01,1.01336375e-01,2.50000000e-04,948353
168,45.811514,20,5.22867129e-01,1.00675232e-01,2.00038266e-01,2.00182880e-01,1.01101547e-01,2.50000000e-04,948353
169,45.863911,20,5.01973965e-01,9.65493022e-02,1.96098552e-01,2.02724375e-01,1.03336575e-01,2.50000000e-04,948353
170,45.393456,20,5.21539288e-01,1.00478992e-01,1.99936672e-01,2.12784619e-01,1.13311710e-01,2.50000000e-04,948353
171,45.529523,20,5.35534902e-01,1.03209244e-01,2.02403767e-01,2.03033956e-01,1.03050448e-01,2.50000000e-04,948353
172,45.386837,20,5.50352141e-01,1.06194681e-01,2.05325772e-01,2.03644378e-01,1.04478702e-01,2.50000000e-04,948353
173,46.058125,20,5.18077758e-01,9.97548797e-02,1.99071959e-01,1.98311142e-01,9.88192588e-02,2.50000000e-04,948353
174,47.151842,20,5.44326243e-01,1.04965432e-01,2.04134018e-01,1.93586578e-01,9.43924863e-02,2.50000000e-04,948353
175,47.693515,20,5.37997576e-01,1.03734680e-01,2.02929517e-01,1.99212471e-01,9.99996331e-02,2.50000000e-04,948353
176,46.528512,20,5.24243938e-01,1.00980206e-01,2.00167525e-01,2.00800216e-01,1.02156674e-01,2.50000000e-04,948353
177,46.148192,20,5.25136022e-01,1.01126002e-01,2.00525265e-01,2.03982469e-01,1.04874908e-01,2.50000000e-04,948353
178,45.117864,20,5.35509219e-01,1.03223067e-01,2.02420473e-01,2.25845057e-01,1.28724666e-01,2.50000000e-04,948353
179,45.600259,20,5.37850906e-01,1.03680606e-01,2.03069137e-01,2.18282589e-01,1.19804468e-01,2.50000000e-04,948353
180,45.483183,20,5.35858860e-01,1.03266230e-01,2.02440935e-01,2.02431173e-01,1.03770414e-01,2.50000000e-04,948353
181,45.699109,20,5.26762573e-01,1.01461324e-01,2.00878994e-01,1.94143500e-01,9.55653112e-02,2.50000000e-04,948353
182,45.680439,20,4.92843774e-01,9.47071335e-02,1.94157186e-01,1.99054149e-01,9.98087455e-02,2.50000000e-04,948353
183,46.110922,20,5.13545080e-01,9.88690384e-02,1.98163676e-01,2.21665939e-01,1.23580307e-01,2.50000000e-04,948353
184,45.252687,20,5.29854234e-01,1.02093180e-01,2.01272266e-01,2.15993128e-01,1.18086804e-01,2.50000000e-04,948353
185,46.655111,20,5.16277483e-01,9.93864249e-02,1.98658512e-01,2.23291696e-01,1.27657891e-01,2.50000000e-04,948353
186,45.944623,20,5.16038658e-01,9.93781141e-02,1.98746465e-01,2.18593171e-01,1.20421739e-01,2.50000000e-04,948353
187,45.969275,20,5.20539173e-01,1.00230946e-01,1.99704193e-01,1.93613864e-01,9.41565562e-02,2.50000000e-04,948353
188,46.805397,20,5.38894094e-01,1.03828805e-01,2.02792114e-01,2.00415950e-01,1.01457844e-01,2.50000000e-04,948353
189,47.290636,20,5.11596947e-01,9.84277806e-02,1.97629128e-01,2.02498115e-01,1.04118137e-01,2.50000000e-04,948353
190,45.215865,20,5.11857117e-01,9.84719621e-02,1.97809802e-01,1.99393051e-01,1.00660107e-01,2.50000000e-04,948353
191,45.585692,20,5.15987488e-01,9.93263752e-02,1.98605870e-01,2.05826102e-01,1.06819298e-01,2.50000000e-04,948353
192,46.337143,20,5.11111592e-01,9.83452284e-02,1.97454201e-01,2.01581926e-01,1.01876229e-01,2.50000000e-04,948353
193,46.899457,20,4.82879295e-01,9.27232717e-02,1.92132056e-01,2.07675658e-01,1.10774370e-01,2.50000000e-04,948353
194,45.885739,20,4.98320073e-01,9.57837248e-02,1.95120042e-01,2.01728003e-01,1.02281656e-01,2.50000000e-04,948353
195,46.473730,20,4.95310152e-01,9.51792281e-02,1.94711433e-01,1.99281405e-01,9.97472003e-02,2.50000000e-04,948353
196,45.866174,20,5.22317517e-01,1.00544069e-01,1.99643850e-01,1.97341005e-01,9.75465663e-02,2.50000000e-04,948353
197,46.291577,20,5.18257581e-01,9.97433946e-02,1.98936816e-01,2.00753399e-01,1.04101685e-01,2.50000000e-04,948353
198,44.837946,20,5.05798175e-01,9.72697721e-02,1.96726759e-01,2.02094005e-01,1.03078858e-01,2.50000000e-04,948353
199,46.103165,20,4.97994437e-01,9.57151080e-02,1.95231157e-01,2.02681090e-01,1.05717362e-01,1.25000000e-04,948353
200,47.417258,20,4.42152400e-01,8.45521530e-02,1.83626707e-01,1.84526033e-01,8.62368580e-02,1.25000000e-04,948353
201,49.010012,20,4.29038627e-01,8.19300059e-02,1.80831220e-01,2.14974155e-01,1.17122337e-01,1.25000000e-04,948353
202,50.853619,20,4.33965184e-01,8.28970234e-02,1.81852251e-01,1.88298193e-01,8.97161432e-02,1.25000000e-04,948353
203,50.661581,20,4.38993244e-01,8.38972498e-02,1.82825949e-01,1.85883304e-01,8.72580096e-02,1.25000000e-04,948353
204,49.111834,20,4.34021493e-01,8.28760920e-02,1.81750406e-01,1.86363081e-01,8.75245810e-02,1.25000000e-04,948353
205,46.205061,20,4.21208028e-01,8.03519979e-02,1.79060384e-01,1.99850595e-01,1.00020156e-01,1.25000000e-04,948353
206,46.744078,20,4.40957487e-01,8.42649526e-02,1.83202278e-01,1.83341417e-01,8.48561592e-02,1.25000000e-04,948353
207,46.387022,20,4.24704899e-01,8.10209890e-02,1.79769870e-01,1.82344709e-01,8.44059214e-02,1.25000000e-04,948353
