step,mse
0,7.89984390e-02
1,1.56841934e-01
2,2.82610178e-01
3,4.33541745e-01
4,6.00021303e-01
5,7.84703314e-01
6,9.71947730e-01
7,1.14518440e+00
8,1.27436924e+00
9,1.38201463e+00
10,1.43297899e+00
11,1.45885527e+00
12,1.49574065e+00
13,1.54455292e+00
14,1.62230194e+00
15,1.74974000e+00
16,1.90536535e+00
17,2.11450458e+00
18,2.41060376e+00
19,2.70523739e+00
