step,mse
0,1.10684689e-02
1,2.08741426e-02
2,3.39984670e-02
3,4.58800755e-02
4,5.98486513e-02
5,7.61904269e-02
6,9.90942270e-02
7,1.26507953e-01
8,1.53659239e-01
9,1.82140350e-01
10,2.03757361e-01
11,2.23920256e-01
12,2.41612509e-01
13,2.58307636e-01
14,2.69929230e-01
15,2.85991341e-01
16,3.13848883e-01
17,3.63968343e-01
18,4.34467733e-01
19,5.60409307e-01
