step,condition_gate,matrix_spectral_mean,matrix_spectral_max,latent_rms,unet_highpass_rms
0.0,0.0,0.9376031756401062,0.9666248559951782,0.3753551244735718,0.0
1.0,0.0,0.9376031756401062,0.9666248559951782,0.3855125606060028,0.0
2.0,0.0,0.9376031756401062,0.9666248559951782,0.3946194350719452,0.0
3.0,0.0,0.9376031756401062,0.9666248559951782,0.4025396704673767,0.0
4.0,0.0,0.9376031756401062,0.9666248559951782,0.4092593193054199,0.0
5.0,0.0,0.9376031756401062,0.9666248559951782,0.4149255156517029,0.0
6.0,0.0,0.9376031756401062,0.9666248559951782,0.41990548372268677,0.0
7.0,0.0,0.9376031756401062,0.9666248559951782,0.42444875836372375,0.0
8.0,0.0,0.9376031756401062,0.9666248559951782,0.42852556705474854,0.0
9.0,0.0,0.9376031756401062,0.9666248559951782,0.43206122517585754,0.0
10.0,0.0,0.9376031756401062,0.9666248559951782,0.4350135624408722,0.0
11.0,0.0,0.9376031756401062,0.9666248559951782,0.4375949203968048,0.0
12.0,0.0,0.9376031756401062,0.9666248559951782,0.4399522542953491,0.0
13.0,0.0,0.9376031756401062,0.9666248559951782,0.44227203726768494,0.0
14.0,0.0,0.9376031756401062,0.9666248559951782,0.44468748569488525,0.0
15.0,0.0,0.9376031756401062,0.9666248559951782,0.44707638025283813,0.0
16.0,0.0,0.9376031756401062,0.9666248559951782,0.44912904500961304,0.0
17.0,0.0,0.9376031756401062,0.9666248559951782,0.45073315501213074,0.0
18.0,0.0,0.9376031756401062,0.9666248559951782,0.451736718416214,0.0
19.0,0.0,0.9376031756401062,0.9666248559951782,0.45143628120422363,0.0
20.0,0.0,0.9376031756401062,0.9666248559951782,0.45007893443107605,0.0
21.0,0.0,0.9376031756401062,0.9666248559951782,0.44849276542663574,0.0
22.0,0.0,0.9376031756401062,0.9666248559951782,0.4470752775669098,0.0
23.0,0.0,0.9376031756401062,0.9666248559951782,0.4462736248970032,0.0
24.0,0.0,0.9376031756401062,0.9666248559951782,0.445881724357605,0.0
25.0,0.0,0.9376031756401062,0.9666248559951782,0.44568485021591187,0.0
26.0,0.0,0.9376031756401062,0.9666248559951782,0.44559308886528015,0.0
27.0,0.0,0.9376031756401062,0.9666248559951782,0.44504573941230774,0.0
28.0,0.0,0.9376031756401062,0.9666248559951782,0.44363442063331604,0.0
29.0,0.0,0.9376031756401062,0.9666248559951782,0.44185489416122437,0.0
30.0,0.0,0.9376031756401062,0.9666248559951782,0.4396516978740692,0.0
31.0,0.0,0.9376031756401062,0.9666248559951782,0.43808746337890625,0.0
32.0,0.0,0.9376031756401062,0.9666248559951782,0.4369862675666809,0.0
33.0,0.0,0.9376031756401062,0.9666248559951782,0.4359367787837982,0.0
34.0,0.0,0.9376031756401062,0.9666248559951782,0.4356783628463745,0.0
35.0,0.0,0.9376031756401062,0.9666248559951782,0.43594351410865784,0.0
36.0,0.0,0.9376031756401062,0.9666248559951782,0.4354950487613678,0.0
37.0,0.0,0.9376031756401062,0.9666248559951782,0.4344525933265686,0.0
38.0,0.0,0.9376031756401062,0.9666248559951782,0.43366238474845886,0.0
39.0,0.0,0.9376031756401062,0.9666248559951782,0.4332793653011322,0.0
