step,mse
0,7.49630807e-03
1,8.30782577e-03
2,1.01629552e-02
3,1.27089592e-02
4,1.52542051e-02
5,1.82038303e-02
6,2.21160650e-02
7,2.63419151e-02
8,3.15880068e-02
9,3.83837670e-02
10,4.64439951e-02
11,5.58168702e-02
12,6.53946996e-02
13,7.63015002e-02
14,9.02468562e-02
15,1.04716927e-01
16,1.26530975e-01
17,1.57256275e-01
18,1.92787290e-01
19,2.59264469e-01
