epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,417.366744,1.42454630e-01,1.43271004e-01,9.18993316e-02,9.21746284e-02,1.76618448e+00,3.99191502e-01,3.97141751e-01,8.48863676e-02,352171,2.00000000e-04
1,413.961882,8.17232136e-02,8.23758342e-02,8.03985109e-02,8.21257573e-02,3.09491947e-01,2.82952764e-02,2.94265953e-01,1.31667606e-02,352171,2.00000000e-04
