epoch,seconds,horizon,fallback_batches,train_loss,train_pred_mse,val_full_rel_l2,test_full_rel_l2,lr,params
61,30.657404,5,0,4.23795894e-02,4.14793334e-02,9.85412536e-01,9.82381020e-01,5.00000000e-04,745342
62,34.091590,5,0,4.18464985e-02,4.09480778e-02,9.57693958e-01,9.58674140e-01,5.00000000e-04,745342
63,32.107815,5,0,4.12542796e-02,4.03562964e-02,9.73464212e-01,9.73205500e-01,5.00000000e-04,745342
64,28.372295,5,0,4.10530245e-02,4.01436224e-02,9.44114833e-01,9.45457745e-01,5.00000000e-04,745342
65,31.868950,5,0,4.08813620e-02,3.99660164e-02,9.55309677e-01,9.57051511e-01,5.00000000e-04,745342
66,32.890465,5,0,3.99253185e-02,3.90200526e-02,9.59250321e-01,9.59624028e-01,5.00000000e-04,745342
67,30.516843,5,0,3.95807861e-02,3.86664998e-02,9.42543097e-01,9.43987498e-01,5.00000000e-04,745342
68,28.252074,5,0,3.87647522e-02,3.78535208e-02,9.45422688e-01,9.43934975e-01,5.00000000e-04,745342
69,29.656794,5,0,3.82768039e-02,3.73650721e-02,9.44243398e-01,9.43569989e-01,5.00000000e-04,745342
70,27.835921,5,0,3.85382347e-02,3.76140936e-02,9.65412612e-01,9.64976029e-01,5.00000000e-04,745342
71,29.030091,5,0,3.79770191e-02,3.70522676e-02,9.51643453e-01,9.53038406e-01,5.00000000e-04,745342
72,29.063012,5,0,3.75381042e-02,3.66114335e-02,9.48433847e-01,9.51131420e-01,5.00000000e-04,745342
73,30.075388,5,0,3.70387161e-02,3.61149373e-02,9.29018064e-01,9.30801892e-01,5.00000000e-04,745342
74,28.069632,5,0,3.72294888e-02,3.62997923e-02,9.76859651e-01,9.69509883e-01,5.00000000e-04,745342
75,27.951864,5,0,3.78825269e-02,3.69379944e-02,9.42863021e-01,9.44872866e-01,5.00000000e-04,745342
76,27.274880,5,0,3.69038780e-02,3.59728524e-02,9.37658591e-01,9.44355769e-01,5.00000000e-04,745342
77,26.697201,5,0,3.60710554e-02,3.51314316e-02,9.36096706e-01,9.40733066e-01,5.00000000e-04,745342
78,26.858185,5,0,3.54793262e-02,3.45449881e-02,9.57739916e-01,9.55124755e-01,5.00000000e-04,745342
79,27.233972,5,0,3.55086253e-02,3.45678412e-02,9.38546872e-01,9.42255321e-01,5.00000000e-04,745342
80,39.917228,10,0,1.58938799e-01,1.55834760e-01,8.61129370e-01,8.61728559e-01,5.00000000e-04,745342
81,41.026810,10,0,1.39435431e-01,1.36574828e-01,8.76095057e-01,8.77243109e-01,5.00000000e-04,745342
82,41.412754,10,0,1.31031650e-01,1.28253361e-01,8.72029905e-01,8.71963511e-01,5.00000000e-04,745342
83,41.320480,10,0,1.26554300e-01,1.23747149e-01,8.78934212e-01,8.80674210e-01,5.00000000e-04,745342
84,38.454200,10,0,1.22289827e-01,1.19536926e-01,8.78704472e-01,8.79583111e-01,5.00000000e-04,745342
85,38.786806,10,0,1.14690752e-01,1.11950529e-01,8.94183822e-01,8.95547347e-01,5.00000000e-04,745342
86,39.330715,10,0,1.13479355e-01,1.10745274e-01,8.83100257e-01,8.81768188e-01,5.00000000e-04,745342
87,38.874591,10,0,1.11122269e-01,1.08410075e-01,8.83501725e-01,8.82580986e-01,5.00000000e-04,745342
88,39.304148,10,0,1.09902537e-01,1.07210712e-01,9.24409442e-01,9.24646225e-01,5.00000000e-04,745342
89,40.188677,10,0,1.06020490e-01,1.03374112e-01,9.43351631e-01,9.44693279e-01,5.00000000e-04,745342
90,40.151808,10,0,1.03458632e-01,1.00901198e-01,9.15427690e-01,9.19114566e-01,5.00000000e-04,745342
91,39.523011,10,0,1.03647821e-01,1.01222434e-01,9.00679564e-01,9.00900555e-01,5.00000000e-04,745342
92,40.616460,10,0,1.00610408e-01,9.83619368e-02,9.25704622e-01,9.29014091e-01,5.00000000e-04,745342
93,40.372105,10,0,1.00393383e-01,9.83945985e-02,9.02881503e-01,9.07931380e-01,5.00000000e-04,745342
94,42.773419,10,0,1.00125800e-01,9.83906215e-02,9.09157286e-01,9.10641513e-01,5.00000000e-04,745342
95,39.245735,10,0,9.61837467e-02,9.47104010e-02,9.26329789e-01,9.30730329e-01,5.00000000e-04,745342
96,39.325884,10,0,9.46290100e-02,9.32981559e-02,9.12745972e-01,9.15031662e-01,5.00000000e-04,745342
97,40.303293,10,0,9.36539502e-02,9.23939051e-02,9.22757611e-01,9.21954799e-01,5.00000000e-04,745342
98,39.960280,10,0,9.35489825e-02,9.23203692e-02,9.36367488e-01,9.36338038e-01,5.00000000e-04,745342
99,39.498289,10,0,9.26327039e-02,9.14170247e-02,9.07385187e-01,9.06535974e-01,2.50000000e-04,745342
100,40.253402,10,0,8.93653144e-02,8.81902701e-02,9.31569424e-01,9.34675312e-01,2.50000000e-04,745342
101,40.267530,10,0,8.90396597e-02,8.78767735e-02,9.23256884e-01,9.23486695e-01,2.50000000e-04,745342
102,39.340589,10,0,8.77691928e-02,8.66052289e-02,9.30287366e-01,9.30257626e-01,2.50000000e-04,745342
103,39.889771,10,0,8.62999559e-02,8.51474866e-02,9.22461824e-01,9.23946056e-01,2.50000000e-04,745342
104,38.062213,10,0,8.63385066e-02,8.51914153e-02,9.18571172e-01,9.19859996e-01,2.50000000e-04,745342
105,40.534895,10,0,8.50288916e-02,8.38807491e-02,9.52034454e-01,9.51691637e-01,2.50000000e-04,745342
106,43.487425,10,0,8.45320104e-02,8.33893235e-02,9.43127728e-01,9.46984773e-01,2.50000000e-04,745342
107,39.425321,10,0,8.46437252e-02,8.35069237e-02,9.38092909e-01,9.37680535e-01,2.50000000e-04,745342
108,42.722891,10,0,8.36176282e-02,8.24834038e-02,9.23454766e-01,9.21348577e-01,2.50000000e-04,745342
109,40.962082,10,0,8.33534981e-02,8.22124416e-02,9.29021692e-01,9.34487329e-01,2.50000000e-04,745342
110,39.948810,10,0,8.25640859e-02,8.14288781e-02,9.38917994e-01,9.40456924e-01,2.50000000e-04,745342
111,39.152036,10,0,8.25132423e-02,8.13834905e-02,9.43161373e-01,9.42549901e-01,2.50000000e-04,745342
112,40.202129,10,0,8.22343493e-02,8.10997612e-02,9.55720549e-01,9.55799899e-01,2.50000000e-04,745342
113,40.510143,10,0,8.12674982e-02,8.01385874e-02,9.30318117e-01,9.31727929e-01,2.50000000e-04,745342
114,39.862523,10,0,8.03322711e-02,7.92022135e-02,9.61574707e-01,9.62402797e-01,2.50000000e-04,745342
115,38.443993,10,0,8.11464850e-02,8.00188932e-02,9.29263768e-01,9.31256433e-01,2.50000000e-04,745342
116,37.969919,10,0,7.95783846e-02,7.84535315e-02,9.43638844e-01,9.42937846e-01,2.50000000e-04,745342
117,39.109677,10,0,8.01758323e-02,7.90525697e-02,9.57146449e-01,9.56065941e-01,2.50000000e-04,745342
118,38.394162,10,0,7.94831780e-02,7.83523351e-02,9.71042347e-01,9.71294241e-01,2.50000000e-04,745342
119,38.319441,10,0,7.90447026e-02,7.79188424e-02,9.40303783e-01,9.40345869e-01,2.50000000e-04,745342
120,64.277188,20,0,4.42311597e-01,4.32288731e-01,9.13935275e-01,9.17538323e-01,2.50000000e-04,745342
121,62.889625,20,0,3.98285216e-01,3.89096718e-01,9.05635905e-01,9.04758873e-01,2.50000000e-04,745342
122,63.243078,20,0,3.52171088e-01,3.43729009e-01,9.21959138e-01,9.12740726e-01,2.50000000e-04,745342
123,61.952361,20,0,3.43823955e-01,3.35732250e-01,9.06141081e-01,9.09619279e-01,2.50000000e-04,745342
124,63.872842,20,0,3.41858249e-01,3.33955767e-01,8.93892670e-01,9.04506192e-01,2.50000000e-04,745342
125,63.236620,20,0,3.40600810e-01,3.32775716e-01,9.16113133e-01,9.09969335e-01,2.50000000e-04,745342
126,62.671418,20,0,3.35365114e-01,3.27731492e-01,9.15628505e-01,9.05290289e-01,2.50000000e-04,745342
127,62.978321,20,0,3.32770648e-01,3.25366207e-01,9.16440997e-01,9.12411294e-01,2.50000000e-04,745342
128,60.882647,20,0,3.24614608e-01,3.17229679e-01,9.21300001e-01,9.22436080e-01,2.50000000e-04,745342
129,61.502478,20,0,3.23611758e-01,3.16308844e-01,9.09067426e-01,9.01015124e-01,2.50000000e-04,745342
130,59.919046,20,0,3.27640137e-01,3.20521170e-01,9.14723558e-01,9.08679786e-01,2.50000000e-04,745342
131,62.579123,20,0,3.48007766e-01,3.40851260e-01,9.22799077e-01,9.12479825e-01,2.50000000e-04,745342
132,61.330818,20,0,3.26659201e-01,3.19466905e-01,9.21914883e-01,9.12595448e-01,2.50000000e-04,745342
133,62.157642,20,0,3.19381995e-01,3.12379079e-01,9.19045863e-01,9.09241657e-01,2.50000000e-04,745342
134,61.471069,20,0,3.15080981e-01,3.08117295e-01,9.09782939e-01,9.12390594e-01,2.50000000e-04,745342
135,61.131338,20,0,3.16227643e-01,3.09278812e-01,9.10858645e-01,9.10633945e-01,2.50000000e-04,745342
136,61.496148,20,0,3.21806368e-01,3.14941832e-01,9.02480474e-01,9.11222138e-01,2.50000000e-04,745342
137,63.250949,20,0,3.13217675e-01,3.06384866e-01,9.12869444e-01,9.05446010e-01,2.50000000e-04,745342
138,63.089704,20,0,3.07130196e-01,3.00345202e-01,9.07721882e-01,9.10797577e-01,2.50000000e-04,745342
139,65.004113,20,0,3.08347502e-01,3.01493691e-01,9.27104092e-01,9.21476698e-01,2.50000000e-04,745342
140,62.237662,20,0,3.02956913e-01,2.96219513e-01,9.25202341e-01,9.22316160e-01,2.50000000e-04,745342
141,61.395697,20,0,3.08625610e-01,3.01937058e-01,8.99264102e-01,9.08685474e-01,2.50000000e-04,745342
142,61.325979,20,0,3.06290728e-01,2.99533143e-01,9.15283499e-01,9.13405066e-01,2.50000000e-04,745342
143,60.467464,20,0,3.00533784e-01,2.93811347e-01,9.23661218e-01,9.20167189e-01,2.50000000e-04,745342
144,61.386925,20,0,3.13492896e-01,3.06635375e-01,8.95644352e-01,9.05545368e-01,2.50000000e-04,745342
145,62.352006,20,0,3.19283127e-01,3.12563776e-01,8.69465110e-01,8.87803903e-01,2.50000000e-04,745342
146,64.055646,20,0,3.14668300e-01,3.07927728e-01,9.27324772e-01,9.16261039e-01,2.50000000e-04,745342
147,69.196704,20,0,2.96342216e-01,2.89653098e-01,9.08604493e-01,9.05124249e-01,2.50000000e-04,745342
148,66.248254,20,0,3.02754744e-01,2.96179459e-01,8.77008188e-01,8.97084141e-01,2.50000000e-04,745342
149,67.138069,20,0,3.06462651e-01,2.99833505e-01,9.27483716e-01,9.18975105e-01,2.50000000e-04,745342
150,67.377476,20,0,2.99718954e-01,2.93023421e-01,8.98805523e-01,9.10090828e-01,2.50000000e-04,745342
151,67.566810,20,0,2.99331169e-01,2.92591301e-01,9.02492242e-01,9.08967113e-01,2.50000000e-04,745342
152,67.413082,20,0,2.96103120e-01,2.89429493e-01,9.13806162e-01,9.13465433e-01,2.50000000e-04,745342
153,66.620053,20,0,3.04733158e-01,2.97983668e-01,9.24725342e-01,9.24969521e-01,2.50000000e-04,745342
154,66.931527,20,0,3.01047991e-01,2.94280780e-01,9.26693816e-01,9.16530781e-01,2.50000000e-04,745342
155,66.540317,20,0,2.96809127e-01,2.90069968e-01,8.87979350e-01,8.99538345e-01,2.50000000e-04,745342
156,64.591550,20,0,2.93144174e-01,2.86485629e-01,9.13774338e-01,9.15973420e-01,2.50000000e-04,745342
157,60.449016,20,0,2.92954757e-01,2.86238280e-01,9.19732194e-01,9.20607510e-01,2.50000000e-04,745342
158,60.573963,20,0,2.96800266e-01,2.90149069e-01,9.07250462e-01,9.11444235e-01,2.50000000e-04,745342
159,59.415251,20,0,2.93670862e-01,2.86882442e-01,9.34582276e-01,9.28227110e-01,2.50000000e-04,745342
160,93.710259,30,0,9.56516147e-01,9.45933399e-01,6.75033996e-01,6.82009361e-01,2.50000000e-04,745342
161,94.945570,30,0,7.93748850e-01,7.83110319e-01,6.67283549e-01,6.55884402e-01,2.50000000e-04,745342
162,94.983453,30,0,7.79964053e-01,7.69103031e-01,6.23308387e-01,6.30322533e-01,2.50000000e-04,745342
163,92.715975,30,0,7.80562499e-01,7.70055062e-01,6.23694899e-01,6.32068279e-01,2.50000000e-04,745342
164,89.332782,30,0,7.49621863e-01,7.39256113e-01,6.27422976e-01,6.34168224e-01,2.50000000e-04,745342
165,94.339616,30,0,7.87744909e-01,7.76908483e-01,6.50519159e-01,6.50210407e-01,2.50000000e-04,745342
166,94.556429,30,0,8.14197420e-01,8.03488845e-01,6.28380179e-01,6.31683369e-01,2.50000000e-04,745342
167,94.183636,30,0,7.80224762e-01,7.69450299e-01,6.66153409e-01,6.60393670e-01,2.50000000e-04,745342
168,93.475909,30,0,7.60106199e-01,7.49287643e-01,6.11251862e-01,6.14117553e-01,2.50000000e-04,745342
169,94.231159,30,0,7.17839416e-01,7.06685517e-01,6.23239689e-01,6.21901844e-01,2.50000000e-04,745342
170,94.462850,30,0,7.18246232e-01,7.07407786e-01,6.16322935e-01,6.22513676e-01,2.50000000e-04,745342
171,90.539925,30,0,7.26107462e-01,7.15098249e-01,6.20616078e-01,6.20003324e-01,2.50000000e-04,745342
172,85.626745,30,0,7.02459707e-01,6.91810715e-01,6.04490466e-01,6.05344718e-01,2.50000000e-04,745342
173,85.897731,30,0,7.18789465e-01,7.08313633e-01,5.70975058e-01,5.69097188e-01,2.50000000e-04,745342
174,85.605004,30,0,7.25421976e-01,7.14685124e-01,6.09516630e-01,6.02490363e-01,2.50000000e-04,745342
175,86.389624,30,0,6.94388103e-01,6.84091798e-01,6.01355295e-01,5.98984132e-01,2.50000000e-04,745342
176,85.814031,30,0,7.00204399e-01,6.89873340e-01,6.26841118e-01,6.17944162e-01,2.50000000e-04,745342
177,85.327969,30,0,6.81357843e-01,6.71128659e-01,5.91502638e-01,5.92467637e-01,2.50000000e-04,745342
178,91.945979,30,0,7.05470509e-01,6.95102767e-01,5.99604936e-01,6.01054912e-01,2.50000000e-04,745342
179,94.104717,30,0,7.04632143e-01,6.94208010e-01,6.86002333e-01,6.68173625e-01,2.50000000e-04,745342
180,94.000695,30,0,6.97200263e-01,6.86956828e-01,5.88805249e-01,5.85699658e-01,2.50000000e-04,745342
181,93.835230,30,0,6.99141826e-01,6.88917213e-01,5.86546695e-01,5.88096693e-01,2.50000000e-04,745342
182,89.818119,30,0,7.06220437e-01,6.96188592e-01,5.85818133e-01,5.89654338e-01,2.50000000e-04,745342
183,87.775792,30,0,6.76304315e-01,6.65924481e-01,6.06764388e-01,6.20282094e-01,2.50000000e-04,745342
184,86.322347,30,0,6.99515750e-01,6.89530802e-01,6.07940915e-01,6.07247708e-01,2.50000000e-04,745342
185,85.488560,30,0,7.22670016e-01,7.12435076e-01,6.12122028e-01,6.01326365e-01,2.50000000e-04,745342
186,88.342248,30,0,6.59000989e-01,6.49010035e-01,5.53996112e-01,5.53371661e-01,2.50000000e-04,745342
187,94.455405,30,0,7.28435418e-01,7.18054519e-01,5.68558743e-01,5.62400737e-01,2.50000000e-04,745342
188,93.647964,30,0,6.96195412e-01,6.86109028e-01,5.82969341e-01,5.84664431e-01,2.50000000e-04,745342
189,94.143636,30,0,6.77134448e-01,6.66938761e-01,5.86874509e-01,5.81899657e-01,2.50000000e-04,745342
190,94.222605,30,0,6.87614350e-01,6.77434088e-01,5.67798059e-01,5.76407821e-01,2.50000000e-04,745342
191,93.924347,30,0,6.98258635e-01,6.88201398e-01,6.01487958e-01,6.14269066e-01,2.50000000e-04,745342
192,93.852607,30,0,6.92292999e-01,6.82346146e-01,5.85419595e-01,5.78120680e-01,2.50000000e-04,745342
193,93.309850,30,0,6.66516519e-01,6.56466493e-01,5.91804144e-01,5.85015268e-01,2.50000000e-04,745342
194,93.396071,30,0,6.56894909e-01,6.47194046e-01,6.06539660e-01,5.98628139e-01,2.50000000e-04,745342
195,93.858329,30,0,7.17141040e-01,7.06884447e-01,5.75009267e-01,5.76822364e-01,2.50000000e-04,745342
196,93.724377,30,0,6.61470255e-01,6.51708423e-01,6.02319407e-01,5.91728530e-01,2.50000000e-04,745342
197,92.965453,30,0,6.47694836e-01,6.37883838e-01,5.64983492e-01,5.63905983e-01,2.50000000e-04,745342
198,93.167533,30,0,6.64205535e-01,6.54599405e-01,5.65700443e-01,5.64185801e-01,2.50000000e-04,745342
199,93.327611,30,0,6.91736472e-01,6.81967723e-01,5.70251231e-01,5.70326867e-01,1.25000000e-04,745342
200,120.988665,40,0,1.03667851e+00,1.02754530e+00,5.58648896e-01,5.60543246e-01,1.25000000e-04,745342
201,121.290043,40,0,9.99890654e-01,9.90936069e-01,5.47573843e-01,5.49697154e-01,1.25000000e-04,745342
202,121.843731,40,0,9.77261900e-01,9.67901767e-01,5.64971089e-01,5.58736091e-01,1.25000000e-04,745342
203,121.408045,40,0,9.71391302e-01,9.61808270e-01,5.42750318e-01,5.42178910e-01,1.25000000e-04,745342
204,121.080255,40,0,9.66671788e-01,9.56897876e-01,5.48135393e-01,5.57204506e-01,1.25000000e-04,745342
205,120.500905,40,0,9.64180163e-01,9.54627042e-01,5.39390292e-01,5.35704591e-01,1.25000000e-04,745342
206,118.111691,40,0,9.30865350e-01,9.21090628e-01,5.36237197e-01,5.31874764e-01,1.25000000e-04,745342
207,113.952267,40,0,9.45766612e-01,9.35889977e-01,5.28784029e-01,5.29673898e-01,1.25000000e-04,745342
208,116.223656,40,0,9.62654146e-01,9.52636506e-01,5.41844749e-01,5.40473826e-01,1.25000000e-04,745342
209,115.710121,40,0,9.23107069e-01,9.13304577e-01,5.41692636e-01,5.46550899e-01,1.25000000e-04,745342
210,114.828835,40,0,9.14677888e-01,9.04866043e-01,5.21906307e-01,5.27336004e-01,1.25000000e-04,745342
211,111.529998,40,0,9.41139659e-01,9.31050906e-01,5.39794424e-01,5.48277905e-01,1.25000000e-04,745342
212,117.460451,40,0,9.29430191e-01,9.19360359e-01,5.28957913e-01,5.33922744e-01,1.25000000e-04,745342
213,121.747300,40,0,9.45793744e-01,9.35695088e-01,5.24712877e-01,5.30731277e-01,1.25000000e-04,745342
214,116.307529,40,0,9.31638801e-01,9.21496282e-01,5.35707686e-01,5.41760316e-01,1.25000000e-04,745342
215,118.316499,40,0,9.30684564e-01,9.20653762e-01,5.36247809e-01,5.43492887e-01,1.25000000e-04,745342
216,117.682615,40,0,9.38728607e-01,9.28519688e-01,5.50257444e-01,5.46462493e-01,1.25000000e-04,745342
217,118.102660,40,0,9.19626449e-01,9.09367566e-01,5.35055747e-01,5.37015729e-01,1.25000000e-04,745342
218,113.670714,40,0,8.97948374e-01,8.87915683e-01,5.59874349e-01,5.50595243e-01,1.25000000e-04,745342
219,119.713189,40,0,9.44042033e-01,9.33908004e-01,5.40426090e-01,5.53212438e-01,1.25000000e-04,745342
220,118.706646,40,0,9.20938206e-01,9.10930620e-01,5.59923136e-01,5.64237812e-01,1.25000000e-04,745342
221,119.691592,40,0,9.00788387e-01,8.90245144e-01,5.40660126e-01,5.46125889e-01,1.25000000e-04,745342
222,116.990796,40,0,9.28035181e-01,9.17514446e-01,5.47307138e-01,5.55071115e-01,1.25000000e-04,745342
223,118.089396,40,0,9.33252730e-01,9.22629489e-01,5.38556404e-01,5.47554488e-01,1.25000000e-04,745342
224,116.901974,40,0,9.10941699e-01,9.00581725e-01,5.36306393e-01,5.31191461e-01,1.25000000e-04,745342
225,118.188285,40,0,8.89791673e-01,8.79471093e-01,5.32971447e-01,5.34844024e-01,1.25000000e-04,745342
226,111.681861,40,0,8.97295317e-01,8.87073177e-01,5.55200136e-01,5.66034884e-01,1.25000000e-04,745342
227,105.771927,40,0,9.20410429e-01,9.10150485e-01,5.35643210e-01,5.36465323e-01,1.25000000e-04,745342
228,107.886248,40,0,8.93842679e-01,8.83706907e-01,5.41304073e-01,5.51805046e-01,1.25000000e-04,745342
229,105.227088,40,0,9.20098348e-01,9.09778317e-01,5.39954207e-01,5.46841154e-01,1.25000000e-04,745342
230,107.751141,40,0,8.82581793e-01,8.72465417e-01,5.19754350e-01,5.25204723e-01,1.25000000e-04,745342
231,106.378503,40,0,8.86866454e-01,8.76493771e-01,5.45694611e-01,5.47819295e-01,1.25000000e-04,745342
232,118.874292,40,0,9.10892454e-01,9.00742807e-01,5.28364730e-01,5.43907011e-01,1.25000000e-04,745342
233,110.559381,40,0,8.87033604e-01,8.76495550e-01,5.22580156e-01,5.26890700e-01,1.25000000e-04,745342
234,109.323162,40,0,8.83905381e-01,8.73440684e-01,5.80209906e-01,5.74103138e-01,1.25000000e-04,745342
