metric,value
low_spectral_rel_l2,1.63798803e-02
mid_spectral_rel_l2,1.60431290e+02
high_spectral_rel_l2,1.40442312e+03
gradient_rel_l2,4.93406227e-02
band_config_json,"{""high"": [0.66, 1.01], ""low"": [0.0, 0.33], ""mid"": [0.33, 0.66]}"
