epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,223.227719,6.66731169e-01,6.83077678e-01,5.52796949e-01,5.77839627e-01,1.71566690e+01,6.43673483e-02,1.17083365e+01,7.08262458e-03,1147721,5.00000000e-04
1,222.386664,4.74787166e-01,4.99749908e-01,4.19053650e-01,4.42969933e-01,8.93101635e+00,2.95362509e-02,7.11444356e+00,4.20324451e-02,1147721,5.00000000e-04
2,222.726978,4.19870000e-01,4.45962574e-01,4.01239361e-01,4.29741211e-01,7.15048274e+00,1.86456427e-02,6.71537821e+00,1.06894847e-02,1147721,5.00000000e-04
3,223.841133,3.29136232e-01,3.54163321e-01,2.52700980e-01,2.70015609e-01,4.62117939e+00,1.12220917e-02,2.60591215e+00,1.41555139e-02,1147721,5.00000000e-04
4,226.884635,2.45824870e-01,2.64133422e-01,2.29309072e-01,2.42786541e-01,2.51252724e+00,1.36963736e-02,2.11168454e+00,1.14229368e-02,1147721,5.00000000e-04
5,225.533990,2.20462226e-01,2.36161717e-01,2.22248074e-01,2.37960387e-01,1.99799352e+00,1.07657317e-02,2.03319449e+00,9.12750062e-03,1147721,5.00000000e-04
6,228.578655,2.12250959e-01,2.26654751e-01,2.52198300e-01,2.75101378e-01,1.84617603e+00,8.07011224e-03,2.71802355e+00,6.76752616e-03,1147721,5.00000000e-04
7,227.127906,2.02222118e-01,2.13943498e-01,2.04961965e-01,2.18020874e-01,1.63603561e+00,6.35935432e-03,1.70340127e+00,5.83907120e-03,1147721,5.00000000e-04
8,212.630915,1.87115238e-01,1.96029905e-01,2.07625014e-01,2.20711870e-01,1.36444024e+00,4.47388360e-03,1.72772852e+00,3.61272980e-03,1147721,5.00000000e-04
9,211.206213,1.80711584e-01,1.89032488e-01,1.67241961e-01,1.73585223e-01,1.27042097e+00,3.22407382e-03,1.06428375e+00,2.74248254e-03,1147721,5.00000000e-04
