epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,208.453823,9.20178543e-01,9.38225360e-01,8.88876595e-01,9.13015652e-01,9.94181668e+01,1.51528481e-01,9.47739662e+01,3.07929951e-02,696705,3.00000000e-04
1,214.157190,8.67595956e-01,9.05697545e-01,8.38404980e-01,8.89020481e-01,9.23404353e+01,1.83019013e-02,8.96018597e+01,1.32489330e-02,696705,3.00000000e-04
2,206.793747,8.32920600e-01,8.81940977e-01,8.16429226e-01,8.67935615e-01,8.76001839e+01,1.87524283e-02,8.55959049e+01,1.68618638e-02,696705,3.00000000e-04
3,205.670400,8.20564967e-01,8.72135781e-01,8.10546459e-01,8.63497910e-01,8.56371400e+01,1.69425922e-02,8.47688850e+01,1.84206701e-02,696705,3.00000000e-04
4,207.212089,8.10024064e-01,8.64424397e-01,7.91729553e-01,8.51926894e-01,8.41107361e+01,1.57638813e-02,8.25910740e+01,1.45952227e-02,696705,3.00000000e-04
5,216.890089,7.83160362e-01,8.40077929e-01,7.81564121e-01,8.38260837e-01,7.94911404e+01,3.01987796e-02,8.03505692e+01,2.44706507e-02,696705,3.00000000e-04
6,213.441926,7.65501247e-01,8.22786056e-01,7.58111755e-01,8.12597067e-01,7.63094365e+01,3.40163085e-02,7.51565426e+01,2.58382005e-02,696705,3.00000000e-04
7,207.033875,7.54062347e-01,8.12206886e-01,7.45286793e-01,8.05630651e-01,7.44359286e+01,3.52825860e-02,7.39387726e+01,3.50670694e-02,696705,3.00000000e-04
8,206.366686,7.39106664e-01,7.99114212e-01,7.22524033e-01,7.82313828e-01,7.20841204e+01,3.99847897e-02,6.99419243e+01,4.56828947e-02,696705,3.00000000e-04
9,205.934532,7.36099623e-01,7.97918010e-01,7.29808250e-01,7.95215461e-01,7.19791270e+01,4.14902539e-02,7.21539173e+01,3.88038680e-02,696705,3.00000000e-04
10,205.720562,7.15183875e-01,7.79891211e-01,7.12351387e-01,7.84610164e-01,6.89042165e+01,4.10755521e-02,7.10899628e+01,3.82820015e-02,696705,3.00000000e-04
11,206.400155,7.01950411e-01,7.67410279e-01,6.95833328e-01,7.62230313e-01,6.68291933e+01,3.97445649e-02,6.62202583e+01,4.24931379e-02,696705,3.00000000e-04
12,208.654415,6.94104702e-01,7.60899726e-01,6.74475796e-01,7.43153834e-01,6.58204893e+01,4.12645400e-02,6.39152321e+01,3.46497290e-02,696705,3.00000000e-04
13,206.792341,6.86304667e-01,7.52904804e-01,6.83739059e-01,7.48877840e-01,6.46027936e+01,3.59854603e-02,6.48061600e+01,3.65674689e-02,696705,3.00000000e-04
14,207.002983,6.64966779e-01,7.29525186e-01,6.58170383e-01,7.20990496e-01,6.06930464e+01,3.48183257e-02,5.98053038e+01,3.38986881e-02,696705,3.00000000e-04
15,207.236400,6.57035672e-01,7.21275576e-01,6.32271704e-01,6.95014060e-01,5.94959996e+01,3.52259200e-02,5.57448313e+01,3.11993448e-02,696705,3.00000000e-04
16,206.759757,6.57094807e-01,7.22623739e-01,6.46031967e-01,7.11248465e-01,5.97697996e+01,3.46312924e-02,5.89027935e+01,3.93176243e-02,696705,3.00000000e-04
17,206.102436,6.39391172e-01,7.01814840e-01,6.44413328e-01,7.06331141e-01,5.64655414e+01,3.59108789e-02,5.74558908e+01,4.69014922e-02,696705,3.00000000e-04
18,206.727798,6.40496510e-01,7.04029254e-01,6.03386631e-01,6.62291579e-01,5.69998855e+01,3.80757505e-02,5.08593662e+01,3.78653289e-02,696705,3.00000000e-04
19,207.657818,6.35856989e-01,6.98581987e-01,6.29794849e-01,6.91951370e-01,5.62326498e+01,3.70613243e-02,5.58814394e+01,3.47010958e-02,696705,3.00000000e-04
20,207.137513,6.28657257e-01,6.89511891e-01,6.17868994e-01,6.80756323e-01,5.45753617e+01,3.89416297e-02,5.43356224e+01,3.87777041e-02,696705,3.00000000e-04
21,207.009354,6.28522850e-01,6.90067158e-01,6.04700830e-01,6.60082219e-01,5.46094729e+01,3.72579121e-02,5.06737568e+01,4.55257162e-02,696705,3.00000000e-04
22,206.856408,6.23944395e-01,6.83583109e-01,6.04805792e-01,6.67344191e-01,5.37642574e+01,3.88431846e-02,5.25255194e+01,3.96173282e-02,696705,3.00000000e-04
23,206.489034,6.21673835e-01,6.82009368e-01,6.02959835e-01,6.62840831e-01,5.34877163e+01,3.89979268e-02,5.14710709e+01,3.41948895e-02,696705,3.00000000e-04
24,206.635371,6.14611234e-01,6.72536734e-01,6.04375044e-01,6.62783387e-01,5.21200722e+01,3.94820239e-02,5.12537016e+01,4.44452797e-02,696705,3.00000000e-04
25,207.415333,6.10142419e-01,6.69247606e-01,6.30731709e-01,7.01727157e-01,5.15630262e+01,4.01369093e-02,5.75033714e+01,4.20660640e-02,696705,3.00000000e-04
26,207.053025,6.07315684e-01,6.65387249e-01,5.96996988e-01,6.52692609e-01,5.10402316e+01,3.84256359e-02,4.95948570e+01,3.54746960e-02,696705,3.00000000e-04
27,207.067603,6.12429667e-01,6.71747867e-01,5.94171091e-01,6.47629292e-01,5.21077965e+01,3.77223443e-02,4.87428209e+01,3.65247482e-02,696705,3.00000000e-04
28,208.320959,5.97221804e-01,6.53736458e-01,6.06598953e-01,6.65367863e-01,4.93363710e+01,3.93008787e-02,5.18545294e+01,2.99179561e-02,696705,3.00000000e-04
