metric,value
low_band_spectral_rel_l2,3.02366048e-01
mid_band_spectral_rel_l2,1.14733148e+00
high_band_spectral_rel_l2,2.02524066e+00
high_frequency_energy_ratio_error,2.56040657e-05
gradient_rel_l2,7.79086292e-01
