epoch,seconds,train_horizon,train_loss,train_pred_mse,train_full_rel_l2,val_full_rel_l2,val_pred_mse,lr,params
0,13.876613,1,1.23162012e-01,1.18366006e-02,9.47044682e-02,1.27372212e+00,4.55532240e+00,5.00000000e-04,948353
1,29.740893,1,2.22629424e-02,3.45801383e-03,5.20620307e-02,1.27710669e+00,4.58232785e+00,5.00000000e-04,948353
2,35.231889,1,1.15960349e-02,1.86677954e-03,3.84286405e-02,1.16986330e+00,3.87295947e+00,5.00000000e-04,948353
3,31.062196,1,8.75239125e-03,1.37044088e-03,3.30412029e-02,1.28035894e+00,4.61525198e+00,5.00000000e-04,948353
4,31.546380,1,7.06675125e-03,1.10287123e-03,2.96170972e-02,1.27073709e+00,4.58249220e+00,5.00000000e-04,948353
5,33.862891,1,6.18070744e-03,9.85040578e-04,2.80602893e-02,1.28194786e+00,4.62176781e+00,5.00000000e-04,948353
6,34.074151,1,5.25006496e-03,8.37595043e-04,2.57992313e-02,1.22394063e+00,4.21332365e+00,5.00000000e-04,948353
7,34.575719,1,4.84037586e-03,7.80016088e-04,2.49946458e-02,1.21902547e+00,4.18266257e+00,5.00000000e-04,948353
8,31.509446,1,4.64118999e-03,7.58539354e-04,2.47576765e-02,1.31672673e+00,4.87168367e+00,5.00000000e-04,948353
9,32.334906,1,4.20040001e-03,6.85175124e-04,2.34737283e-02,1.25554418e+00,4.43258572e+00,5.00000000e-04,948353
10,36.364563,1,4.02954909e-03,6.61517510e-04,2.31545858e-02,1.26001942e+00,4.49889617e+00,5.00000000e-04,948353
11,29.477141,1,3.83513113e-03,6.29954189e-04,2.25628102e-02,1.23544640e+00,4.30557202e+00,5.00000000e-04,948353
12,34.618372,1,3.74327370e-03,6.17057475e-04,2.22771533e-02,1.29953765e+00,4.76517801e+00,5.00000000e-04,948353
13,34.336383,1,3.58439401e-03,5.88745326e-04,2.18798643e-02,1.26229953e+00,4.51524410e+00,5.00000000e-04,948353
14,34.090594,1,3.60248849e-03,5.95277697e-04,2.20419625e-02,1.25159851e+00,4.42166852e+00,5.00000000e-04,948353
15,29.758103,1,3.51049191e-03,5.79187921e-04,2.17131698e-02,1.22632113e+00,4.26595922e+00,5.00000000e-04,948353
16,32.368082,1,3.34006342e-03,5.47181910e-04,2.10389982e-02,1.31490454e+00,4.88279037e+00,5.00000000e-04,948353
17,33.967484,1,3.30738832e-03,5.43219708e-04,2.10123754e-02,1.14556332e+00,3.70158544e+00,5.00000000e-04,948353
18,34.774147,1,3.20733303e-03,5.25291712e-04,2.06831882e-02,1.35549777e+00,5.20198977e+00,5.00000000e-04,948353
19,35.345146,1,3.09601368e-03,5.05582735e-04,2.02298909e-02,1.25896114e+00,4.52450151e+00,5.00000000e-04,948353
20,31.418398,1,3.05844001e-03,5.00486588e-04,2.01645263e-02,1.29742255e+00,4.77110114e+00,5.00000000e-04,948353
21,36.268647,1,3.10258958e-03,5.10740859e-04,2.03915734e-02,1.21671624e+00,4.21414754e+00,5.00000000e-04,948353
22,34.473426,1,3.04798163e-03,5.02366880e-04,2.02162925e-02,1.24583534e+00,4.41471437e+00,5.00000000e-04,948353
23,33.792181,1,2.92962881e-03,4.80992144e-04,1.97674877e-02,1.39758967e+00,5.61227834e+00,5.00000000e-04,948353
24,31.490847,1,2.90548291e-03,4.78884293e-04,1.97062844e-02,1.29906621e+00,4.78675115e+00,5.00000000e-04,948353
25,28.400374,1,3.00753519e-03,5.01050120e-04,2.01920325e-02,1.30755441e+00,4.84637790e+00,5.00000000e-04,948353
26,26.427315,1,2.95992264e-03,4.93552770e-04,2.00737690e-02,1.27831023e+00,4.63067009e+00,5.00000000e-04,948353
27,32.935241,1,2.75991467e-03,4.55439908e-04,1.92180452e-02,1.29910785e+00,4.79512146e+00,5.00000000e-04,948353
28,42.123137,1,2.79265371e-03,4.64527319e-04,1.94134318e-02,1.43045396e+00,5.84020963e+00,5.00000000e-04,948353
29,44.401225,1,2.78928664e-03,4.66190719e-04,1.95112402e-02,1.40549332e+00,5.64911749e+00,5.00000000e-04,948353
30,50.018676,1,2.76027571e-03,4.62475708e-04,1.93677742e-02,1.19310146e+00,4.04626981e+00,5.00000000e-04,948353
31,41.157866,1,2.82485189e-03,4.76121239e-04,1.96864771e-02,1.20383539e+00,4.13724674e+00,5.00000000e-04,948353
32,46.148867,1,2.59174132e-03,4.32195576e-04,1.87179182e-02,1.29557011e+00,4.78257686e+00,5.00000000e-04,948353
33,43.152515,1,2.51134400e-03,4.18637842e-04,1.84199388e-02,1.32371276e+00,5.00565095e+00,5.00000000e-04,948353
34,47.853133,1,2.48826822e-03,4.15217027e-04,1.83476604e-02,1.33245932e+00,5.04791303e+00,5.00000000e-04,948353
35,47.418243,1,2.75806957e-03,4.70892336e-04,1.96545894e-02,1.38478455e+00,5.47499156e+00,5.00000000e-04,948353
36,45.279259,1,2.65843809e-03,4.52740765e-04,1.91931494e-02,1.35519923e+00,5.27599928e+00,5.00000000e-04,948353
37,46.412727,1,2.54664493e-03,4.32304593e-04,1.87844618e-02,1.40673686e+00,5.73028839e+00,5.00000000e-04,948353
