epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,103.489985,8.11001521e-01,8.34028185e-01,6.95385254e-01,7.36899295e-01,3.48413317e+01,2.20535431e-01,2.71197098e+01,3.53669575e-02,696705,3.00000000e-04
1,103.067245,6.69845824e-01,7.22444404e-01,6.47463768e-01,7.03935235e-01,2.57585861e+01,2.86322309e-02,2.47603914e+01,2.30881666e-02,696705,3.00000000e-04
2,101.459492,6.46056836e-01,7.04192170e-01,5.99673048e-01,6.52587075e-01,2.44863202e+01,3.03621727e-02,2.13377975e+01,6.37896812e-02,696705,3.00000000e-04
3,101.354917,5.72659046e-01,6.12065432e-01,5.36526018e-01,5.79227786e-01,1.86175031e+01,9.68906412e-02,1.68659501e+01,9.28669462e-02,696705,3.00000000e-04
4,101.316610,4.98693293e-01,5.37426345e-01,4.56166588e-01,5.00387166e-01,1.44107660e+01,1.03008474e-01,1.25866416e+01,8.55065492e-02,696705,3.00000000e-04
5,101.241346,4.58626016e-01,5.00826954e-01,4.37106529e-01,4.78242157e-01,1.25633411e+01,9.37647372e-02,1.15390583e+01,7.15385139e-02,696705,3.00000000e-04
6,101.787038,4.46418228e-01,4.88694499e-01,4.38388260e-01,4.78021340e-01,1.19821005e+01,8.08574759e-02,1.15385734e+01,8.14959729e-02,696705,3.00000000e-04
7,101.793486,4.30750534e-01,4.72452184e-01,4.13313786e-01,4.52345421e-01,1.11979706e+01,6.68309694e-02,1.03832051e+01,6.16115418e-02,696705,3.00000000e-04
8,101.715283,4.14699829e-01,4.54111653e-01,4.05224615e-01,4.42414606e-01,1.03507075e+01,5.26635517e-02,9.87898517e+00,4.46709602e-02,696705,3.00000000e-04
9,101.703405,4.13032846e-01,4.52542512e-01,3.92444765e-01,4.30232105e-01,1.02920061e+01,4.02595391e-02,9.34800382e+00,3.43281257e-02,696705,3.00000000e-04
10,101.593295,4.00501836e-01,4.38786273e-01,4.13202593e-01,4.55229259e-01,9.66693542e+00,3.47570271e-02,1.04632287e+01,3.43772876e-02,696705,3.00000000e-04
11,101.582486,3.99399424e-01,4.39353726e-01,3.81799393e-01,4.18092279e-01,9.69790140e+00,3.20277019e-02,8.86793909e+00,3.10429625e-02,696705,3.00000000e-04
12,101.542343,3.87997931e-01,4.25523782e-01,3.70860683e-01,4.07207851e-01,9.08291420e+00,3.14109446e-02,8.42661839e+00,3.34166797e-02,696705,3.00000000e-04
13,101.767712,3.82706774e-01,4.20249530e-01,4.05804665e-01,4.48106756e-01,8.86941792e+00,3.09225723e-02,1.01129603e+01,2.22313467e-02,696705,3.00000000e-04
14,102.142667,3.78221365e-01,4.15773476e-01,3.63116833e-01,3.96233892e-01,8.66543666e+00,3.09719528e-02,7.92287111e+00,2.95496243e-02,696705,3.00000000e-04
15,101.759874,3.68430828e-01,4.04390653e-01,3.56392879e-01,3.92807201e-01,8.19828780e+00,3.03682191e-02,7.78105319e+00,3.26376215e-02,696705,3.00000000e-04
16,101.701660,3.61944778e-01,3.97588722e-01,3.66395380e-01,4.08202962e-01,7.91630744e+00,3.07295291e-02,8.45892150e+00,2.85504591e-02,696705,3.00000000e-04
17,101.419636,3.63037460e-01,4.00676908e-01,3.56991150e-01,3.91601630e-01,8.05992083e+00,3.00134278e-02,7.72608759e+00,2.39687864e-02,696705,3.00000000e-04
18,101.301823,3.54531191e-01,3.90883275e-01,3.83551628e-01,4.27443029e-01,7.65059258e+00,2.99484060e-02,9.34129992e+00,3.39338532e-02,696705,3.00000000e-04
19,101.467218,3.50974535e-01,3.87731364e-01,3.51729910e-01,3.91386786e-01,7.53714639e+00,2.97923032e-02,7.71905591e+00,2.44007936e-02,696705,3.00000000e-04
20,101.357759,3.46797110e-01,3.84070880e-01,3.52501190e-01,3.88002712e-01,7.41239791e+00,2.95513688e-02,7.62872367e+00,3.56656550e-02,696705,3.00000000e-04
21,101.283747,3.46035296e-01,3.84311595e-01,3.58173182e-01,3.99874375e-01,7.42565798e+00,2.92423882e-02,8.13450470e+00,3.20065662e-02,696705,3.00000000e-04
22,101.371908,3.43789051e-01,3.81736948e-01,3.37610866e-01,3.74271059e-01,7.30882489e+00,2.83094767e-02,7.08304904e+00,3.23575421e-02,696705,3.00000000e-04
23,101.692553,3.37597607e-01,3.75483104e-01,3.45020636e-01,3.88655361e-01,7.06861752e+00,2.80906734e-02,7.61902652e+00,2.78687849e-02,696705,3.00000000e-04
24,101.454534,3.27162755e-01,3.63104820e-01,3.10163997e-01,3.42959021e-01,6.61184239e+00,2.81083726e-02,5.95147071e+00,2.62656799e-02,696705,3.00000000e-04
25,101.894499,3.26053198e-01,3.62700505e-01,3.25377401e-01,3.62791889e-01,6.60221138e+00,2.77081390e-02,6.70682743e+00,2.75563177e-02,696705,3.00000000e-04
26,101.494743,3.29836925e-01,3.66698987e-01,3.30107692e-01,3.69824749e-01,6.74525060e+00,2.61630054e-02,6.92827137e+00,2.55116884e-02,696705,3.00000000e-04
27,101.713880,3.22938868e-01,3.60674416e-01,3.15877556e-01,3.49363083e-01,6.52152687e+00,2.69459689e-02,6.17476640e+00,2.86531328e-02,696705,3.00000000e-04
