step,mse
0,5.34341950e-03
1,1.00143068e-02
2,1.48284147e-02
3,2.01983731e-02
4,2.62190774e-02
5,3.36343572e-02
6,4.26306687e-02
7,5.28564304e-02
8,6.72840625e-02
9,8.50165337e-02
10,1.05102748e-01
11,1.26224175e-01
12,1.43662393e-01
13,1.57801479e-01
14,1.68015465e-01
15,1.82276726e-01
16,2.08994776e-01
17,2.54347712e-01
18,3.07001978e-01
19,3.86926800e-01
