epoch,seconds,train_horizon,train_loss,train_pred_mse,train_full_rel_l2,val_full_rel_l2,val_pred_mse,lr,params
166,0.228914,1,9.67421788e-05,1.90577039e-05,1.01557816e-02,,,5.00000000e-04,444025
167,0.286557,1,1.01997395e-04,2.01266043e-05,1.03885676e-02,,,5.00000000e-04,444025
168,0.254918,1,1.11696066e-04,2.20695325e-05,1.05493470e-02,,,5.00000000e-04,444025
169,0.230061,1,9.82827636e-05,1.93753583e-05,1.00537921e-02,,,5.00000000e-04,444025
170,0.310246,1,9.05379039e-05,1.78582973e-05,9.78605175e-03,,,5.00000000e-04,444025
171,0.319947,1,8.84141737e-05,1.74029714e-05,9.57206035e-03,,,5.00000000e-04,444025
172,0.537563,1,1.09516540e-04,2.16073021e-05,1.04943275e-02,,,5.00000000e-04,444025
173,0.233296,1,8.76012933e-05,1.72408832e-05,9.60498011e-03,,,5.00000000e-04,444025
174,0.237110,1,8.88994220e-05,1.74905053e-05,9.72833675e-03,,,5.00000000e-04,444025
175,0.317410,1,8.85984336e-05,1.74273110e-05,9.81868079e-03,,,5.00000000e-04,444025
176,0.281442,1,8.46867378e-05,1.66340682e-05,9.40605637e-03,,,5.00000000e-04,444025
177,0.390259,1,8.44611443e-05,1.66048644e-05,9.38213754e-03,,,5.00000000e-04,444025
178,0.555549,1,9.10412335e-05,1.79392468e-05,9.92056367e-03,,,5.00000000e-04,444025
179,0.468835,1,1.32484955e-04,2.61783887e-05,1.15909671e-02,,,5.00000000e-04,444025
180,0.252395,1,1.51495409e-04,2.99556231e-05,1.26034714e-02,,,5.00000000e-04,444025
181,0.396168,1,1.22601805e-04,2.41917325e-05,1.12337699e-02,,,5.00000000e-04,444025
182,0.260603,1,1.42223901e-04,2.81301781e-05,1.19866448e-02,,,5.00000000e-04,444025
183,0.257317,1,1.73672929e-04,3.43875505e-05,1.33906435e-02,,,5.00000000e-04,444025
184,0.246502,1,1.56437833e-04,3.09283485e-05,1.36701975e-02,,,5.00000000e-04,444025
185,0.304599,1,1.17987992e-04,2.32661610e-05,1.12871783e-02,,,5.00000000e-04,444025
186,0.291913,1,9.87374542e-05,1.94193972e-05,1.01459749e-02,,,5.00000000e-04,444025
187,0.263708,1,1.03406414e-04,2.03389547e-05,1.02765952e-02,,,5.00000000e-04,444025
188,0.244983,1,1.49251902e-04,2.95702723e-05,1.19326449e-02,,,5.00000000e-04,444025
189,0.252507,1,2.12430215e-04,4.21754713e-05,1.38489258e-02,,,5.00000000e-04,444025
190,0.286643,1,2.73257094e-04,5.43068745e-05,1.56919049e-02,,,5.00000000e-04,444025
191,0.265029,1,2.44960751e-04,4.86431294e-05,1.48693917e-02,,,5.00000000e-04,444025
192,0.368708,1,1.72504210e-04,3.41401278e-05,1.32041996e-02,,,5.00000000e-04,444025
