epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,118.147649,7.74218402e-01,8.04439902e-01,6.45859383e-01,6.99939408e-01,3.26249038e+01,1.67125658e-01,2.44861992e+01,3.76717679e-02,1147738,3.00000000e-04
1,114.202902,5.91055198e-01,6.38345132e-01,5.07897072e-01,5.55081742e-01,2.03851793e+01,1.09602277e-01,1.55945117e+01,1.64974300e-01,1147738,3.00000000e-04
2,111.697827,4.79026938e-01,5.20336297e-01,4.61553930e-01,5.17819939e-01,1.35677430e+01,1.47832804e-01,1.35703913e+01,1.05577973e-01,1147738,3.00000000e-04
3,113.608511,4.36843501e-01,4.78173238e-01,4.20967783e-01,4.58475556e-01,1.14265407e+01,1.13335926e-01,1.05823729e+01,1.01534885e-01,1147738,3.00000000e-04
4,114.410138,4.24455492e-01,4.61687807e-01,4.19263409e-01,4.54906669e-01,1.06297550e+01,8.99288714e-02,1.04425798e+01,8.44002753e-02,1147738,3.00000000e-04
5,114.911518,4.17288803e-01,4.52020885e-01,4.11187038e-01,4.44945817e-01,1.01839013e+01,6.35451704e-02,9.98239093e+00,5.10893615e-02,1147738,3.00000000e-04
6,113.421133,4.13083515e-01,4.46948174e-01,4.07194180e-01,4.42198944e-01,9.95006933e+00,4.21106252e-02,9.86221924e+00,3.88818507e-02,1147738,3.00000000e-04
7,114.952114,4.11503153e-01,4.46588316e-01,4.02377213e-01,4.34762874e-01,9.94320129e+00,3.50142150e-02,9.49943032e+00,3.38329422e-02,1147738,3.00000000e-04
8,115.944086,4.05712184e-01,4.38701029e-01,3.98051666e-01,4.30019650e-01,9.58432955e+00,3.21701438e-02,9.31263232e+00,3.15569887e-02,1147738,3.00000000e-04
9,114.630193,4.02319083e-01,4.34724810e-01,3.89434053e-01,4.20232074e-01,9.41041946e+00,3.11011810e-02,8.87774420e+00,3.16118698e-02,1147738,3.00000000e-04
10,114.563412,3.97809100e-01,4.29276099e-01,3.93298901e-01,4.25791719e-01,9.16666847e+00,3.05010360e-02,9.10866852e+00,2.90496229e-02,1147738,3.00000000e-04
11,117.523786,3.92773881e-01,4.23502700e-01,3.85963406e-01,4.16506288e-01,8.92260600e+00,3.02010048e-02,8.72572398e+00,2.95442539e-02,1147738,3.00000000e-04
12,117.702285,3.91453265e-01,4.22492089e-01,3.92640789e-01,4.22893250e-01,8.88422250e+00,2.98671876e-02,8.99761267e+00,3.48880269e-02,1147738,3.00000000e-04
13,116.975422,3.92033482e-01,4.23626200e-01,3.80260696e-01,4.08748624e-01,8.93861569e+00,3.00131745e-02,8.39406886e+00,3.17723641e-02,1147738,3.00000000e-04
14,116.902677,3.86412786e-01,4.16178376e-01,3.77860207e-01,4.07208240e-01,8.61334480e+00,2.92757793e-02,8.32870469e+00,2.99833177e-02,1147738,3.00000000e-04
15,117.980606,3.84457550e-01,4.14785510e-01,3.69530701e-01,3.97326596e-01,8.56695392e+00,2.88772776e-02,7.93359575e+00,2.86621802e-02,1147738,3.00000000e-04
16,117.600228,3.80441458e-01,4.10000896e-01,3.66168077e-01,3.94019057e-01,8.36681979e+00,2.90229012e-02,7.80289640e+00,3.01139392e-02,1147738,3.00000000e-04
17,118.259674,3.75112839e-01,4.03132052e-01,3.68391768e-01,3.96630752e-01,8.07615074e+00,2.90300134e-02,7.90136142e+00,2.49445789e-02,1147738,3.00000000e-04
18,117.494830,3.71953530e-01,4.00026986e-01,3.81852528e-01,4.15216150e-01,7.96187944e+00,2.89798748e-02,8.66448803e+00,2.34403583e-02,1147738,3.00000000e-04
19,120.544906,3.72308618e-01,4.00484803e-01,3.61787004e-01,3.89866424e-01,7.97659835e+00,2.96799269e-02,7.64208508e+00,2.71194089e-02,1147738,3.00000000e-04
20,119.793502,3.68849434e-01,3.97135638e-01,3.73588772e-01,4.05318521e-01,7.84877211e+00,2.95787725e-02,8.26893344e+00,3.04271029e-02,1147738,3.00000000e-04
21,115.448594,3.67899526e-01,3.95903363e-01,3.58760864e-01,3.85360301e-01,7.79731822e+00,3.05358102e-02,7.46586633e+00,2.91276632e-02,1147738,3.00000000e-04
22,118.341159,3.66623680e-01,3.94835344e-01,3.77821264e-01,4.13979013e-01,7.76178886e+00,3.00094580e-02,8.61799686e+00,2.78518370e-02,1147738,3.00000000e-04
23,116.748969,3.65337698e-01,3.93688244e-01,3.57127377e-01,3.85923461e-01,7.71348462e+00,3.03950622e-02,7.48666182e+00,2.86286704e-02,1147738,3.00000000e-04
24,118.561159,3.64311550e-01,3.92763695e-01,3.61815702e-01,3.91447980e-01,7.68170928e+00,3.00981245e-02,7.73009644e+00,2.68905442e-02,1147738,3.00000000e-04
25,118.061797,3.61610617e-01,3.88922964e-01,3.51338394e-01,3.78891965e-01,7.53391225e+00,3.04509507e-02,7.22477999e+00,3.02487355e-02,1147738,3.00000000e-04
26,115.250968,3.60505534e-01,3.88402597e-01,3.61670568e-01,3.88876621e-01,7.50338622e+00,3.07621744e-02,7.61805766e+00,4.11828445e-02,1147738,3.00000000e-04
27,118.024570,3.57257116e-01,3.84695814e-01,3.58629183e-01,3.86982316e-01,7.36282932e+00,3.08766395e-02,7.55212810e+00,3.70824164e-02,1147738,3.00000000e-04
28,116.746705,3.55405893e-01,3.83223759e-01,3.47693209e-01,3.75272011e-01,7.31150060e+00,3.06675780e-02,7.09363246e+00,2.97611162e-02,1147738,3.00000000e-04
29,117.362824,3.55636705e-01,3.84394970e-01,3.45983006e-01,3.73804371e-01,7.35721294e+00,3.10503515e-02,7.03867552e+00,2.93517841e-02,1147738,3.00000000e-04
30,117.639774,3.51952092e-01,3.79188040e-01,3.66935780e-01,4.02569722e-01,7.15922454e+00,3.13341604e-02,8.16152544e+00,3.27210392e-02,1147738,3.00000000e-04
31,115.876017,3.50107163e-01,3.77291595e-01,3.43950562e-01,3.70306880e-01,7.08471148e+00,3.13949845e-02,6.89478064e+00,2.98317444e-02,1147738,3.00000000e-04
32,118.430092,3.49124519e-01,3.76427487e-01,3.42988134e-01,3.69063936e-01,7.05273351e+00,3.19056015e-02,6.85240519e+00,2.99240415e-02,1147738,3.00000000e-04
33,116.524337,3.49656725e-01,3.77350570e-01,3.57082134e-01,3.91639738e-01,7.08599184e+00,3.15715150e-02,7.74864397e+00,2.97451699e-02,1147738,3.00000000e-04
34,115.777697,3.48282625e-01,3.76154467e-01,3.45013367e-01,3.73846098e-01,7.04824072e+00,3.18528117e-02,7.04841111e+00,3.18019924e-02,1147738,3.00000000e-04
35,118.251909,3.48073425e-01,3.76493660e-01,3.45126717e-01,3.73508948e-01,7.05862034e+00,3.19647296e-02,7.02358396e+00,3.06533200e-02,1147738,3.00000000e-04
36,116.027962,3.46134877e-01,3.74286572e-01,3.34836941e-01,3.59682113e-01,6.97854404e+00,3.22646320e-02,6.51290231e+00,3.35490337e-02,1147738,3.00000000e-04
37,117.746422,3.44948646e-01,3.73143863e-01,3.37515757e-01,3.65513151e-01,6.93404589e+00,3.19344473e-02,6.72720802e+00,3.08462964e-02,1147738,3.00000000e-04
38,116.571657,3.48965814e-01,3.79104341e-01,3.34163459e-01,3.61225901e-01,7.17001441e+00,3.17788360e-02,6.58454063e+00,3.18287928e-02,1147738,3.00000000e-04
39,116.705426,3.41210980e-01,3.68572408e-01,3.32846680e-01,3.60267993e-01,6.76186034e+00,3.17235431e-02,6.55121818e+00,3.31272370e-02,1147738,3.00000000e-04
40,115.560341,3.42416908e-01,3.70461691e-01,3.36607121e-01,3.63827621e-01,6.83469829e+00,3.20854541e-02,6.67619257e+00,3.38754296e-02,1147738,3.00000000e-04
