step,condition_gate,matrix_spectral_mean,matrix_spectral_max,latent_rms,unet_highpass_rms
0.0,0.5,0.9171514511108398,0.953547477722168,0.44597846269607544,0.0
1.0,0.5,0.9171514511108398,0.953547477722168,0.46396803855895996,0.0
2.0,0.5,0.9171514511108398,0.953547477722168,0.4809810221195221,0.0
3.0,0.5,0.9171514511108398,0.953547477722168,0.49691247940063477,0.0
4.0,0.5,0.9171514511108398,0.953547477722168,0.5128399729728699,0.0
5.0,0.5,0.9171514511108398,0.953547477722168,0.5284464955329895,0.0
6.0,0.5,0.9171514511108398,0.953547477722168,0.5424215793609619,0.0
7.0,0.5,0.9171514511108398,0.953547477722168,0.5541727542877197,0.0
8.0,0.5,0.9171514511108398,0.953547477722168,0.5646861791610718,0.0
9.0,0.5,0.9171514511108398,0.953547477722168,0.5729973316192627,0.0
10.0,0.5,0.9171514511108398,0.953547477722168,0.5789390206336975,0.0
11.0,0.5,0.9171514511108398,0.953547477722168,0.5833509564399719,0.0
12.0,0.5,0.9171514511108398,0.953547477722168,0.5868918895721436,0.0
13.0,0.5,0.9171514511108398,0.953547477722168,0.590762197971344,0.0
14.0,0.5,0.9171514511108398,0.953547477722168,0.5959544777870178,0.0
15.0,0.5,0.9171514511108398,0.953547477722168,0.5989890098571777,0.0
16.0,0.5,0.9171514511108398,0.953547477722168,0.6037769913673401,0.0
17.0,0.5,0.9171514511108398,0.953547477722168,0.6071751117706299,0.0
18.0,0.5,0.9171514511108398,0.953547477722168,0.607598066329956,0.0
19.0,0.5,0.9171514511108398,0.953547477722168,0.6114247441291809,0.0
