step,mse
0,1.42708095e-02
1,3.05502657e-02
2,4.66392413e-02
3,6.22023679e-02
4,7.56308287e-02
5,8.91550556e-02
6,1.08968459e-01
7,1.31051481e-01
8,1.51544169e-01
9,1.74251258e-01
10,1.90475941e-01
11,2.06982136e-01
12,2.22343251e-01
13,2.35837758e-01
14,2.50667155e-01
15,2.72621036e-01
16,3.03598136e-01
17,3.51780593e-01
18,4.20394242e-01
19,5.36399841e-01
