epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,203.004447,8.97424377e-01,9.21310691e-01,8.50318584e-01,8.85042143e-01,9.59262578e+01,1.01976086e-01,8.90245590e+01,1.33116515e-02,1147721,3.00000000e-04
1,202.255319,8.33726505e-01,8.78898176e-01,8.11706158e-01,8.65876670e-01,8.68852215e+01,1.53707438e-02,8.52477043e+01,2.61028779e-02,1147721,3.00000000e-04
2,202.574039,7.96831834e-01,8.53928611e-01,7.87962303e-01,8.50394874e-01,8.20088040e+01,4.67237440e-02,8.22232834e+01,4.19625410e-02,1147721,3.00000000e-04
3,202.899201,7.72704856e-01,8.35587961e-01,7.57948013e-01,8.24438362e-01,7.85832783e+01,4.39206729e-02,7.73707382e+01,3.99725147e-02,1147721,3.00000000e-04
4,205.018019,7.48859045e-01,8.15661175e-01,7.30448326e-01,8.01252401e-01,7.48907366e+01,5.08928602e-02,7.32090225e+01,6.33615029e-02,1147721,3.00000000e-04
5,206.879153,7.14542164e-01,7.85124485e-01,6.94318413e-01,7.70397251e-01,6.96762899e+01,6.27128422e-02,6.85217941e+01,6.29817387e-02,1147721,3.00000000e-04
6,205.502637,6.69751945e-01,7.35839106e-01,6.48166117e-01,7.06122000e-01,6.17885851e+01,8.35082585e-02,5.76063269e+01,9.63230658e-02,1147721,3.00000000e-04
7,210.386463,6.66073381e-01,7.32500749e-01,6.29359066e-01,6.86351995e-01,6.15858450e+01,8.02928355e-02,5.47234226e+01,7.86526051e-02,1147721,3.00000000e-04
8,210.287021,6.63812986e-01,7.28211852e-01,6.53587137e-01,7.13650830e-01,6.08452435e+01,6.71523891e-02,5.88004738e+01,7.95865336e-02,1147721,3.00000000e-04
9,209.595496,6.48194972e-01,7.10559023e-01,6.26905739e-01,6.78312676e-01,5.79948499e+01,5.52270853e-02,5.33484470e+01,5.68499124e-02,1147721,3.00000000e-04
10,210.290608,6.91431194e-01,7.55443054e-01,6.57717211e-01,7.12757313e-01,6.56331704e+01,3.78445230e-02,5.84472677e+01,5.03930895e-02,1147721,3.00000000e-04
