step,mse
0,0.03575000911951065
1,0.04955277964472771
2,0.06300900876522064
3,0.07923467457294464
4,0.09731100499629974
5,0.11633627116680145
6,0.13797926902770996
7,0.1647399663925171
8,0.1947770118713379
9,0.22101707756519318
10,0.239872008562088
11,0.2569863796234131
12,0.26582878828048706
13,0.27746811509132385
14,0.2922569215297699
15,0.3032054305076599
16,0.32983192801475525
17,0.3747653067111969
18,0.42396408319473267
19,0.5156804919242859
20,0.6135726571083069
21,0.6838337779045105
22,0.7348271012306213
23,0.7816984057426453
24,0.8162714838981628
25,0.8460819125175476
26,0.896539568901062
27,0.9568824768066406
28,1.0129355192184448
29,1.064531922340393
30,1.106873631477356
31,1.1506308317184448
32,1.203096628189087
33,1.2613836526870728
34,1.3244569301605225
35,1.410893201828003
36,1.5119264125823975
37,1.6274206638336182
38,1.751047134399414
39,1.876163125038147
