epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,211.341384,6.60839585e-01,6.77354198e-01,5.48965382e-01,5.74624922e-01,1.68835591e+01,6.65327324e-02,1.15786050e+01,9.23407849e-03,1147738,5.00000000e-04
1,209.966273,4.79572417e-01,5.02388008e-01,4.39465767e-01,4.61455138e-01,9.00376616e+00,3.46055583e-02,7.63939960e+00,3.39674500e-02,1147738,5.00000000e-04
2,209.350560,4.35016725e-01,4.57704868e-01,4.25362150e-01,4.49291577e-01,7.51524680e+00,3.09852202e-02,7.29922972e+00,2.39326342e-02,1147738,5.00000000e-04
3,213.017551,4.23823849e-01,4.49923911e-01,4.20438032e-01,4.48384359e-01,7.26380318e+00,1.51049184e-02,7.25085940e+00,1.28713029e-02,1147738,5.00000000e-04
4,214.646529,3.46655908e-01,3.64092337e-01,2.74004173e-01,2.84621614e-01,4.83451417e+00,1.27568380e-02,2.88679756e+00,1.36924057e-02,1147738,5.00000000e-04
5,229.734856,2.49050062e-01,2.61411056e-01,2.22905094e-01,2.35430654e-01,2.44305778e+00,1.27700163e-02,1.97533531e+00,1.12297213e-02,1147738,5.00000000e-04
6,231.318074,2.26300986e-01,2.39607746e-01,2.14568233e-01,2.28902602e-01,2.04886811e+00,1.02895644e-02,1.87573209e+00,9.02318019e-03,1147738,5.00000000e-04
7,227.796001,2.12894001e-01,2.25041324e-01,1.97250505e-01,2.07133829e-01,1.80074782e+00,8.90998631e-03,1.52057301e+00,8.80904496e-03,1147738,5.00000000e-04
8,231.953595,2.01148684e-01,2.11837082e-01,1.96291633e-01,2.06556007e-01,1.58858344e+00,7.45420259e-03,1.51098650e+00,6.21479914e-03,1147738,5.00000000e-04
9,231.884353,1.93491328e-01,2.03326226e-01,1.85031588e-01,1.93907506e-01,1.46422259e+00,5.86467992e-03,1.33062792e+00,5.20615362e-03,1147738,5.00000000e-04
10,230.997303,1.85286470e-01,1.94135919e-01,1.71332087e-01,1.77678620e-01,1.33410731e+00,4.39850618e-03,1.11655268e+00,3.93646324e-03,1147738,5.00000000e-04
11,228.014710,1.73204692e-01,1.80612029e-01,1.77360144e-01,1.86529337e-01,1.15453051e+00,3.29720714e-03,1.22968639e+00,2.61684488e-03,1147738,5.00000000e-04
12,228.491650,1.69298650e-01,1.77066982e-01,1.71889554e-01,1.80241914e-01,1.10916616e+00,2.77564957e-03,1.15181284e+00,2.68941816e-03,1147738,5.00000000e-04
13,227.535209,1.65675720e-01,1.73061004e-01,1.60144151e-01,1.66386220e-01,1.06204269e+00,2.64071845e-03,9.81822267e-01,2.66872735e-03,1147738,5.00000000e-04
14,226.799693,1.62201866e-01,1.69335160e-01,1.53732450e-01,1.60386385e-01,1.01540810e+00,2.53176833e-03,9.09228161e-01,2.30650050e-03,1147738,5.00000000e-04
15,229.116020,1.60009049e-01,1.67167953e-01,1.58050359e-01,1.65333217e-01,9.90626215e-01,2.50321142e-03,9.67231753e-01,2.27799960e-03,1147738,5.00000000e-04
16,226.884167,1.57884994e-01,1.65059032e-01,1.45890766e-01,1.51194382e-01,9.66474861e-01,2.49289964e-03,8.07331452e-01,2.25444775e-03,1147738,5.00000000e-04
17,227.796741,1.53432724e-01,1.59924350e-01,1.45338016e-01,1.50784981e-01,9.04255888e-01,2.50313127e-03,8.02452752e-01,2.64818599e-03,1147738,5.00000000e-04
18,226.355469,1.50895893e-01,1.57241441e-01,1.52838856e-01,1.60396383e-01,8.73766271e-01,2.50299156e-03,9.10508049e-01,2.55327809e-03,1147738,5.00000000e-04
19,231.800510,1.51434510e-01,1.58152583e-01,1.70831370e-01,1.82661632e-01,8.85414221e-01,2.53998819e-03,1.18162122e+00,2.46176559e-03,1147738,5.00000000e-04
20,227.753004,1.49673552e-01,1.56020230e-01,1.58402520e-01,1.65926288e-01,8.62116621e-01,2.56195498e-03,9.74038765e-01,2.79003185e-03,1147738,5.00000000e-04
21,226.339543,1.46849619e-01,1.52878465e-01,1.45787678e-01,1.52529684e-01,8.27426483e-01,2.61504809e-03,8.22012436e-01,2.58169182e-03,1147738,5.00000000e-04
22,229.868230,1.42852572e-01,1.48489959e-01,1.40765202e-01,1.46284184e-01,7.79686348e-01,2.62193479e-03,7.56901911e-01,2.36317861e-03,1147738,5.00000000e-04
23,227.858335,1.45415092e-01,1.51848940e-01,1.39021796e-01,1.44374642e-01,8.18699190e-01,2.65179212e-03,7.36275378e-01,2.57063909e-03,1147738,5.00000000e-04
24,225.040582,1.40174011e-01,1.45685237e-01,1.40175318e-01,1.45770249e-01,7.50634779e-01,2.68267748e-03,7.51827285e-01,2.85838623e-03,1147738,5.00000000e-04
25,223.160716,1.43046875e-01,1.49666094e-01,1.39410304e-01,1.45094643e-01,7.97456934e-01,2.71709803e-03,7.47875622e-01,2.74540092e-03,1147738,5.00000000e-04
