step,mse
0,1.07971631e-01
1,2.01047614e-01
2,3.21684599e-01
3,4.47169900e-01
4,6.06810927e-01
5,7.85224617e-01
6,9.64015901e-01
7,1.12283742e+00
8,1.24257922e+00
9,1.35048413e+00
10,1.42666948e+00
11,1.47283781e+00
12,1.52354991e+00
13,1.58817184e+00
14,1.67288208e+00
15,1.80207241e+00
16,1.94671726e+00
17,2.13639712e+00
18,2.40626216e+00
19,2.67492247e+00
