epoch,seconds,horizon,train_loss,train_pred_mse,val_full_rel_l2,test_full_rel_l2,lr,params
279,0.301870,1,9.68090824e-04,9.66773623e-04,,4.19051331e-02,2.50000000e-04,124581
280,0.291349,1,9.66904251e-04,9.65692728e-04,,4.51564360e-02,2.50000000e-04,124581
281,0.301657,1,9.67131713e-04,9.65899941e-04,,4.41276421e-02,2.50000000e-04,124581
282,0.291248,1,9.64631502e-04,9.63379410e-04,,4.21862429e-02,2.50000000e-04,124581
283,0.296585,1,9.66183666e-04,9.64928993e-04,,4.40834907e-02,2.50000000e-04,124581
284,0.281118,1,9.67225041e-04,9.65966814e-04,,4.17675439e-02,2.50000000e-04,124581
285,0.294788,1,9.55602197e-04,9.54353558e-04,,4.48770529e-02,2.50000000e-04,124581
286,0.291944,1,9.69056481e-04,9.67684564e-04,,4.22658211e-02,2.50000000e-04,124581
287,0.299074,1,9.60330006e-04,9.59103104e-04,,4.28093837e-02,2.50000000e-04,124581
288,0.291213,1,9.58656107e-04,9.57366363e-04,,4.60869068e-02,2.50000000e-04,124581
289,0.297785,1,9.58286819e-04,9.57017077e-04,,4.25176002e-02,2.50000000e-04,124581
290,0.291043,1,9.55607056e-04,9.54419003e-04,,4.26965749e-02,2.50000000e-04,124581
291,0.303987,1,9.59988227e-04,9.58783716e-04,,4.20799768e-02,2.50000000e-04,124581
292,0.291537,1,9.64069498e-04,9.62722120e-04,,4.32131058e-02,2.50000000e-04,124581
293,0.296866,1,9.60924204e-04,9.59635531e-04,,4.39137602e-02,2.50000000e-04,124581
294,0.293982,1,9.49160237e-04,9.48023578e-04,,4.18876278e-02,2.50000000e-04,124581
295,0.299334,1,9.53657213e-04,9.52440549e-04,,4.23392747e-02,2.50000000e-04,124581
296,0.290392,1,9.51819358e-04,9.50541248e-04,,4.32182756e-02,2.50000000e-04,124581
297,0.299513,1,9.45130577e-04,9.43875827e-04,,4.31161687e-02,2.50000000e-04,124581
298,0.290857,1,9.45912369e-04,9.44811511e-04,,4.34477709e-02,2.50000000e-04,124581
299,0.298660,1,9.48973909e-04,9.47721587e-04,,4.37659225e-02,1.25000000e-04,124581
300,0.291900,1,9.53992161e-04,9.52720002e-04,,4.32002494e-02,1.25000000e-04,124581
301,0.298764,1,9.45049194e-04,9.43798654e-04,,4.17444001e-02,1.25000000e-04,124581
302,0.291037,1,9.40091421e-04,9.38809718e-04,,4.17957693e-02,1.25000000e-04,124581
303,0.298629,1,9.38397564e-04,9.37248158e-04,,4.17186999e-02,1.25000000e-04,124581
304,0.294006,1,9.39662274e-04,9.38488372e-04,,4.21139230e-02,1.25000000e-04,124581
305,0.294895,1,9.37862220e-04,9.36660658e-04,,4.20654407e-02,1.25000000e-04,124581
306,0.291728,1,9.42274329e-04,9.41102094e-04,,4.12931448e-02,1.25000000e-04,124581
307,0.297531,1,9.40720391e-04,9.39576406e-04,,4.30674282e-02,1.25000000e-04,124581
308,0.264853,1,9.43086820e-04,9.41923185e-04,,4.19771177e-02,1.25000000e-04,124581
309,0.291792,1,9.41955237e-04,9.40669538e-04,,4.15331268e-02,1.25000000e-04,124581
310,0.291763,1,9.35871741e-04,9.34747550e-04,,4.17102765e-02,1.25000000e-04,124581
311,0.298718,1,9.37349166e-04,9.36198194e-04,,4.19873494e-02,1.25000000e-04,124581
312,0.292156,1,9.32731487e-04,9.31489609e-04,,4.22371569e-02,1.25000000e-04,124581
313,0.298713,1,9.33357964e-04,9.32221586e-04,,4.15837875e-02,1.25000000e-04,124581
314,0.291750,1,9.32802260e-04,9.31650045e-04,,4.24499944e-02,1.25000000e-04,124581
315,0.297731,1,9.34194047e-04,9.33045744e-04,,4.16590941e-02,1.25000000e-04,124581
316,0.292078,1,9.30208385e-04,9.29050261e-04,,4.13431367e-02,1.25000000e-04,124581
317,0.301701,1,9.33618594e-04,9.32483319e-04,,4.20906852e-02,1.25000000e-04,124581
318,0.291734,1,9.38894344e-04,9.37674370e-04,,4.15074569e-02,1.25000000e-04,124581
319,0.301764,1,9.31256702e-04,9.30107619e-04,,4.15416954e-02,1.25000000e-04,124581
320,0.291774,1,9.31188697e-04,9.30099327e-04,,4.13960230e-02,1.25000000e-04,124581
321,0.299721,1,9.30664716e-04,9.29517539e-04,,4.14706284e-02,1.25000000e-04,124581
322,0.236824,1,9.31269822e-04,9.30159285e-04,,4.17886809e-02,1.25000000e-04,124581
323,0.245889,1,9.31531194e-04,9.30452222e-04,,4.15735213e-02,1.25000000e-04,124581
324,0.235323,1,9.27065779e-04,9.25975216e-04,,4.17315680e-02,1.25000000e-04,124581
325,0.239401,1,9.33480221e-04,9.32343374e-04,,4.12807399e-02,1.25000000e-04,124581
326,0.289235,1,9.31951278e-04,9.30809937e-04,,4.17193590e-02,1.25000000e-04,124581
327,0.292084,1,9.30026476e-04,9.28917872e-04,,4.18231414e-02,1.25000000e-04,124581
328,0.297550,1,9.25106593e-04,9.23943924e-04,,4.10848874e-02,1.25000000e-04,124581
329,0.295674,1,9.25377003e-04,9.24230706e-04,,4.11529619e-02,1.25000000e-04,124581
330,0.296815,1,9.26988699e-04,9.25701417e-04,,4.13486975e-02,1.25000000e-04,124581
331,0.296122,1,9.23651218e-04,9.22508233e-04,,4.15297729e-02,1.25000000e-04,124581
332,0.292446,1,9.25633450e-04,9.24479294e-04,,4.20777747e-02,1.25000000e-04,124581
333,0.292942,1,9.25386603e-04,9.24167457e-04,,4.15323403e-02,1.25000000e-04,124581
334,0.291486,1,9.23890482e-04,9.22643475e-04,,4.17087294e-02,1.25000000e-04,124581
335,0.296068,1,9.22574707e-04,9.21449115e-04,,4.14569937e-02,1.25000000e-04,124581
336,0.295690,1,9.22657046e-04,9.21503532e-04,,4.10908324e-02,1.25000000e-04,124581
337,0.296080,1,9.21265800e-04,9.20210331e-04,,4.17175326e-02,1.25000000e-04,124581
338,0.293686,1,9.21591446e-04,9.20457873e-04,,4.09979175e-02,1.25000000e-04,124581
339,0.295629,1,9.21848344e-04,9.20765677e-04,,4.16598383e-02,1.25000000e-04,124581
340,0.290976,1,9.28000288e-04,9.26727165e-04,,4.14790246e-02,1.25000000e-04,124581
341,0.297205,1,9.23090544e-04,9.21939273e-04,,4.25111318e-02,1.25000000e-04,124581
342,0.294370,1,9.22551579e-04,9.21455435e-04,,4.14510511e-02,1.25000000e-04,124581
343,0.295762,1,9.23730345e-04,9.22454490e-04,,4.11873162e-02,1.25000000e-04,124581
344,0.277298,1,9.18737179e-04,9.17530302e-04,,4.12279679e-02,1.25000000e-04,124581
345,0.290797,1,9.17212047e-04,9.15998538e-04,,4.10994035e-02,1.25000000e-04,124581
346,0.297020,1,9.18873969e-04,9.17675070e-04,,4.08877516e-02,1.25000000e-04,124581
347,0.295583,1,9.14403598e-04,9.13307254e-04,,4.10008767e-02,1.25000000e-04,124581
348,0.295698,1,9.16774556e-04,9.15676331e-04,,4.26478754e-02,1.25000000e-04,124581
349,0.294745,1,9.23656868e-04,9.22440086e-04,,4.31508836e-02,1.25000000e-04,124581
350,0.295189,1,9.19700585e-04,9.18420746e-04,,4.13344395e-02,1.25000000e-04,124581
351,0.295431,1,9.16313417e-04,9.15205523e-04,,4.13025948e-02,1.25000000e-04,124581
352,0.295316,1,9.17882672e-04,9.16664441e-04,,4.11134765e-02,1.25000000e-04,124581
353,0.296794,1,9.12722239e-04,9.11612576e-04,,4.11398977e-02,1.25000000e-04,124581
354,0.294946,1,9.11832813e-04,9.10762860e-04,,4.09640059e-02,1.25000000e-04,124581
355,0.294627,1,9.12703813e-04,9.11530748e-04,,4.12569061e-02,1.25000000e-04,124581
356,0.296165,1,9.13803687e-04,9.12519219e-04,,4.08548775e-02,1.25000000e-04,124581
357,0.296132,1,9.14432831e-04,9.13107097e-04,,4.13978517e-02,1.25000000e-04,124581
358,0.289549,1,9.12005251e-04,9.10892942e-04,,4.09116185e-02,1.25000000e-04,124581
359,0.292200,1,9.08223626e-04,9.07112613e-04,,4.13966478e-02,1.25000000e-04,124581
360,0.291410,1,9.12614225e-04,9.11324825e-04,,4.22583261e-02,1.25000000e-04,124581
361,0.296588,1,9.17007770e-04,9.15826697e-04,,4.12212528e-02,1.25000000e-04,124581
362,0.295746,1,9.16395097e-04,9.15210581e-04,,4.21639600e-02,1.25000000e-04,124581
363,0.296235,1,9.12039227e-04,9.10913870e-04,,4.15775232e-02,1.25000000e-04,124581
364,0.291572,1,9.15834282e-04,9.14699533e-04,,4.12209368e-02,1.25000000e-04,124581
365,0.295471,1,9.12213336e-04,9.11042697e-04,,4.12981358e-02,1.25000000e-04,124581
366,0.292877,1,9.08235273e-04,9.07121954e-04,,4.17039177e-02,1.25000000e-04,124581
367,0.295325,1,9.09166441e-04,9.08003530e-04,,4.27460785e-02,1.25000000e-04,124581
368,0.294456,1,9.08477867e-04,9.07390099e-04,,4.09875795e-02,1.25000000e-04,124581
369,0.296176,1,9.08863594e-04,9.07739213e-04,,4.13324775e-02,1.25000000e-04,124581
370,0.292343,1,9.07144454e-04,9.05939848e-04,,4.07746173e-02,1.25000000e-04,124581
371,0.295189,1,9.01346735e-04,9.00181754e-04,,4.11291927e-02,1.25000000e-04,124581
372,0.296604,1,9.02822991e-04,9.01720316e-04,,4.12534828e-02,1.25000000e-04,124581
373,0.296397,1,9.06719636e-04,9.05569175e-04,,4.13925858e-02,1.25000000e-04,124581
374,0.292061,1,9.06805198e-04,9.05646835e-04,,4.15312803e-02,1.25000000e-04,124581
375,0.296115,1,9.02391624e-04,9.01255588e-04,,4.05977279e-02,1.25000000e-04,124581
376,0.292244,1,9.02739376e-04,9.01659281e-04,,4.14983842e-02,1.25000000e-04,124581
377,0.296542,1,9.07785170e-04,9.06501975e-04,,4.16598734e-02,1.25000000e-04,124581
378,0.295089,1,9.05928884e-04,9.04784588e-04,,4.27419120e-02,1.25000000e-04,124581
379,0.296198,1,9.02558884e-04,9.01396594e-04,,4.12787892e-02,1.25000000e-04,124581
380,0.295407,1,9.01091574e-04,8.99958190e-04,,4.14636731e-02,1.25000000e-04,124581
381,0.297742,1,9.03816871e-04,9.02571717e-04,,4.11076468e-02,1.25000000e-04,124581
382,0.294738,1,9.01694176e-04,9.00484869e-04,,4.15401590e-02,1.25000000e-04,124581
383,0.294044,1,8.98227617e-04,8.97016640e-04,,4.10434896e-02,1.25000000e-04,124581
384,0.294803,1,9.03598841e-04,9.02399519e-04,,4.16670650e-02,1.25000000e-04,124581
385,0.297033,1,9.02238384e-04,9.00673697e-04,,4.08963381e-02,1.25000000e-04,124581
386,0.293678,1,8.98259968e-04,8.96988339e-04,,4.14308992e-02,1.25000000e-04,124581
387,0.294278,1,8.99746056e-04,8.98611845e-04,,4.07452464e-02,1.25000000e-04,124581
388,0.291959,1,8.96954264e-04,8.95801761e-04,,4.10611781e-02,1.25000000e-04,124581
389,0.297027,1,8.98784687e-04,8.97555033e-04,,4.23530534e-02,1.25000000e-04,124581
390,0.295804,1,8.96453670e-04,8.95139686e-04,,4.06571199e-02,1.25000000e-04,124581
391,0.291854,1,8.92900150e-04,8.91682748e-04,,4.07210818e-02,1.25000000e-04,124581
392,0.297545,1,8.93136995e-04,8.91861222e-04,,4.12710591e-02,1.25000000e-04,124581
393,0.291085,1,8.92563844e-04,8.91387338e-04,,4.05736957e-02,1.25000000e-04,124581
394,0.295188,1,8.90782421e-04,8.89681434e-04,,4.08435811e-02,1.25000000e-04,124581
395,0.292427,1,8.96164650e-04,8.94945195e-04,,4.07544562e-02,1.25000000e-04,124581
396,0.298441,1,8.95131861e-04,8.93893235e-04,,4.13240021e-02,1.25000000e-04,124581
397,0.291025,1,8.94223442e-04,8.93078340e-04,,4.12302792e-02,1.25000000e-04,124581
398,0.296858,1,8.93143066e-04,8.91962407e-04,,4.05979398e-02,1.25000000e-04,124581
399,0.287903,1,8.98906260e-04,8.97657683e-04,,4.13423611e-02,6.25000000e-05,124581
400,0.298784,1,8.89029707e-04,8.87952399e-04,,4.04735935e-02,6.25000000e-05,124581
401,0.290803,1,8.90845906e-04,8.89730174e-04,,4.04939660e-02,6.25000000e-05,124581
402,0.295361,1,8.88385219e-04,8.87228799e-04,,4.06923500e-02,6.25000000e-05,124581
403,0.291432,1,8.84042418e-04,8.82944555e-04,,4.02925232e-02,6.25000000e-05,124581
404,0.297915,1,8.83881984e-04,8.82841955e-04,,4.05400014e-02,6.25000000e-05,124581
405,0.291709,1,8.83823706e-04,8.82748880e-04,,4.03856245e-02,6.25000000e-05,124581
406,0.301846,1,8.85691988e-04,8.84560479e-04,,4.11553814e-02,6.25000000e-05,124581
407,0.291796,1,8.83361214e-04,8.82150053e-04,,4.02038667e-02,6.25000000e-05,124581
408,0.298752,1,8.83795543e-04,8.82638732e-04,,4.11084415e-02,6.25000000e-05,124581
409,0.293889,1,8.83687428e-04,8.82609901e-04,,4.11168651e-02,6.25000000e-05,124581
410,0.297742,1,8.86269584e-04,8.85155197e-04,,4.05453674e-02,6.25000000e-05,124581
411,0.295755,1,8.85475941e-04,8.84358590e-04,,4.05037963e-02,6.25000000e-05,124581
412,0.295853,1,8.82484866e-04,8.81375402e-04,,4.09886846e-02,6.25000000e-05,124581
413,0.298715,1,8.83863343e-04,8.82751665e-04,,4.04812470e-02,6.25000000e-05,124581
414,0.295789,1,8.85798431e-04,8.84645667e-04,,4.10134271e-02,6.25000000e-05,124581
415,0.298058,1,8.89214958e-04,8.88092769e-04,,4.10865431e-02,6.25000000e-05,124581
416,0.294745,1,8.84234263e-04,8.83082943e-04,,4.04512544e-02,6.25000000e-05,124581
417,0.295869,1,8.81541004e-04,8.80448269e-04,,4.02483280e-02,6.25000000e-05,124581
418,0.296803,1,8.79540523e-04,8.78452750e-04,,4.07780206e-02,6.25000000e-05,124581
419,0.297606,1,8.81067720e-04,8.79970054e-04,,4.05200429e-02,6.25000000e-05,124581
420,0.295696,1,8.79368251e-04,8.78301225e-04,,4.03697842e-02,6.25000000e-05,124581
421,0.296618,1,8.79665870e-04,8.78603096e-04,,4.08374181e-02,6.25000000e-05,124581
422,0.290168,1,8.79161916e-04,8.78084449e-04,,4.01867828e-02,6.25000000e-05,124581
423,0.295095,1,8.80721663e-04,8.79673470e-04,,4.03952083e-02,6.25000000e-05,124581
424,0.292582,1,8.77854184e-04,8.76816635e-04,,4.02142635e-02,6.25000000e-05,124581
425,0.295290,1,8.81070985e-04,8.79931853e-04,,4.16817905e-02,6.25000000e-05,124581
426,0.292046,1,8.79433399e-04,8.78336981e-04,,4.06073606e-02,6.25000000e-05,124581
427,0.295872,1,8.79221971e-04,8.78106329e-04,,4.08724308e-02,6.25000000e-05,124581
428,0.294803,1,8.79665242e-04,8.78561417e-04,,4.04501635e-02,6.25000000e-05,124581
429,0.295662,1,8.80762991e-04,8.79585568e-04,,4.01265609e-02,6.25000000e-05,124581
430,0.292672,1,8.76191474e-04,8.75115278e-04,,4.05088365e-02,6.25000000e-05,124581
431,0.286249,1,8.81610082e-04,8.80565998e-04,,4.30010319e-02,6.25000000e-05,124581
432,0.292386,1,8.82531120e-04,8.81248808e-04,,4.08951440e-02,6.25000000e-05,124581
433,0.296141,1,8.76144864e-04,8.74944657e-04,,4.01923031e-02,6.25000000e-05,124581
434,0.296466,1,8.75785274e-04,8.74654635e-04,,4.06254616e-02,6.25000000e-05,124581
435,0.294140,1,8.80656702e-04,8.79582245e-04,,4.03354713e-02,6.25000000e-05,124581
436,0.241855,1,8.76086418e-04,8.75006137e-04,,4.04497007e-02,6.25000000e-05,124581
437,0.284609,1,8.77699345e-04,8.76594149e-04,,4.04601383e-02,6.25000000e-05,124581
438,0.299697,1,8.76452568e-04,8.75221887e-04,,4.07317412e-02,6.25000000e-05,124581
439,0.290801,1,8.74055624e-04,8.72926253e-04,,4.00375006e-02,6.25000000e-05,124581
440,0.298074,1,8.72170889e-04,8.71131584e-04,,4.04075453e-02,6.25000000e-05,124581
441,0.292703,1,8.73261701e-04,8.72212306e-04,,4.03653941e-02,6.25000000e-05,124581
442,0.301021,1,8.76260123e-04,8.75076688e-04,,4.02703562e-02,6.25000000e-05,124581
443,0.291604,1,8.71673037e-04,8.70632499e-04,,4.01975995e-02,6.25000000e-05,124581
444,0.298981,1,8.70994206e-04,8.69965036e-04,,4.03157730e-02,6.25000000e-05,124581
445,0.291705,1,8.71663591e-04,8.70607836e-04,,4.03539047e-02,6.25000000e-05,124581
446,0.299580,1,8.74581395e-04,8.73491107e-04,,4.03430498e-02,6.25000000e-05,124581
447,0.292074,1,8.72589466e-04,8.71494957e-04,,4.00572045e-02,6.25000000e-05,124581
448,0.299717,1,8.77903564e-04,8.76780062e-04,,4.04570733e-02,6.25000000e-05,124581
449,0.292045,1,8.73397577e-04,8.72277942e-04,,4.00921610e-02,6.25000000e-05,124581
450,0.299870,1,8.69434645e-04,8.68380527e-04,,4.06327152e-02,6.25000000e-05,124581
451,0.291590,1,8.70362661e-04,8.69333745e-04,,4.08805044e-02,6.25000000e-05,124581
452,0.298798,1,8.69165944e-04,8.68087531e-04,,4.00181568e-02,6.25000000e-05,124581
453,0.291724,1,8.68904010e-04,8.67828210e-04,,4.03058442e-02,6.25000000e-05,124581
454,0.300514,1,8.69361127e-04,8.68233047e-04,,4.02075434e-02,6.25000000e-05,124581
455,0.290346,1,8.71042532e-04,8.69913330e-04,,3.98984525e-02,6.25000000e-05,124581
456,0.298943,1,8.70608239e-04,8.69406212e-04,,4.00431469e-02,6.25000000e-05,124581
457,0.291787,1,8.67465478e-04,8.66269094e-04,,4.02866405e-02,6.25000000e-05,124581
458,0.299467,1,8.68706781e-04,8.67581121e-04,,4.01476702e-02,6.25000000e-05,124581
459,0.291011,1,8.69976608e-04,8.68932446e-04,,4.01474735e-02,6.25000000e-05,124581
460,0.298864,1,8.69806730e-04,8.68677060e-04,,4.03196196e-02,6.25000000e-05,124581
461,0.291816,1,8.69632577e-04,8.68529050e-04,,4.00505733e-02,6.25000000e-05,124581
462,0.299906,1,8.67945909e-04,8.66876150e-04,,4.06935731e-02,6.25000000e-05,124581
463,0.291824,1,8.70790408e-04,8.69587940e-04,,4.02513459e-02,6.25000000e-05,124581
464,0.300684,1,8.68408904e-04,8.67053412e-04,,4.03655857e-02,6.25000000e-05,124581
465,0.291781,1,8.67690675e-04,8.66606897e-04,,4.02980189e-02,6.25000000e-05,124581
466,0.300897,1,8.65658859e-04,8.64489169e-04,,4.00531647e-02,6.25000000e-05,124581
467,0.291954,1,8.63862033e-04,8.62758815e-04,,4.03174841e-02,6.25000000e-05,124581
468,0.300708,1,8.63830985e-04,8.62781303e-04,,3.99978758e-02,6.25000000e-05,124581
469,0.291729,1,8.68342475e-04,8.67232739e-04,,4.07151580e-02,6.25000000e-05,124581
470,0.300706,1,8.68975879e-04,8.67868180e-04,,4.02254233e-02,6.25000000e-05,124581
471,0.291959,1,8.65060910e-04,8.63941774e-04,,4.08586383e-02,6.25000000e-05,124581
472,0.300751,1,8.66802609e-04,8.65573310e-04,,4.09200385e-02,6.25000000e-05,124581
473,0.294047,1,8.65596592e-04,8.64433579e-04,,4.02692723e-02,6.25000000e-05,124581
474,0.298580,1,8.65388534e-04,8.64314392e-04,,4.00673279e-02,6.25000000e-05,124581
475,0.294854,1,8.66020038e-04,8.64923296e-04,,4.03660834e-02,6.25000000e-05,124581
476,0.295554,1,8.63209828e-04,8.62130541e-04,,4.03645912e-02,6.25000000e-05,124581
477,0.295797,1,8.63092612e-04,8.61971101e-04,,3.98873538e-02,6.25000000e-05,124581
478,0.284246,1,8.62322443e-04,8.61258587e-04,,4.02086088e-02,6.25000000e-05,124581
479,0.287358,1,8.63558564e-04,8.62511291e-04,,4.03715494e-02,6.25000000e-05,124581
480,0.300530,1,8.61062532e-04,8.60029560e-04,,4.02788350e-02,6.25000000e-05,124581
481,0.292865,1,8.64856147e-04,8.63789527e-04,,4.13402390e-02,6.25000000e-05,124581
482,0.298449,1,8.64829117e-04,8.63728397e-04,,3.98879820e-02,6.25000000e-05,124581
483,0.294372,1,8.60891595e-04,8.59772983e-04,,4.03160998e-02,6.25000000e-05,124581
484,0.296947,1,8.60714285e-04,8.59637446e-04,,4.01599583e-02,6.25000000e-05,124581
485,0.296056,1,8.60427928e-04,8.59366187e-04,,4.07033673e-02,6.25000000e-05,124581
486,0.295560,1,8.61289168e-04,8.60211670e-04,,3.97583410e-02,6.25000000e-05,124581
487,0.296145,1,8.59121664e-04,8.57997213e-04,,3.97906373e-02,6.25000000e-05,124581
488,0.295694,1,8.59763117e-04,8.58688045e-04,,3.97958076e-02,6.25000000e-05,124581
489,0.297382,1,8.60344536e-04,8.59252939e-04,,4.10011028e-02,6.25000000e-05,124581
490,0.292154,1,8.63371775e-04,8.62206630e-04,,4.01525536e-02,6.25000000e-05,124581
491,0.297116,1,8.58988406e-04,8.57940903e-04,,4.01051347e-02,6.25000000e-05,124581
492,0.294571,1,8.58439043e-04,8.57385433e-04,,3.97416487e-02,6.25000000e-05,124581
493,0.296069,1,8.56724556e-04,8.55663265e-04,,3.98480350e-02,6.25000000e-05,124581
494,0.291541,1,8.57436615e-04,8.56405755e-04,,4.00300336e-02,6.25000000e-05,124581
495,0.297607,1,8.57865628e-04,8.56833491e-04,,4.02673063e-02,6.25000000e-05,124581
496,0.291064,1,8.57886819e-04,8.56808666e-04,,3.98862550e-02,6.25000000e-05,124581
497,0.298650,1,8.58352963e-04,8.57279202e-04,,4.01003613e-02,6.25000000e-05,124581
498,0.292228,1,8.56462747e-04,8.55399202e-04,,4.04109262e-02,6.25000000e-05,124581
499,0.297911,1,8.57850910e-04,8.56762270e-04,,4.01380421e-02,3.12500000e-05,124581
