epoch,seconds,horizon,train_loss,train_pred_mse,val_full_rel_l2,test_full_rel_l2,lr,params
48,21.457265,5,2.16598788e-03,2.06374202e-03,1.58883687e+00,1.61826373e+00,5.00000000e-04,745342
49,21.488958,5,2.13682754e-03,2.03289168e-03,1.18873157e+00,1.19565278e+00,5.00000000e-04,745342
50,21.527710,5,2.10143568e-03,1.99563459e-03,1.07254666e+00,1.06950296e+00,5.00000000e-04,745342
51,21.791168,5,2.10081083e-03,1.99291537e-03,1.22562925e+00,1.21892254e+00,5.00000000e-04,745342
52,21.760676,5,2.02645328e-03,1.91790903e-03,1.04237997e+00,1.04081087e+00,5.00000000e-04,745342
53,21.730021,5,2.04815377e-03,1.93765924e-03,1.14582498e+00,1.14148929e+00,5.00000000e-04,745342
54,21.754922,5,1.96055126e-03,1.84855132e-03,1.19478203e+00,1.18836528e+00,5.00000000e-04,745342
55,21.852360,5,1.94785437e-03,1.83376830e-03,1.06996347e+00,1.06473020e+00,5.00000000e-04,745342
56,22.053280,5,1.95017476e-03,1.83446840e-03,1.07072274e+00,1.06097230e+00,5.00000000e-04,745342
57,21.274656,5,1.91822983e-03,1.80156900e-03,1.20277596e+00,1.19915311e+00,5.00000000e-04,745342
58,21.525891,5,1.93089948e-03,1.81267040e-03,1.38557776e+00,1.36769837e+00,5.00000000e-04,745342
59,21.771816,5,1.84755623e-03,1.72852535e-03,9.59913073e-01,9.54824772e-01,5.00000000e-04,745342
60,23.204780,5,1.80597134e-03,1.68443604e-03,1.04724682e+00,1.04318815e+00,5.00000000e-04,745342
61,24.795391,5,1.80236658e-03,1.67951432e-03,9.45948067e-01,9.41288323e-01,5.00000000e-04,745342
62,25.704063,5,1.83834875e-03,1.71399479e-03,1.08637354e+00,1.07912322e+00,5.00000000e-04,745342
63,41.109073,5,1.81724783e-03,1.69300432e-03,1.05054152e+00,1.04282544e+00,5.00000000e-04,745342
64,59.346343,5,1.77150187e-03,1.64654781e-03,1.16760198e+00,1.15174408e+00,5.00000000e-04,745342
65,25.410049,5,1.75776239e-03,1.63165632e-03,1.00439412e+00,1.00011453e+00,5.00000000e-04,745342
66,25.250533,5,1.75374776e-03,1.62597568e-03,1.08092917e+00,1.06726554e+00,5.00000000e-04,745342
67,24.996476,5,1.73978968e-03,1.61258552e-03,9.32004580e-01,9.27145867e-01,5.00000000e-04,745342
68,25.051098,5,1.75412979e-03,1.62553819e-03,9.43003545e-01,9.37709174e-01,5.00000000e-04,745342
69,25.990982,5,1.67655384e-03,1.54821652e-03,9.18277831e-01,9.14077878e-01,5.00000000e-04,745342
70,60.641047,5,1.73696941e-03,1.60771220e-03,1.03465114e+00,1.02930880e+00,5.00000000e-04,745342
71,82.875808,5,1.66445838e-03,1.53446459e-03,9.82050529e-01,9.77527781e-01,5.00000000e-04,745342
72,60.591404,5,1.69483328e-03,1.56370882e-03,1.02626278e+00,1.01853926e+00,5.00000000e-04,745342
73,55.868799,5,1.64910536e-03,1.51795055e-03,9.78364382e-01,9.71503301e-01,5.00000000e-04,745342
74,57.910008,5,1.65349000e-03,1.52183752e-03,9.34057922e-01,9.31528773e-01,5.00000000e-04,745342
75,63.891173,5,1.68046171e-03,1.54786346e-03,9.29597602e-01,9.27028637e-01,5.00000000e-04,745342
76,59.100007,5,1.64250194e-03,1.50988846e-03,8.52030630e-01,8.50063009e-01,5.00000000e-04,745342
77,57.099638,5,1.62494710e-03,1.49200128e-03,1.03071067e+00,1.01792084e+00,5.00000000e-04,745342
78,62.958940,5,1.64659572e-03,1.51312640e-03,8.93848534e-01,8.87994823e-01,5.00000000e-04,745342
79,59.895790,5,1.62537116e-03,1.49230697e-03,9.90621333e-01,9.75538955e-01,5.00000000e-04,745342
80,67.238708,10,1.11725268e-02,1.09885244e-02,6.86474967e-01,6.84225290e-01,5.00000000e-04,745342
81,70.193450,10,4.34827801e-03,4.21156351e-03,6.87703924e-01,6.86126950e-01,5.00000000e-04,745342
82,63.178294,10,4.34994214e-03,4.21841833e-03,6.77592528e-01,6.77692547e-01,5.00000000e-04,745342
83,70.462924,10,3.90444467e-03,3.77858123e-03,6.59670103e-01,6.59688148e-01,5.00000000e-04,745342
84,70.926364,10,3.85847274e-03,3.73297668e-03,6.33301613e-01,6.33736069e-01,5.00000000e-04,745342
85,60.960411,10,3.83618738e-03,3.71257748e-03,6.50739114e-01,6.49895670e-01,5.00000000e-04,745342
86,58.060743,10,3.78638206e-03,3.66013957e-03,5.90016329e-01,5.89251506e-01,5.00000000e-04,745342
87,57.922343,10,3.74548614e-03,3.62086668e-03,6.68356414e-01,6.68961258e-01,5.00000000e-04,745342
88,61.676432,10,3.73869014e-03,3.61394811e-03,6.37195687e-01,6.36935463e-01,5.00000000e-04,745342
89,58.281773,10,3.71497778e-03,3.59081112e-03,6.26585753e-01,6.26609154e-01,5.00000000e-04,745342
90,53.759821,10,3.69600679e-03,3.56799323e-03,6.34746788e-01,6.34986088e-01,5.00000000e-04,745342
91,59.629523,10,3.64150522e-03,3.51335704e-03,6.00323079e-01,6.01460998e-01,5.00000000e-04,745342
92,57.682880,10,3.60918175e-03,3.48352203e-03,6.32511897e-01,6.33304224e-01,5.00000000e-04,745342
93,53.649939,10,3.61576319e-03,3.49121982e-03,6.09675641e-01,6.10378475e-01,5.00000000e-04,745342
94,58.542411,10,3.46903274e-03,3.34416110e-03,5.86007349e-01,5.86986420e-01,5.00000000e-04,745342
95,56.254906,10,3.68829382e-03,3.56417513e-03,6.04477677e-01,6.04711537e-01,5.00000000e-04,745342
96,56.973788,10,3.52076108e-03,3.39818012e-03,6.11252878e-01,6.12040703e-01,5.00000000e-04,745342
97,53.510328,10,3.49224058e-03,3.36536590e-03,6.10426676e-01,6.11285644e-01,5.00000000e-04,745342
98,53.118154,10,3.58355861e-03,3.45920540e-03,6.16777799e-01,6.18037655e-01,5.00000000e-04,745342
99,55.797347,10,3.40954137e-03,3.28468432e-03,5.86504202e-01,5.87115901e-01,2.50000000e-04,745342
100,55.925080,10,3.31962245e-03,3.19701120e-03,6.11640060e-01,6.12595131e-01,2.50000000e-04,745342
101,52.475566,10,3.29958221e-03,3.17609664e-03,6.15131514e-01,6.15969238e-01,2.50000000e-04,745342
102,53.959028,10,3.30850046e-03,3.18500505e-03,6.23860445e-01,6.25008221e-01,2.50000000e-04,745342
103,53.241500,10,3.27597779e-03,3.15182042e-03,6.18467445e-01,6.20151544e-01,2.50000000e-04,745342
104,54.932865,10,3.37736331e-03,3.25276649e-03,6.08769679e-01,6.10177329e-01,2.50000000e-04,745342
105,52.074448,10,3.25882037e-03,3.13441508e-03,5.89732132e-01,5.90898478e-01,2.50000000e-04,745342
106,53.481426,10,3.32771658e-03,3.20052989e-03,6.05478599e-01,6.06884973e-01,2.50000000e-04,745342
107,46.131602,10,3.32283982e-03,3.19744876e-03,5.88262069e-01,5.89315536e-01,2.50000000e-04,745342
108,48.240341,10,3.30803071e-03,3.18203708e-03,6.12826636e-01,6.14255986e-01,2.50000000e-04,745342
109,47.432061,10,3.27970649e-03,3.15408380e-03,6.22195008e-01,6.23716733e-01,2.50000000e-04,745342
110,45.170823,10,3.25999295e-03,3.13370176e-03,6.01811130e-01,6.03704164e-01,2.50000000e-04,745342
111,45.990317,10,3.30086149e-03,3.17432764e-03,6.14927888e-01,6.16506040e-01,2.50000000e-04,745342
112,46.064682,10,3.29415100e-03,3.16729756e-03,6.05429714e-01,6.07011087e-01,2.50000000e-04,745342
113,46.591561,10,3.29144146e-03,3.16476759e-03,6.04206831e-01,6.05908723e-01,2.50000000e-04,745342
114,45.108034,10,3.30200196e-03,3.17534020e-03,6.05515358e-01,6.06839883e-01,2.50000000e-04,745342
115,45.813757,10,3.23803809e-03,3.11187125e-03,6.10086279e-01,6.12044797e-01,2.50000000e-04,745342
116,47.189694,10,3.22194723e-03,3.09513414e-03,6.04810340e-01,6.06625750e-01,2.50000000e-04,745342
117,46.872351,10,3.34314561e-03,3.21520546e-03,5.91630991e-01,5.93164494e-01,2.50000000e-04,745342
118,46.540979,10,3.24547453e-03,3.11866283e-03,5.87107368e-01,5.88379581e-01,2.50000000e-04,745342
119,43.103427,10,3.24081371e-03,3.11291706e-03,6.07234752e-01,6.08386569e-01,2.50000000e-04,745342
120,126.176589,40,9.79044057e-02,9.65784786e-02,2.38836876e-01,2.38823043e-01,2.50000000e-04,745342
121,125.768132,40,5.45849005e-02,5.37192250e-02,2.35902950e-01,2.37307527e-01,2.50000000e-04,745342
122,126.513875,40,4.90999918e-02,4.83051596e-02,2.34061232e-01,2.34935952e-01,2.50000000e-04,745342
123,137.091205,40,4.63893570e-02,4.55932077e-02,2.07649226e-01,2.08620607e-01,2.50000000e-04,745342
124,127.703837,40,4.50905163e-02,4.42921573e-02,2.09348609e-01,2.10153987e-01,2.50000000e-04,745342
125,128.579806,40,4.28869701e-02,4.21171950e-02,2.03021981e-01,2.04147395e-01,2.50000000e-04,745342
126,125.047723,40,4.19647136e-02,4.12073356e-02,2.03007385e-01,2.03722394e-01,2.50000000e-04,745342
127,122.097336,40,4.08153192e-02,4.00480393e-02,1.97279514e-01,1.97595093e-01,2.50000000e-04,745342
128,122.254872,40,3.87682787e-02,3.79615081e-02,1.95726766e-01,1.96485608e-01,2.50000000e-04,745342
129,122.121053,40,3.75019669e-02,3.66553150e-02,2.01424849e-01,2.02269445e-01,2.50000000e-04,745342
130,119.558969,40,3.70604172e-02,3.62061774e-02,1.91182555e-01,1.91637929e-01,2.50000000e-04,745342
131,117.831071,40,3.66309443e-02,3.57628679e-02,1.88525378e-01,1.89737325e-01,2.50000000e-04,745342
132,119.909161,40,3.57914274e-02,3.49172950e-02,1.87102541e-01,1.87334645e-01,2.50000000e-04,745342
133,115.465450,40,3.51042590e-02,3.42298085e-02,1.86353968e-01,1.86921582e-01,2.50000000e-04,745342
134,109.880949,40,3.55549882e-02,3.46801502e-02,1.87354403e-01,1.88017917e-01,2.50000000e-04,745342
135,110.043441,40,3.50956594e-02,3.42207076e-02,1.85656410e-01,1.86375614e-01,2.50000000e-04,745342
136,110.550002,40,3.43051457e-02,3.34238626e-02,1.82465522e-01,1.82822691e-01,2.50000000e-04,745342
137,111.196276,40,3.33279801e-02,3.24330619e-02,1.84475251e-01,1.85248075e-01,2.50000000e-04,745342
138,109.182146,40,3.34436606e-02,3.25457879e-02,1.80083776e-01,1.80818262e-01,2.50000000e-04,745342
139,110.578068,40,3.36523465e-02,3.27542347e-02,1.85929324e-01,1.85923465e-01,2.50000000e-04,745342
140,109.425339,40,3.30648992e-02,3.21659849e-02,1.84016312e-01,1.83911915e-01,2.50000000e-04,745342
141,108.785698,40,3.26042888e-02,3.16998013e-02,1.78751687e-01,1.79161776e-01,2.50000000e-04,745342
142,111.445428,40,3.18902728e-02,3.09834974e-02,1.84428132e-01,1.84162012e-01,2.50000000e-04,745342
143,110.603014,40,3.23893602e-02,3.14791801e-02,1.82532402e-01,1.83134213e-01,2.50000000e-04,745342
144,109.405541,40,3.19241770e-02,3.10148668e-02,1.76583396e-01,1.76467649e-01,2.50000000e-04,745342
145,111.561925,40,3.11420250e-02,3.02315273e-02,1.75363355e-01,1.75551715e-01,2.50000000e-04,745342
146,111.576785,40,3.04484198e-02,2.95297772e-02,1.76169506e-01,1.76002043e-01,2.50000000e-04,745342
147,111.770588,40,3.06548881e-02,2.97317011e-02,1.75456201e-01,1.75816094e-01,2.50000000e-04,745342
148,109.167222,40,3.03419179e-02,2.94197176e-02,1.73527805e-01,1.74016107e-01,2.50000000e-04,745342
149,110.391927,40,3.04544931e-02,2.95239917e-02,1.75908938e-01,1.76362404e-01,2.50000000e-04,745342
150,110.937562,40,2.99195531e-02,2.89938561e-02,1.74745707e-01,1.75157059e-01,2.50000000e-04,745342
151,109.068632,40,2.94590436e-02,2.85300064e-02,1.77229484e-01,1.77986247e-01,2.50000000e-04,745342
152,108.418442,40,2.93136853e-02,2.83781941e-02,1.72052929e-01,1.72057707e-01,2.50000000e-04,745342
153,106.437464,40,2.93995577e-02,2.84670369e-02,1.69117919e-01,1.68926258e-01,2.50000000e-04,745342
154,109.478956,40,2.87857899e-02,2.78477653e-02,1.71164514e-01,1.70645663e-01,2.50000000e-04,745342
155,109.856839,40,2.92647683e-02,2.83266144e-02,1.71713856e-01,1.70993625e-01,2.50000000e-04,745342
156,109.696827,40,2.90590462e-02,2.81238325e-02,1.67518967e-01,1.67499247e-01,2.50000000e-04,745342
157,110.093643,40,2.83867604e-02,2.74494907e-02,1.69976795e-01,1.70150185e-01,2.50000000e-04,745342
158,110.484780,40,2.85924564e-02,2.76545830e-02,1.67946466e-01,1.68579744e-01,2.50000000e-04,745342
159,111.023726,40,2.80373010e-02,2.70984003e-02,1.69990102e-01,1.69385771e-01,2.50000000e-04,745342
160,109.256979,40,2.79102406e-02,2.69688469e-02,1.67281646e-01,1.66550178e-01,2.50000000e-04,745342
161,111.088473,40,2.78458897e-02,2.68988090e-02,1.87973498e-01,1.89387092e-01,2.50000000e-04,745342
162,110.540523,40,2.84381178e-02,2.75045905e-02,1.65725580e-01,1.65458835e-01,2.50000000e-04,745342
163,109.105262,40,2.80583984e-02,2.71182344e-02,1.64615305e-01,1.64721572e-01,2.50000000e-04,745342
164,110.775358,40,2.75831070e-02,2.66452608e-02,1.65735642e-01,1.65739164e-01,2.50000000e-04,745342
165,108.368243,40,2.73186762e-02,2.63710767e-02,1.67631374e-01,1.66799491e-01,2.50000000e-04,745342
166,111.480501,40,2.71102794e-02,2.61692975e-02,1.64614320e-01,1.64091908e-01,2.50000000e-04,745342
167,111.215308,40,2.68337963e-02,2.58872586e-02,1.62979688e-01,1.62690970e-01,2.50000000e-04,745342
168,108.626206,40,2.65590488e-02,2.56088721e-02,1.62486569e-01,1.62505031e-01,2.50000000e-04,745342
169,107.057913,40,2.65002815e-02,2.55479033e-02,1.61835680e-01,1.61913406e-01,2.50000000e-04,745342
170,110.695274,40,2.61802806e-02,2.52264514e-02,1.63403577e-01,1.63866674e-01,2.50000000e-04,745342
171,111.216478,40,2.61295150e-02,2.51720625e-02,1.61377578e-01,1.60851216e-01,2.50000000e-04,745342
172,110.849252,40,2.58088347e-02,2.48518068e-02,1.60977626e-01,1.60356932e-01,2.50000000e-04,745342
173,111.408994,40,2.58705631e-02,2.49079126e-02,1.60513698e-01,1.59842840e-01,2.50000000e-04,745342
174,111.957638,40,2.56427031e-02,2.46799737e-02,1.60193061e-01,1.59536365e-01,2.50000000e-04,745342
175,111.141081,40,2.56580249e-02,2.46919182e-02,1.57793959e-01,1.57594141e-01,2.50000000e-04,745342
176,109.466750,40,2.52285293e-02,2.42620231e-02,1.57463078e-01,1.57236124e-01,2.50000000e-04,745342
177,110.726456,40,2.55623319e-02,2.45919184e-02,1.58227259e-01,1.58350797e-01,2.50000000e-04,745342
178,109.085483,40,2.50070664e-02,2.40333762e-02,1.57228225e-01,1.56862946e-01,2.50000000e-04,745342
179,109.616652,40,2.54405463e-02,2.44606811e-02,1.58757271e-01,1.58169068e-01,2.50000000e-04,745342
180,109.852316,40,2.49418532e-02,2.39692982e-02,1.56193452e-01,1.55839766e-01,2.50000000e-04,745342
181,109.722982,40,2.45882190e-02,2.36091587e-02,1.64500437e-01,1.64007649e-01,2.50000000e-04,745342
182,110.444372,40,2.45113638e-02,2.35303610e-02,1.57122981e-01,1.56488566e-01,2.50000000e-04,745342
183,110.280793,40,2.45412947e-02,2.35529992e-02,1.58724664e-01,1.57928429e-01,2.50000000e-04,745342
184,110.733870,40,2.45504133e-02,2.35595540e-02,1.54450616e-01,1.53781113e-01,2.50000000e-04,745342
185,109.259526,40,2.40856047e-02,2.30982843e-02,1.53155010e-01,1.52965117e-01,2.50000000e-04,745342
186,110.618852,40,2.40921936e-02,2.30982857e-02,1.54458479e-01,1.54177364e-01,2.50000000e-04,745342
187,110.963033,40,2.44078691e-02,2.34112331e-02,1.53857399e-01,1.53148991e-01,2.50000000e-04,745342
188,108.156901,40,2.37400891e-02,2.27432637e-02,1.53313895e-01,1.53042395e-01,2.50000000e-04,745342
189,109.861425,40,2.35458384e-02,2.25432551e-02,1.53321047e-01,1.53006973e-01,2.50000000e-04,745342
190,107.200901,40,2.34074494e-02,2.24093747e-02,1.51051449e-01,1.50686452e-01,2.50000000e-04,745342
191,108.423257,40,2.32753310e-02,2.22645843e-02,1.51117303e-01,1.50800669e-01,2.50000000e-04,745342
192,110.547390,40,2.34253616e-02,2.24219920e-02,1.55260775e-01,1.54648760e-01,2.50000000e-04,745342
193,109.965690,40,2.32364874e-02,2.22321364e-02,1.52758356e-01,1.52620684e-01,2.50000000e-04,745342
194,110.182446,40,2.30929549e-02,2.20814776e-02,1.50595269e-01,1.50274905e-01,2.50000000e-04,745342
195,110.167206,40,2.27721325e-02,2.17555129e-02,1.49687795e-01,1.49495481e-01,2.50000000e-04,745342
196,110.771991,40,2.24802569e-02,2.14614052e-02,1.49167709e-01,1.49188809e-01,2.50000000e-04,745342
197,110.306742,40,2.24029474e-02,2.13790940e-02,1.51057227e-01,1.50374404e-01,2.50000000e-04,745342
198,109.040334,40,2.25424256e-02,2.15125974e-02,1.50523167e-01,1.50530657e-01,2.50000000e-04,745342
199,109.338808,40,2.23819941e-02,2.13540321e-02,1.48254337e-01,1.47858899e-01,1.25000000e-04,745342
200,110.037827,40,2.16896207e-02,2.06609968e-02,1.48540672e-01,1.47940684e-01,1.25000000e-04,745342
201,107.732816,40,2.17980180e-02,2.07651671e-02,1.47138626e-01,1.47201313e-01,1.25000000e-04,745342
202,107.116887,40,2.17087960e-02,2.06753773e-02,1.46669120e-01,1.46306114e-01,1.25000000e-04,745342
203,107.621070,40,2.16067250e-02,2.05702785e-02,1.46201385e-01,1.45930730e-01,1.25000000e-04,745342
204,108.785402,40,2.16023048e-02,2.05659223e-02,1.46186681e-01,1.46324458e-01,1.25000000e-04,745342
205,108.106794,40,2.15511945e-02,2.05038736e-02,1.46162069e-01,1.46074862e-01,1.25000000e-04,745342
206,110.444452,40,2.16050044e-02,2.05626335e-02,1.45461445e-01,1.45284358e-01,1.25000000e-04,745342
207,111.065691,40,2.13154437e-02,2.02680760e-02,1.47318132e-01,1.47061021e-01,1.25000000e-04,745342
208,111.043091,40,2.13481455e-02,2.02971346e-02,1.45322751e-01,1.45218006e-01,1.25000000e-04,745342
209,111.118836,40,2.11899503e-02,2.01348537e-02,1.46064757e-01,1.45832818e-01,1.25000000e-04,745342
210,107.635388,40,2.11426427e-02,2.00903949e-02,1.44651858e-01,1.44244215e-01,1.25000000e-04,745342
211,110.361679,40,2.10766584e-02,2.00219117e-02,1.45628130e-01,1.45295087e-01,1.25000000e-04,745342
212,109.292043,40,2.11210216e-02,2.00622423e-02,1.45196993e-01,1.45391669e-01,1.25000000e-04,745342
213,110.517527,40,2.11163066e-02,2.00585940e-02,1.44256043e-01,1.43907366e-01,1.25000000e-04,745342
214,108.574614,40,2.08716452e-02,1.98120218e-02,1.46406205e-01,1.45919991e-01,1.25000000e-04,745342
215,109.750771,40,2.11777235e-02,2.01150824e-02,1.44439154e-01,1.43940046e-01,1.25000000e-04,745342
216,110.868335,40,2.09647973e-02,1.99000440e-02,1.43978775e-01,1.43579404e-01,1.25000000e-04,745342
217,110.748762,40,2.06921150e-02,1.96255168e-02,1.43160676e-01,1.42976822e-01,1.25000000e-04,745342
218,110.320715,40,2.07065139e-02,1.96380390e-02,1.44188747e-01,1.43906093e-01,1.25000000e-04,745342
219,110.420981,40,2.06163662e-02,1.95438014e-02,1.43849737e-01,1.43534290e-01,1.25000000e-04,745342
220,108.564028,40,2.07192066e-02,1.96478544e-02,1.42368631e-01,1.42272985e-01,1.25000000e-04,745342
221,111.525116,40,2.04989054e-02,1.94230398e-02,1.42262438e-01,1.42096332e-01,1.25000000e-04,745342
222,111.419521,40,2.10287482e-02,1.99530929e-02,1.45998194e-01,1.46056385e-01,1.25000000e-04,745342
223,110.396948,40,2.04274062e-02,1.93475891e-02,1.43112252e-01,1.42799323e-01,1.25000000e-04,745342
224,111.273193,40,2.03748156e-02,1.92930432e-02,1.41756605e-01,1.41849061e-01,1.25000000e-04,745342
225,109.607209,40,2.03395241e-02,1.92586536e-02,1.41469442e-01,1.41402403e-01,1.25000000e-04,745342
226,109.811476,40,2.05498077e-02,1.94611223e-02,1.46283380e-01,1.46748731e-01,1.25000000e-04,745342
227,108.132843,40,2.02117340e-02,1.91249903e-02,1.41738009e-01,1.41937994e-01,1.25000000e-04,745342
228,108.714764,40,2.00978723e-02,1.90079818e-02,1.43232102e-01,1.43233483e-01,1.25000000e-04,745342
229,111.009175,40,2.02338524e-02,1.91409569e-02,1.40790172e-01,1.40753474e-01,1.25000000e-04,745342
230,110.177697,40,2.00178965e-02,1.89219787e-02,1.41721141e-01,1.41534366e-01,1.25000000e-04,745342
231,111.353618,40,1.99776514e-02,1.88835336e-02,1.41190624e-01,1.41325330e-01,1.25000000e-04,745342
232,110.773122,40,1.98627227e-02,1.87655662e-02,1.40703697e-01,1.40827618e-01,1.25000000e-04,745342
233,110.596157,40,1.97375387e-02,1.86360679e-02,1.41247444e-01,1.41553158e-01,1.25000000e-04,745342
234,110.405945,40,1.98917914e-02,1.87931327e-02,1.39810435e-01,1.39581992e-01,1.25000000e-04,745342
235,111.347905,40,1.98707938e-02,1.87663868e-02,1.40096507e-01,1.40084381e-01,1.25000000e-04,745342
236,110.810481,40,1.98486323e-02,1.87426005e-02,1.40497254e-01,1.40760670e-01,1.25000000e-04,745342
237,109.254749,40,1.95986518e-02,1.84962220e-02,1.39698868e-01,1.39946708e-01,1.25000000e-04,745342
238,110.854385,40,1.96503197e-02,1.85447498e-02,1.39217687e-01,1.38965989e-01,1.25000000e-04,745342
239,111.205784,40,1.95418518e-02,1.84313102e-02,1.38844351e-01,1.38801522e-01,1.25000000e-04,745342
240,108.389961,40,1.96664101e-02,1.85560545e-02,1.39242873e-01,1.39010175e-01,1.25000000e-04,745342
241,108.435123,40,1.95481481e-02,1.84339545e-02,1.39722188e-01,1.39889169e-01,1.25000000e-04,745342
242,111.196376,40,1.97147163e-02,1.86001728e-02,1.41760325e-01,1.41585256e-01,1.25000000e-04,745342
243,110.819432,40,1.96684547e-02,1.85504978e-02,1.41463556e-01,1.41451117e-01,1.25000000e-04,745342
244,111.078069,40,1.94453077e-02,1.83304527e-02,1.39967873e-01,1.39687737e-01,1.25000000e-04,745342
245,108.048247,40,1.95028311e-02,1.83851244e-02,1.38690950e-01,1.38939410e-01,1.25000000e-04,745342
246,109.294497,40,1.92179755e-02,1.80991856e-02,1.40414962e-01,1.40207862e-01,1.25000000e-04,745342
247,108.252706,40,1.93566325e-02,1.82354720e-02,1.37929486e-01,1.37666547e-01,1.25000000e-04,745342
248,109.300364,40,1.93949211e-02,1.82737234e-02,1.37768052e-01,1.37632890e-01,1.25000000e-04,745342
249,110.488624,40,1.91938370e-02,1.80694350e-02,1.37069221e-01,1.36937348e-01,1.25000000e-04,745342
250,111.165048,40,1.90418058e-02,1.79151005e-02,1.39065250e-01,1.38817092e-01,1.25000000e-04,745342
251,110.959787,40,1.91015506e-02,1.79763692e-02,1.36833595e-01,1.36679333e-01,1.25000000e-04,745342
252,109.934004,40,1.90870919e-02,1.79600549e-02,1.36373334e-01,1.36398055e-01,1.25000000e-04,745342
