nohup: ignoring input
epoch 0000 | 223.23s | train_full 6.830777e-01 | test_full 5.778396e-01
epoch 0214 | 211.04s | train_full 6.296417e-02 | test_full 6.124522e-02
epoch 0215 | 208.83s | train_full 6.178201e-02 | test_full 5.912345e-02
epoch 0216 | 210.91s | train_full 6.267306e-02 | test_full 6.626137e-02
epoch 0217 | 211.90s | train_full 6.687336e-02 | test_full 6.260687e-02
epoch 0218 | 209.13s | train_full 6.192319e-02 | test_full 5.917794e-02
epoch 0219 | 209.98s | train_full 6.141887e-02 | test_full 5.903303e-02
epoch 0220 | 207.82s | train_full 6.091766e-02 | test_full 6.042717e-02
epoch 0221 | 208.61s | train_full 6.079792e-02 | test_full 6.041935e-02
epoch 0222 | 208.81s | train_full 6.251329e-02 | test_full 6.394660e-02
epoch 0223 | 205.99s | train_full 6.323813e-02 | test_full 5.953497e-02
epoch 0224 | 220.56s | train_full 6.152187e-02 | test_full 6.216426e-02
epoch 0225 | 207.97s | train_full 6.291963e-02 | test_full 6.187386e-02
epoch 0226 | 209.09s | train_full 6.821719e-02 | test_full 6.475576e-02
epoch 0227 | 208.03s | train_full 6.156201e-02 | test_full 6.827657e-02
epoch 0228 | 207.28s | train_full 6.503142e-02 | test_full 6.169921e-02
epoch 0229 | 223.05s | train_full 6.674641e-02 | test_full 6.861539e-02
epoch 0230 | 213.81s | train_full 6.360077e-02 | test_full 6.552866e-02
epoch 0231 | 232.08s | train_full 6.189269e-02 | test_full 6.654852e-02
epoch 0232 | 223.59s | train_full 6.356764e-02 | test_full 6.206059e-02
epoch 0233 | 208.02s | train_full 6.173176e-02 | test_full 6.437875e-02
epoch 0234 | 208.94s | train_full 6.513073e-02 | test_full 6.043489e-02
epoch 0235 | 208.31s | train_full 6.147770e-02 | test_full 6.190410e-02
epoch 0236 | 215.13s | train_full 6.146239e-02 | test_full 5.978070e-02
epoch 0237 | 219.54s | train_full 6.147440e-02 | test_full 6.072548e-02
epoch 0238 | 213.68s | train_full 7.096100e-02 | test_full 5.986317e-02
epoch 0239 | 217.51s | train_full 6.336500e-02 | test_full 5.777002e-02
epoch 0240 | 217.85s | train_full 6.488584e-02 | test_full 6.533470e-02
epoch 0241 | 214.55s | train_full 6.100913e-02 | test_full 6.665383e-02
epoch 0242 | 219.36s | train_full 6.218807e-02 | test_full 6.061515e-02
epoch 0243 | 211.69s | train_full 6.041461e-02 | test_full 6.068954e-02
epoch 0244 | 211.76s | train_full 5.918808e-02 | test_full 5.815923e-02
epoch 0245 | 208.87s | train_full 6.058323e-02 | test_full 5.689261e-02
epoch 0246 | 226.21s | train_full 6.071145e-02 | test_full 5.641194e-02
epoch 0247 | 232.79s | train_full 6.055204e-02 | test_full 6.993581e-02
epoch 0248 | 230.02s | train_full 6.074359e-02 | test_full 6.373552e-02
epoch 0249 | 228.67s | train_full 6.073867e-02 | test_full 5.874929e-02
epoch 0250 | 230.28s | train_full 6.508278e-02 | test_full 7.226487e-02
epoch 0251 | 224.57s | train_full 6.335367e-02 | test_full 6.245189e-02
epoch 0252 | 212.52s | train_full 6.218199e-02 | test_full 5.732694e-02
epoch 0253 | 209.75s | train_full 6.107616e-02 | test_full 6.931609e-02
epoch 0254 | 207.36s | train_full 6.108971e-02 | test_full 7.740924e-02
epoch 0255 | 205.07s | train_full 6.350886e-02 | test_full 5.691760e-02
epoch 0256 | 207.07s | train_full 5.955119e-02 | test_full 5.740853e-02
epoch 0257 | 211.21s | train_full 6.098773e-02 | test_full 6.390283e-02
epoch 0258 | 213.73s | train_full 6.290261e-02 | test_full 5.749705e-02
epoch 0259 | 213.30s | train_full 6.188580e-02 | test_full 6.009056e-02
epoch 0260 | 211.10s | train_full 6.067395e-02 | test_full 6.327508e-02
epoch 0261 | 213.12s | train_full 6.296439e-02 | test_full 8.273092e-02
epoch 0262 | 213.89s | train_full 6.596881e-02 | test_full 6.135080e-02
epoch 0263 | 204.11s | train_full 6.043129e-02 | test_full 5.865000e-02
epoch 0264 | 206.64s | train_full 6.109544e-02 | test_full 6.877692e-02
epoch 0265 | 207.17s | train_full 6.215309e-02 | test_full 5.718156e-02
epoch 0266 | 206.25s | train_full 5.890624e-02 | test_full 6.567682e-02
epoch 0267 | 207.61s | train_full 6.066594e-02 | test_full 6.988297e-02
epoch 0268 | 209.69s | train_full 6.205747e-02 | test_full 6.419859e-02
epoch 0269 | 205.28s | train_full 6.261928e-02 | test_full 6.667503e-02
epoch 0270 | 209.04s | train_full 6.650022e-02 | test_full 6.320411e-02
epoch 0271 | 209.66s | train_full 5.996797e-02 | test_full 6.250321e-02
epoch 0272 | 210.43s | train_full 6.088161e-02 | test_full 5.624086e-02
epoch 0273 | 208.09s | train_full 6.061299e-02 | test_full 6.069416e-02
epoch 0274 | 207.80s | train_full 6.012968e-02 | test_full 6.306491e-02
epoch 0275 | 208.00s | train_full 5.932495e-02 | test_full 5.978261e-02
epoch 0276 | 207.19s | train_full 6.175150e-02 | test_full 5.987394e-02
epoch 0277 | 207.97s | train_full 6.096646e-02 | test_full 5.788872e-02
epoch 0278 | 208.12s | train_full 6.010453e-02 | test_full 5.876386e-02
epoch 0279 | 205.98s | train_full 5.960099e-02 | test_full 6.070026e-02
epoch 0280 | 209.48s | train_full 5.955732e-02 | test_full 5.869194e-02
epoch 0281 | 211.86s | train_full 6.098539e-02 | test_full 8.500036e-02
epoch 0282 | 211.45s | train_full 6.177793e-02 | test_full 6.170974e-02
epoch 0283 | 207.26s | train_full 6.276459e-02 | test_full 5.793114e-02
epoch 0284 | 206.43s | train_full 5.879187e-02 | test_full 5.578131e-02
epoch 0285 | 207.77s | train_full 5.847312e-02 | test_full 6.120534e-02
epoch 0286 | 208.35s | train_full 5.942274e-02 | test_full 6.014429e-02
epoch 0287 | 206.57s | train_full 5.991394e-02 | test_full 5.974668e-02
epoch 0288 | 208.54s | train_full 5.964309e-02 | test_full 5.957440e-02
epoch 0289 | 207.42s | train_full 6.393902e-02 | test_full 8.289928e-02
epoch 0290 | 210.72s | train_full 6.232954e-02 | test_full 5.868912e-02
epoch 0291 | 208.74s | train_full 6.245257e-02 | test_full 5.647685e-02
epoch 0292 | 210.78s | train_full 5.993302e-02 | test_full 8.109036e-02
epoch 0293 | 209.27s | train_full 6.254606e-02 | test_full 5.447702e-02
epoch 0294 | 209.68s | train_full 6.347668e-02 | test_full 5.745480e-02
epoch 0295 | 208.91s | train_full 6.358768e-02 | test_full 5.624953e-02
epoch 0296 | 208.09s | train_full 5.897048e-02 | test_full 5.557901e-02
epoch 0297 | 204.55s | train_full 5.762536e-02 | test_full 5.926862e-02
epoch 0298 | 209.32s | train_full 5.900300e-02 | test_full 6.755043e-02
epoch 0299 | 210.07s | train_full 6.101937e-02 | test_full 6.710887e-02
epoch 0300 | 209.57s | train_full 5.928673e-02 | test_full 6.208328e-02
epoch 0301 | 208.87s | train_full 5.591630e-02 | test_full 5.615647e-02
epoch 0302 | 208.39s | train_full 5.469945e-02 | test_full 5.570400e-02
epoch 0303 | 209.71s | train_full 5.620393e-02 | test_full 5.509210e-02
epoch 0304 | 208.28s | train_full 5.568265e-02 | test_full 5.402645e-02
epoch 0305 | 207.15s | train_full 5.449872e-02 | test_full 5.260162e-02
epoch 0306 | 208.32s | train_full 5.353513e-02 | test_full 5.422037e-02
epoch 0307 | 207.85s | train_full 5.345326e-02 | test_full 5.386123e-02
epoch 0308 | 208.36s | train_full 5.389994e-02 | test_full 5.475835e-02
epoch 0309 | 207.91s | train_full 5.488345e-02 | test_full 5.123125e-02
epoch 0310 | 208.49s | train_full 5.378330e-02 | test_full 5.281072e-02
epoch 0311 | 209.39s | train_full 5.340927e-02 | test_full 5.177478e-02
epoch 0312 | 209.83s | train_full 5.349096e-02 | test_full 5.152262e-02
epoch 0313 | 209.60s | train_full 5.331815e-02 | test_full 6.100257e-02
epoch 0314 | 206.32s | train_full 5.418465e-02 | test_full 5.294062e-02
epoch 0315 | 206.46s | train_full 5.358241e-02 | test_full 5.514987e-02
epoch 0316 | 207.10s | train_full 5.336555e-02 | test_full 5.363812e-02
epoch 0317 | 207.41s | train_full 5.319685e-02 | test_full 5.300217e-02
epoch 0318 | 207.71s | train_full 5.319719e-02 | test_full 5.317508e-02
epoch 0319 | 207.39s | train_full 5.440311e-02 | test_full 5.341364e-02
epoch 0320 | 207.85s | train_full 5.561888e-02 | test_full 5.345471e-02
epoch 0321 | 208.18s | train_full 5.513124e-02 | test_full 5.209040e-02
epoch 0322 | 207.22s | train_full 5.569443e-02 | test_full 5.402841e-02
epoch 0323 | 205.66s | train_full 5.505976e-02 | test_full 5.926588e-02
epoch 0324 | 205.66s | train_full 5.370704e-02 | test_full 5.147143e-02
epoch 0325 | 206.77s | train_full 5.415880e-02 | test_full 5.164232e-02
epoch 0326 | 204.50s | train_full 5.259522e-02 | test_full 5.326244e-02
epoch 0327 | 206.68s | train_full 5.679421e-02 | test_full 5.252772e-02
epoch 0328 | 202.35s | train_full 5.370506e-02 | test_full 5.400550e-02
epoch 0329 | 209.33s | train_full 5.323841e-02 | test_full 5.099478e-02
epoch 0330 | 209.28s | train_full 5.334076e-02 | test_full 5.103333e-02
epoch 0331 | 209.51s | train_full 5.186296e-02 | test_full 5.330626e-02
epoch 0332 | 208.54s | train_full 5.315023e-02 | test_full 5.076018e-02
epoch 0333 | 207.18s | train_full 5.354942e-02 | test_full 6.012776e-02
epoch 0334 | 209.53s | train_full 5.236544e-02 | test_full 5.006762e-02
epoch 0335 | 209.86s | train_full 5.259565e-02 | test_full 5.310197e-02
epoch 0336 | 207.56s | train_full 5.256237e-02 | test_full 5.164515e-02
epoch 0337 | 209.73s | train_full 5.186491e-02 | test_full 5.153047e-02
epoch 0338 | 209.22s | train_full 5.204884e-02 | test_full 5.906160e-02
epoch 0339 | 208.44s | train_full 5.328541e-02 | test_full 5.005220e-02
epoch 0340 | 209.63s | train_full 5.204273e-02 | test_full 5.049737e-02
epoch 0341 | 208.17s | train_full 5.254306e-02 | test_full 5.305789e-02
epoch 0342 | 211.17s | train_full 5.182311e-02 | test_full 5.202213e-02
epoch 0343 | 209.33s | train_full 5.327288e-02 | test_full 5.241966e-02
epoch 0344 | 210.41s | train_full 5.226880e-02 | test_full 5.170574e-02
epoch 0345 | 212.60s | train_full 5.100257e-02 | test_full 5.482534e-02
epoch 0346 | 230.49s | train_full 5.401441e-02 | test_full 5.738105e-02
epoch 0347 | 213.30s | train_full 5.329500e-02 | test_full 4.987712e-02
epoch 0348 | 212.51s | train_full 5.336049e-02 | test_full 5.317134e-02
epoch 0349 | 213.72s | train_full 5.392715e-02 | test_full 5.237192e-02
epoch 0350 | 220.81s | train_full 5.157716e-02 | test_full 4.952748e-02
epoch 0351 | 236.33s | train_full 5.099550e-02 | test_full 5.137627e-02
epoch 0352 | 235.77s | train_full 5.191794e-02 | test_full 5.097876e-02
epoch 0353 | 236.00s | train_full 5.184323e-02 | test_full 5.055090e-02
epoch 0354 | 224.82s | train_full 5.179381e-02 | test_full 5.059279e-02
epoch 0355 | 214.29s | train_full 5.279994e-02 | test_full 5.074381e-02
epoch 0356 | 214.90s | train_full 5.179646e-02 | test_full 4.961139e-02
