nohup: ignoring input
epoch 0000 | 16.84s | horizon 01 | fallback 00 | train 7.645361e-02 | test 1.537551e+00
epoch 0001 | 14.99s | horizon 01 | fallback 00 | train 1.695390e-02 | test 1.133033e+00
epoch 0002 | 14.97s | horizon 01 | fallback 00 | train 1.230324e-02 | test 1.044117e+00
epoch 0003 | 13.93s | horizon 01 | fallback 00 | train 1.120107e-02 | test 9.948377e-01
epoch 0004 | 14.39s | horizon 01 | fallback 00 | train 1.053760e-02 | test 1.001194e+00
epoch 0005 | 14.38s | horizon 01 | fallback 00 | train 1.002273e-02 | test 1.091219e+00
epoch 0006 | 13.65s | horizon 01 | fallback 00 | train 9.621071e-03 | test 1.047955e+00
epoch 0007 | 14.75s | horizon 01 | fallback 00 | train 9.307568e-03 | test 1.063480e+00
epoch 0008 | 13.65s | horizon 01 | fallback 00 | train 8.988546e-03 | test 1.139889e+00
epoch 0009 | 14.10s | horizon 01 | fallback 00 | train 8.794159e-03 | test 1.124693e+00
epoch 0010 | 14.58s | horizon 01 | fallback 00 | train 8.602026e-03 | test 1.105228e+00
epoch 0011 | 14.37s | horizon 01 | fallback 00 | train 8.527236e-03 | test 1.302772e+00
epoch 0012 | 14.34s | horizon 01 | fallback 00 | train 8.399933e-03 | test 1.190633e+00
epoch 0013 | 14.17s | horizon 01 | fallback 00 | train 8.326043e-03 | test 1.245014e+00
epoch 0014 | 14.59s | horizon 01 | fallback 00 | train 8.234031e-03 | test 1.096757e+00
epoch 0015 | 14.98s | horizon 01 | fallback 00 | train 8.198673e-03 | test 1.177313e+00
epoch 0016 | 14.68s | horizon 01 | fallback 00 | train 8.117823e-03 | test 1.076868e+00
epoch 0017 | 14.59s | horizon 01 | fallback 00 | train 7.993822e-03 | test 1.174645e+00
epoch 0018 | 14.66s | horizon 01 | fallback 00 | train 7.879813e-03 | test 1.129833e+00
epoch 0019 | 13.94s | horizon 01 | fallback 00 | train 7.835028e-03 | test 1.048333e+00
epoch 0020 | 14.66s | horizon 01 | fallback 00 | train 7.764905e-03 | test 1.056591e+00
epoch 0021 | 13.72s | horizon 01 | fallback 00 | train 7.728022e-03 | test 1.286315e+00
epoch 0022 | 14.12s | horizon 01 | fallback 00 | train 7.572708e-03 | test 1.207003e+00
epoch 0023 | 14.25s | horizon 01 | fallback 00 | train 7.471765e-03 | test 1.135940e+00
epoch 0024 | 13.83s | horizon 01 | fallback 00 | train 7.372172e-03 | test 1.146993e+00
epoch 0025 | 13.87s | horizon 01 | fallback 00 | train 7.262079e-03 | test 1.146900e+00
epoch 0026 | 13.82s | horizon 01 | fallback 00 | train 7.111134e-03 | test 1.169071e+00
epoch 0027 | 13.82s | horizon 01 | fallback 00 | train 7.019016e-03 | test 1.363089e+00
epoch 0028 | 13.97s | horizon 01 | fallback 00 | train 6.871180e-03 | test 1.206509e+00
epoch 0029 | 13.69s | horizon 01 | fallback 00 | train 6.746032e-03 | test 1.160101e+00
epoch 0030 | 14.94s | horizon 01 | fallback 00 | train 6.608691e-03 | test 1.227226e+00
epoch 0031 | 14.68s | horizon 01 | fallback 00 | train 6.451365e-03 | test 1.245676e+00
epoch 0032 | 14.18s | horizon 01 | fallback 00 | train 6.355650e-03 | test 1.210117e+00
epoch 0033 | 13.84s | horizon 01 | fallback 00 | train 6.237858e-03 | test 1.158406e+00
epoch 0034 | 13.68s | horizon 01 | fallback 00 | train 6.132804e-03 | test 1.210221e+00
epoch 0035 | 13.66s | horizon 01 | fallback 00 | train 6.051792e-03 | test 1.223926e+00
epoch 0036 | 13.82s | horizon 01 | fallback 00 | train 5.960526e-03 | test 1.241981e+00
epoch 0037 | 13.84s | horizon 01 | fallback 00 | train 5.892298e-03 | test 1.202805e+00
epoch 0038 | 13.76s | horizon 01 | fallback 00 | train 5.826854e-03 | test 1.256733e+00
epoch 0039 | 14.04s | horizon 01 | fallback 00 | train 5.738446e-03 | test 1.214589e+00
epoch 0040 | 23.88s | horizon 05 | fallback 00 | train 1.065088e-01 | test 1.032726e+00
epoch 0041 | 23.41s | horizon 05 | fallback 00 | train 6.308690e-02 | test 1.016100e+00
epoch 0042 | 23.74s | horizon 05 | fallback 00 | train 5.849425e-02 | test 1.033759e+00
epoch 0043 | 24.29s | horizon 05 | fallback 00 | train 5.580435e-02 | test 1.010515e+00
epoch 0044 | 24.20s | horizon 05 | fallback 00 | train 5.428254e-02 | test 9.916973e-01
epoch 0045 | 23.79s | horizon 05 | fallback 00 | train 5.175412e-02 | test 1.019017e+00
epoch 0046 | 24.23s | horizon 05 | fallback 00 | train 5.122616e-02 | test 9.945476e-01
epoch 0047 | 24.00s | horizon 05 | fallback 00 | train 5.088823e-02 | test 1.004968e+00
epoch 0048 | 24.21s | horizon 05 | fallback 00 | train 5.042787e-02 | test 1.000486e+00
epoch 0049 | 24.68s | horizon 05 | fallback 00 | train 4.983432e-02 | test 1.008462e+00
epoch 0050 | 24.48s | horizon 05 | fallback 00 | train 4.839951e-02 | test 1.012390e+00
epoch 0051 | 24.16s | horizon 05 | fallback 00 | train 4.740365e-02 | test 9.883090e-01
epoch 0052 | 24.24s | horizon 05 | fallback 00 | train 4.687110e-02 | test 1.005939e+00
epoch 0053 | 36.48s | horizon 05 | fallback 00 | train 4.625244e-02 | test 1.009366e+00
epoch 0054 | 38.14s | horizon 05 | fallback 00 | train 4.660191e-02 | test 1.009509e+00
epoch 0055 | 25.87s | horizon 05 | fallback 00 | train 4.579321e-02 | test 9.940907e-01
epoch 0056 | 25.90s | horizon 05 | fallback 00 | train 4.460209e-02 | test 1.014423e+00
epoch 0057 | 25.53s | horizon 05 | fallback 00 | train 4.455804e-02 | test 9.781633e-01
epoch 0058 | 25.78s | horizon 05 | fallback 00 | train 4.357356e-02 | test 9.970049e-01
epoch 0059 | 27.22s | horizon 05 | fallback 00 | train 4.322744e-02 | test 1.005884e+00
epoch 0060 | 32.81s | horizon 05 | fallback 00 | train 4.235284e-02 | test 9.786746e-01
epoch 0061 | 30.66s | horizon 05 | fallback 00 | train 4.237959e-02 | test 9.823810e-01
epoch 0062 | 34.09s | horizon 05 | fallback 00 | train 4.184650e-02 | test 9.586741e-01
epoch 0063 | 32.11s | horizon 05 | fallback 00 | train 4.125428e-02 | test 9.732055e-01
epoch 0064 | 28.37s | horizon 05 | fallback 00 | train 4.105302e-02 | test 9.454577e-01
