nohup: ignoring input
epoch 0000 | 38.57s | train_full 6.637538e-01 | test_full 4.831036e-01
epoch 0037 | 34.51s | train_full 2.309631e-01 | test_full 2.459099e-01
epoch 0038 | 34.74s | train_full 2.307957e-01 | test_full 2.325798e-01
epoch 0039 | 34.56s | train_full 2.232863e-01 | test_full 2.632730e-01
epoch 0040 | 34.41s | train_full 2.279007e-01 | test_full 2.322989e-01
epoch 0041 | 34.93s | train_full 2.273153e-01 | test_full 2.254849e-01
epoch 0042 | 35.00s | train_full 2.220574e-01 | test_full 2.623404e-01
epoch 0043 | 34.74s | train_full 2.366978e-01 | test_full 2.315186e-01
epoch 0044 | 34.99s | train_full 2.247663e-01 | test_full 2.301777e-01
epoch 0045 | 34.46s | train_full 2.201035e-01 | test_full 2.281698e-01
epoch 0046 | 35.15s | train_full 2.207801e-01 | test_full 2.349806e-01
epoch 0047 | 34.59s | train_full 2.221778e-01 | test_full 2.320797e-01
epoch 0048 | 34.79s | train_full 2.166960e-01 | test_full 2.331701e-01
epoch 0049 | 34.63s | train_full 2.172575e-01 | test_full 2.431823e-01
epoch 0050 | 35.21s | train_full 2.150879e-01 | test_full 2.320200e-01
epoch 0051 | 34.57s | train_full 2.123023e-01 | test_full 2.446702e-01
epoch 0052 | 34.90s | train_full 2.153786e-01 | test_full 2.479096e-01
epoch 0053 | 34.71s | train_full 2.241049e-01 | test_full 2.336968e-01
epoch 0054 | 34.57s | train_full 2.292372e-01 | test_full 2.255087e-01
epoch 0055 | 34.56s | train_full 2.109600e-01 | test_full 2.347047e-01
epoch 0056 | 35.16s | train_full 2.117039e-01 | test_full 2.229256e-01
epoch 0057 | 34.79s | train_full 2.276050e-01 | test_full 2.288980e-01
epoch 0058 | 34.60s | train_full 2.077209e-01 | test_full 2.271216e-01
epoch 0059 | 35.01s | train_full 2.182237e-01 | test_full 2.401865e-01
epoch 0060 | 34.71s | train_full 2.178923e-01 | test_full 2.211418e-01
epoch 0061 | 34.21s | train_full 2.151225e-01 | test_full 2.266602e-01
epoch 0062 | 34.64s | train_full 2.062958e-01 | test_full 2.193370e-01
epoch 0063 | 34.40s | train_full 2.072497e-01 | test_full 2.205130e-01
epoch 0064 | 34.88s | train_full 2.058392e-01 | test_full 2.234350e-01
epoch 0065 | 34.57s | train_full 2.061836e-01 | test_full 2.369518e-01
epoch 0066 | 34.47s | train_full 2.063148e-01 | test_full 2.245831e-01
epoch 0067 | 34.61s | train_full 2.104768e-01 | test_full 2.157291e-01
epoch 0068 | 34.64s | train_full 2.010265e-01 | test_full 2.467408e-01
epoch 0069 | 34.45s | train_full 2.273125e-01 | test_full 2.334839e-01
epoch 0070 | 35.37s | train_full 2.117819e-01 | test_full 2.173277e-01
epoch 0071 | 35.21s | train_full 2.034925e-01 | test_full 2.211157e-01
epoch 0072 | 34.62s | train_full 2.042957e-01 | test_full 2.250996e-01
epoch 0073 | 34.22s | train_full 2.151776e-01 | test_full 2.227165e-01
epoch 0074 | 34.43s | train_full 1.982395e-01 | test_full 2.164446e-01
epoch 0075 | 34.61s | train_full 2.061786e-01 | test_full 2.364152e-01
epoch 0076 | 34.32s | train_full 2.147895e-01 | test_full 2.206055e-01
epoch 0077 | 34.48s | train_full 2.107903e-01 | test_full 2.229936e-01
epoch 0078 | 34.75s | train_full 1.952353e-01 | test_full 2.135523e-01
epoch 0079 | 34.53s | train_full 2.030160e-01 | test_full 2.133408e-01
epoch 0080 | 34.64s | train_full 2.027605e-01 | test_full 2.164539e-01
epoch 0081 | 36.23s | train_full 1.990834e-01 | test_full 2.134753e-01
epoch 0082 | 35.03s | train_full 1.998930e-01 | test_full 2.292812e-01
epoch 0083 | 34.97s | train_full 2.064899e-01 | test_full 2.682644e-01
epoch 0084 | 35.25s | train_full 2.069639e-01 | test_full 2.141126e-01
epoch 0085 | 34.96s | train_full 2.003833e-01 | test_full 2.101432e-01
epoch 0086 | 34.94s | train_full 1.982970e-01 | test_full 2.346314e-01
epoch 0087 | 34.77s | train_full 2.076076e-01 | test_full 2.160684e-01
epoch 0088 | 34.86s | train_full 2.046167e-01 | test_full 2.192943e-01
epoch 0089 | 35.14s | train_full 1.934727e-01 | test_full 2.153619e-01
epoch 0090 | 34.80s | train_full 1.998879e-01 | test_full 2.255248e-01
epoch 0091 | 34.76s | train_full 2.126819e-01 | test_full 2.104201e-01
epoch 0092 | 34.95s | train_full 1.945703e-01 | test_full 2.151757e-01
epoch 0093 | 34.79s | train_full 1.956161e-01 | test_full 2.242711e-01
epoch 0094 | 34.87s | train_full 1.926671e-01 | test_full 2.180743e-01
epoch 0095 | 35.11s | train_full 1.943186e-01 | test_full 2.113515e-01
epoch 0096 | 35.15s | train_full 2.066306e-01 | test_full 2.176179e-01
epoch 0097 | 34.99s | train_full 2.017894e-01 | test_full 2.117948e-01
epoch 0098 | 35.06s | train_full 1.902606e-01 | test_full 2.086111e-01
epoch 0099 | 34.97s | train_full 2.100574e-01 | test_full 2.281007e-01
epoch 0100 | 34.87s | train_full 1.837593e-01 | test_full 1.976145e-01
epoch 0101 | 35.11s | train_full 1.726726e-01 | test_full 1.931008e-01
epoch 0102 | 34.72s | train_full 1.708743e-01 | test_full 1.932901e-01
epoch 0103 | 34.24s | train_full 1.695670e-01 | test_full 1.934857e-01
epoch 0104 | 34.90s | train_full 1.688622e-01 | test_full 1.917329e-01
epoch 0105 | 35.19s | train_full 1.679437e-01 | test_full 1.907656e-01
epoch 0106 | 35.50s | train_full 1.686426e-01 | test_full 1.934427e-01
epoch 0107 | 34.93s | train_full 1.684704e-01 | test_full 1.926478e-01
epoch 0108 | 34.50s | train_full 1.673697e-01 | test_full 1.904897e-01
epoch 0109 | 34.54s | train_full 1.698323e-01 | test_full 1.917028e-01
epoch 0110 | 34.53s | train_full 1.695499e-01 | test_full 1.927432e-01
epoch 0111 | 34.62s | train_full 1.703587e-01 | test_full 1.918259e-01
epoch 0112 | 34.75s | train_full 1.713029e-01 | test_full 1.912608e-01
epoch 0113 | 34.46s | train_full 1.721627e-01 | test_full 1.923112e-01
epoch 0114 | 34.88s | train_full 1.735340e-01 | test_full 2.055768e-01
epoch 0115 | 34.79s | train_full 1.757831e-01 | test_full 1.959498e-01
epoch 0116 | 34.97s | train_full 1.727906e-01 | test_full 1.895783e-01
epoch 0117 | 34.67s | train_full 1.720512e-01 | test_full 2.013914e-01
epoch 0118 | 35.12s | train_full 1.686789e-01 | test_full 1.912813e-01
epoch 0119 | 34.98s | train_full 1.712752e-01 | test_full 1.951540e-01
epoch 0120 | 35.07s | train_full 1.729630e-01 | test_full 1.930184e-01
epoch 0121 | 34.64s | train_full 1.710713e-01 | test_full 2.077500e-01
epoch 0122 | 35.14s | train_full 1.755297e-01 | test_full 1.952356e-01
epoch 0123 | 35.10s | train_full 1.729830e-01 | test_full 1.964110e-01
epoch 0124 | 34.64s | train_full 1.701993e-01 | test_full 1.899577e-01
epoch 0125 | 34.25s | train_full 1.687463e-01 | test_full 1.896290e-01
epoch 0126 | 35.40s | train_full 1.668651e-01 | test_full 1.901198e-01
epoch 0127 | 35.17s | train_full 1.672056e-01 | test_full 1.966587e-01
epoch 0128 | 34.59s | train_full 1.672043e-01 | test_full 1.900988e-01
epoch 0129 | 34.56s | train_full 1.687237e-01 | test_full 2.001140e-01
epoch 0130 | 35.17s | train_full 1.702521e-01 | test_full 1.884980e-01
epoch 0131 | 34.97s | train_full 1.654468e-01 | test_full 1.909656e-01
epoch 0132 | 35.30s | train_full 1.655500e-01 | test_full 1.888470e-01
epoch 0133 | 34.89s | train_full 1.686852e-01 | test_full 1.889767e-01
epoch 0134 | 35.09s | train_full 1.676293e-01 | test_full 1.862217e-01
epoch 0135 | 34.89s | train_full 1.716560e-01 | test_full 2.065217e-01
epoch 0136 | 34.79s | train_full 1.711050e-01 | test_full 1.939031e-01
epoch 0137 | 35.24s | train_full 1.723146e-01 | test_full 1.931684e-01
epoch 0138 | 34.80s | train_full 1.742642e-01 | test_full 1.932855e-01
epoch 0139 | 35.56s | train_full 1.779837e-01 | test_full 1.939548e-01
epoch 0140 | 35.04s | train_full 1.660990e-01 | test_full 1.875349e-01
epoch 0141 | 35.40s | train_full 1.630883e-01 | test_full 1.877266e-01
epoch 0142 | 34.79s | train_full 1.626382e-01 | test_full 1.868638e-01
epoch 0143 | 34.97s | train_full 1.647734e-01 | test_full 1.861882e-01
epoch 0144 | 34.60s | train_full 1.603269e-01 | test_full 1.869437e-01
epoch 0145 | 35.77s | train_full 1.701810e-01 | test_full 2.595903e-01
epoch 0146 | 35.09s | train_full 1.810381e-01 | test_full 1.870005e-01
epoch 0147 | 35.32s | train_full 1.614854e-01 | test_full 1.850474e-01
epoch 0148 | 34.91s | train_full 1.646717e-01 | test_full 1.905500e-01
epoch 0149 | 36.01s | train_full 1.672179e-01 | test_full 1.924171e-01
epoch 0150 | 35.26s | train_full 1.641709e-01 | test_full 1.941101e-01
epoch 0151 | 38.41s | train_full 1.610562e-01 | test_full 1.873852e-01
epoch 0152 | 35.17s | train_full 1.638988e-01 | test_full 1.876433e-01
epoch 0153 | 35.09s | train_full 1.629852e-01 | test_full 1.923327e-01
epoch 0154 | 35.51s | train_full 1.639599e-01 | test_full 1.963116e-01
epoch 0155 | 36.07s | train_full 1.639629e-01 | test_full 1.924956e-01
epoch 0156 | 39.72s | train_full 1.631553e-01 | test_full 2.097254e-01
epoch 0157 | 35.61s | train_full 1.832607e-01 | test_full 1.892694e-01
epoch 0158 | 36.31s | train_full 1.633517e-01 | test_full 1.853674e-01
epoch 0159 | 35.14s | train_full 1.592264e-01 | test_full 1.883088e-01
epoch 0160 | 35.57s | train_full 1.630965e-01 | test_full 1.883219e-01
epoch 0161 | 35.43s | train_full 1.630895e-01 | test_full 1.847567e-01
epoch 0162 | 35.67s | train_full 1.607246e-01 | test_full 1.859929e-01
epoch 0163 | 35.55s | train_full 1.582917e-01 | test_full 1.839359e-01
epoch 0164 | 34.87s | train_full 1.585061e-01 | test_full 1.867549e-01
epoch 0165 | 35.42s | train_full 1.669045e-01 | test_full 1.885916e-01
epoch 0166 | 34.66s | train_full 1.665364e-01 | test_full 1.888859e-01
epoch 0167 | 35.68s | train_full 1.666012e-01 | test_full 1.944140e-01
epoch 0168 | 35.69s | train_full 1.659103e-01 | test_full 1.843552e-01
epoch 0169 | 35.48s | train_full 1.601903e-01 | test_full 1.916962e-01
epoch 0170 | 35.61s | train_full 1.581543e-01 | test_full 1.834357e-01
epoch 0171 | 35.17s | train_full 1.618878e-01 | test_full 1.901969e-01
epoch 0172 | 34.69s | train_full 1.615041e-01 | test_full 1.837814e-01
epoch 0173 | 35.02s | train_full 1.619985e-01 | test_full 1.947509e-01
epoch 0174 | 34.64s | train_full 1.738978e-01 | test_full 2.213170e-01
epoch 0175 | 35.12s | train_full 1.750821e-01 | test_full 1.895748e-01
epoch 0176 | 34.57s | train_full 1.596140e-01 | test_full 1.838118e-01
epoch 0177 | 35.22s | train_full 1.607817e-01 | test_full 1.945479e-01
epoch 0178 | 35.33s | train_full 1.581485e-01 | test_full 1.874542e-01
epoch 0179 | 35.49s | train_full 1.556154e-01 | test_full 1.809138e-01
epoch 0180 | 35.71s | train_full 1.551360e-01 | test_full 1.846229e-01
epoch 0181 | 35.77s | train_full 1.567368e-01 | test_full 1.836792e-01
epoch 0182 | 36.28s | train_full 1.610182e-01 | test_full 1.845249e-01
epoch 0183 | 36.24s | train_full 1.626945e-01 | test_full 1.897939e-01
epoch 0184 | 36.15s | train_full 1.665100e-01 | test_full 1.833671e-01
epoch 0185 | 35.40s | train_full 1.611063e-01 | test_full 1.887186e-01
epoch 0186 | 40.30s | train_full 1.568247e-01 | test_full 1.813452e-01
epoch 0187 | 35.96s | train_full 1.601424e-01 | test_full 1.822806e-01
epoch 0188 | 34.94s | train_full 1.596206e-01 | test_full 1.863209e-01
epoch 0189 | 34.67s | train_full 1.651127e-01 | test_full 1.930418e-01
epoch 0190 | 34.76s | train_full 1.628600e-01 | test_full 1.941216e-01
epoch 0191 | 35.78s | train_full 1.612741e-01 | test_full 1.804021e-01
epoch 0192 | 36.99s | train_full 1.560553e-01 | test_full 1.840979e-01
epoch 0193 | 35.82s | train_full 1.566077e-01 | test_full 1.830891e-01
epoch 0194 | 35.88s | train_full 1.565280e-01 | test_full 1.819197e-01
epoch 0195 | 36.43s | train_full 1.542029e-01 | test_full 1.812982e-01
epoch 0196 | 35.90s | train_full 1.640559e-01 | test_full 1.904347e-01
epoch 0197 | 36.63s | train_full 1.628865e-01 | test_full 1.839288e-01
epoch 0198 | 36.52s | train_full 1.592312e-01 | test_full 1.853600e-01
epoch 0199 | 35.33s | train_full 1.554405e-01 | test_full 1.856306e-01
epoch 0200 | 35.42s | train_full 1.500778e-01 | test_full 1.760523e-01
epoch 0201 | 36.10s | train_full 1.460291e-01 | test_full 1.770012e-01
epoch 0202 | 36.14s | train_full 1.451394e-01 | test_full 1.749739e-01
epoch 0203 | 35.61s | train_full 1.441867e-01 | test_full 1.743447e-01
epoch 0204 | 36.26s | train_full 1.441190e-01 | test_full 1.748337e-01
epoch 0205 | 36.59s | train_full 1.438479e-01 | test_full 1.735954e-01
epoch 0206 | 36.26s | train_full 1.432839e-01 | test_full 1.733504e-01
epoch 0207 | 37.76s | train_full 1.435097e-01 | test_full 1.739875e-01
epoch 0208 | 36.45s | train_full 1.438170e-01 | test_full 1.748745e-01
epoch 0209 | 36.36s | train_full 1.439439e-01 | test_full 1.741545e-01
epoch 0210 | 42.16s | train_full 1.440119e-01 | test_full 1.741334e-01
epoch 0211 | 36.16s | train_full 1.453662e-01 | test_full 1.751311e-01
epoch 0212 | 35.75s | train_full 1.462563e-01 | test_full 1.767036e-01
epoch 0213 | 36.86s | train_full 1.489314e-01 | test_full 1.781272e-01
epoch 0214 | 35.04s | train_full 1.484658e-01 | test_full 1.752600e-01
epoch 0215 | 35.94s | train_full 1.491245e-01 | test_full 1.758279e-01
epoch 0216 | 36.81s | train_full 1.461538e-01 | test_full 1.753170e-01
epoch 0217 | 36.30s | train_full 1.482427e-01 | test_full 1.759767e-01
epoch 0218 | 36.20s | train_full 1.451752e-01 | test_full 1.779497e-01
epoch 0219 | 36.64s | train_full 1.447798e-01 | test_full 1.741232e-01
epoch 0220 | 36.81s | train_full 1.437803e-01 | test_full 1.728690e-01
epoch 0221 | 36.63s | train_full 1.429249e-01 | test_full 1.725800e-01
epoch 0222 | 35.91s | train_full 1.442876e-01 | test_full 1.738428e-01
epoch 0223 | 36.48s | train_full 1.435557e-01 | test_full 1.741539e-01
epoch 0224 | 36.23s | train_full 1.479905e-01 | test_full 1.851105e-01
epoch 0225 | 36.44s | train_full 1.492996e-01 | test_full 1.755027e-01
epoch 0226 | 35.99s | train_full 1.472882e-01 | test_full 1.739643e-01
epoch 0227 | 36.50s | train_full 1.449196e-01 | test_full 1.755457e-01
epoch 0228 | 36.21s | train_full 1.432967e-01 | test_full 1.735379e-01
epoch 0229 | 37.37s | train_full 1.448326e-01 | test_full 1.737941e-01
epoch 0230 | 38.68s | train_full 1.436050e-01 | test_full 1.716570e-01
epoch 0231 | 37.00s | train_full 1.434028e-01 | test_full 1.724051e-01
epoch 0232 | 38.09s | train_full 1.426057e-01 | test_full 1.744505e-01
epoch 0233 | 37.03s | train_full 1.428047e-01 | test_full 1.722361e-01
epoch 0234 | 36.76s | train_full 1.422376e-01 | test_full 1.744258e-01
epoch 0235 | 36.45s | train_full 1.436165e-01 | test_full 1.774385e-01
epoch 0236 | 36.67s | train_full 1.468166e-01 | test_full 1.764053e-01
epoch 0237 | 35.99s | train_full 1.455019e-01 | test_full 1.753988e-01
epoch 0238 | 37.00s | train_full 1.461949e-01 | test_full 1.736657e-01
epoch 0239 | 36.88s | train_full 1.442831e-01 | test_full 1.726656e-01
epoch 0240 | 36.55s | train_full 1.422436e-01 | test_full 1.742771e-01
epoch 0241 | 36.33s | train_full 1.438095e-01 | test_full 1.730799e-01
epoch 0242 | 36.36s | train_full 1.467575e-01 | test_full 1.747513e-01
epoch 0243 | 37.00s | train_full 1.446986e-01 | test_full 1.721236e-01
epoch 0244 | 36.43s | train_full 1.427335e-01 | test_full 1.715509e-01
epoch 0245 | 37.55s | train_full 1.424086e-01 | test_full 1.719863e-01
epoch 0246 | 37.07s | train_full 1.403559e-01 | test_full 1.707910e-01
epoch 0247 | 35.30s | train_full 1.417696e-01 | test_full 1.721878e-01
epoch 0248 | 36.12s | train_full 1.425318e-01 | test_full 1.720758e-01
epoch 0249 | 36.26s | train_full 1.421980e-01 | test_full 1.730512e-01
epoch 0250 | 35.99s | train_full 1.426266e-01 | test_full 1.761756e-01
epoch 0251 | 36.80s | train_full 1.435491e-01 | test_full 1.715476e-01
epoch 0252 | 36.32s | train_full 1.441432e-01 | test_full 1.746215e-01
epoch 0253 | 37.16s | train_full 1.471281e-01 | test_full 1.723790e-01
epoch 0254 | 36.04s | train_full 1.434322e-01 | test_full 1.721213e-01
epoch 0255 | 36.09s | train_full 1.456397e-01 | test_full 1.706311e-01
epoch 0256 | 36.67s | train_full 1.409518e-01 | test_full 1.704988e-01
epoch 0257 | 35.93s | train_full 1.402451e-01 | test_full 1.705816e-01
epoch 0258 | 37.47s | train_full 1.419776e-01 | test_full 1.735121e-01
epoch 0259 | 36.99s | train_full 1.414088e-01 | test_full 1.711779e-01
epoch 0260 | 36.35s | train_full 1.409118e-01 | test_full 1.767573e-01
epoch 0261 | 36.11s | train_full 1.474755e-01 | test_full 1.716312e-01
epoch 0262 | 36.51s | train_full 1.431242e-01 | test_full 1.712595e-01
epoch 0263 | 37.59s | train_full 1.397453e-01 | test_full 1.716126e-01
epoch 0264 | 36.59s | train_full 1.402999e-01 | test_full 1.694415e-01
epoch 0265 | 36.98s | train_full 1.440574e-01 | test_full 1.752832e-01
epoch 0266 | 36.01s | train_full 1.461078e-01 | test_full 1.743613e-01
epoch 0267 | 36.77s | train_full 1.429420e-01 | test_full 1.707273e-01
epoch 0268 | 38.10s | train_full 1.412383e-01 | test_full 1.728136e-01
epoch 0269 | 36.29s | train_full 1.419129e-01 | test_full 1.730039e-01
epoch 0270 | 36.72s | train_full 1.399531e-01 | test_full 1.697336e-01
epoch 0271 | 35.91s | train_full 1.400315e-01 | test_full 1.701051e-01
epoch 0272 | 35.64s | train_full 1.385357e-01 | test_full 1.687901e-01
epoch 0273 | 35.94s | train_full 1.394611e-01 | test_full 1.709028e-01
epoch 0274 | 36.18s | train_full 1.403353e-01 | test_full 1.717213e-01
epoch 0275 | 36.60s | train_full 1.451597e-01 | test_full 1.850837e-01
epoch 0276 | 36.08s | train_full 1.473000e-01 | test_full 1.713706e-01
epoch 0277 | 36.80s | train_full 1.421661e-01 | test_full 1.730144e-01
epoch 0278 | 36.46s | train_full 1.422155e-01 | test_full 1.777161e-01
epoch 0279 | 36.83s | train_full 1.437671e-01 | test_full 1.694327e-01
epoch 0280 | 36.14s | train_full 1.395707e-01 | test_full 1.704853e-01
epoch 0281 | 36.76s | train_full 1.395421e-01 | test_full 1.714602e-01
epoch 0282 | 36.36s | train_full 1.427612e-01 | test_full 1.703671e-01
epoch 0283 | 36.58s | train_full 1.393068e-01 | test_full 1.713533e-01
epoch 0284 | 36.11s | train_full 1.410880e-01 | test_full 1.700527e-01
epoch 0285 | 38.06s | train_full 1.411344e-01 | test_full 1.707973e-01
epoch 0286 | 36.49s | train_full 1.389935e-01 | test_full 1.708303e-01
epoch 0287 | 36.43s | train_full 1.390486e-01 | test_full 1.707028e-01
epoch 0288 | 36.52s | train_full 1.394019e-01 | test_full 1.685465e-01
epoch 0289 | 35.50s | train_full 1.416870e-01 | test_full 1.742337e-01
epoch 0290 | 36.92s | train_full 1.475909e-01 | test_full 1.771320e-01
epoch 0291 | 36.72s | train_full 1.410766e-01 | test_full 1.691963e-01
epoch 0292 | 37.13s | train_full 1.411243e-01 | test_full 1.688634e-01
epoch 0293 | 36.06s | train_full 1.404074e-01 | test_full 1.706444e-01
epoch 0294 | 37.04s | train_full 1.386124e-01 | test_full 1.679757e-01
epoch 0295 | 36.58s | train_full 1.387931e-01 | test_full 1.716000e-01
epoch 0296 | 38.04s | train_full 1.442323e-01 | test_full 1.707006e-01
epoch 0297 | 37.19s | train_full 1.407961e-01 | test_full 1.681452e-01
epoch 0298 | 37.45s | train_full 1.375980e-01 | test_full 1.708321e-01
epoch 0299 | 35.78s | train_full 1.412168e-01 | test_full 1.703639e-01
epoch 0300 | 36.45s | train_full 1.361336e-01 | test_full 1.668283e-01
epoch 0301 | 36.36s | train_full 1.337503e-01 | test_full 1.663116e-01
epoch 0302 | 36.61s | train_full 1.333983e-01 | test_full 1.660641e-01
epoch 0303 | 36.00s | train_full 1.332909e-01 | test_full 1.659622e-01
epoch 0304 | 36.32s | train_full 1.330271e-01 | test_full 1.665871e-01
epoch 0305 | 36.45s | train_full 1.329069e-01 | test_full 1.655748e-01
epoch 0306 | 37.66s | train_full 1.327500e-01 | test_full 1.656620e-01
epoch 0307 | 36.86s | train_full 1.328693e-01 | test_full 1.661755e-01
epoch 0308 | 37.09s | train_full 1.328501e-01 | test_full 1.663572e-01
epoch 0309 | 36.59s | train_full 1.329578e-01 | test_full 1.656361e-01
epoch 0310 | 36.02s | train_full 1.328697e-01 | test_full 1.657222e-01
epoch 0311 | 36.20s | train_full 1.329470e-01 | test_full 1.661244e-01
epoch 0312 | 36.88s | train_full 1.332929e-01 | test_full 1.675963e-01
epoch 0313 | 36.39s | train_full 1.336325e-01 | test_full 1.658526e-01
epoch 0314 | 35.87s | train_full 1.331133e-01 | test_full 1.658025e-01
epoch 0315 | 36.66s | train_full 1.338251e-01 | test_full 1.672072e-01
epoch 0316 | 35.75s | train_full 1.344787e-01 | test_full 1.665292e-01
epoch 0317 | 36.90s | train_full 1.339270e-01 | test_full 1.659136e-01
epoch 0318 | 35.98s | train_full 1.339136e-01 | test_full 1.663165e-01
epoch 0319 | 36.24s | train_full 1.332132e-01 | test_full 1.655233e-01
epoch 0320 | 35.93s | train_full 1.328412e-01 | test_full 1.664408e-01
epoch 0321 | 36.55s | train_full 1.330620e-01 | test_full 1.662558e-01
epoch 0322 | 36.97s | train_full 1.336023e-01 | test_full 1.654775e-01
epoch 0323 | 37.01s | train_full 1.334194e-01 | test_full 1.659540e-01
epoch 0324 | 36.59s | train_full 1.334912e-01 | test_full 1.662609e-01
epoch 0325 | 36.37s | train_full 1.333199e-01 | test_full 1.662195e-01
epoch 0326 | 37.13s | train_full 1.333954e-01 | test_full 1.654521e-01
epoch 0327 | 36.80s | train_full 1.336335e-01 | test_full 1.654193e-01
epoch 0328 | 36.30s | train_full 1.336975e-01 | test_full 1.653353e-01
epoch 0329 | 35.54s | train_full 1.337248e-01 | test_full 1.653189e-01
epoch 0330 | 37.44s | train_full 1.325854e-01 | test_full 1.651832e-01
epoch 0331 | 35.67s | train_full 1.326105e-01 | test_full 1.695911e-01
epoch 0332 | 36.55s | train_full 1.342985e-01 | test_full 1.658201e-01
epoch 0333 | 36.97s | train_full 1.324171e-01 | test_full 1.657320e-01
epoch 0334 | 37.23s | train_full 1.328686e-01 | test_full 1.655442e-01
epoch 0335 | 36.67s | train_full 1.324443e-01 | test_full 1.648106e-01
epoch 0336 | 35.92s | train_full 1.334802e-01 | test_full 1.641042e-01
epoch 0337 | 37.00s | train_full 1.319472e-01 | test_full 1.666357e-01
epoch 0338 | 35.94s | train_full 1.323039e-01 | test_full 1.640810e-01
epoch 0339 | 37.08s | train_full 1.316265e-01 | test_full 1.644614e-01
epoch 0340 | 35.89s | train_full 1.318792e-01 | test_full 1.649627e-01
epoch 0341 | 35.17s | train_full 1.351198e-01 | test_full 1.661529e-01
epoch 0342 | 36.41s | train_full 1.340872e-01 | test_full 1.666296e-01
epoch 0343 | 37.23s | train_full 1.330831e-01 | test_full 1.650027e-01
epoch 0344 | 37.66s | train_full 1.323603e-01 | test_full 1.656201e-01
epoch 0345 | 38.35s | train_full 1.314645e-01 | test_full 1.641617e-01
epoch 0346 | 37.03s | train_full 1.318173e-01 | test_full 1.644128e-01
epoch 0347 | 36.62s | train_full 1.315177e-01 | test_full 1.645883e-01
epoch 0348 | 36.70s | train_full 1.313521e-01 | test_full 1.643630e-01
epoch 0349 | 36.48s | train_full 1.324006e-01 | test_full 1.653991e-01
epoch 0350 | 36.48s | train_full 1.316036e-01 | test_full 1.646231e-01
epoch 0351 | 36.28s | train_full 1.316128e-01 | test_full 1.631797e-01
epoch 0352 | 36.46s | train_full 1.320303e-01 | test_full 1.655051e-01
epoch 0353 | 36.96s | train_full 1.321028e-01 | test_full 1.638795e-01
epoch 0354 | 36.33s | train_full 1.324023e-01 | test_full 1.658426e-01
epoch 0355 | 36.43s | train_full 1.326468e-01 | test_full 1.634763e-01
epoch 0356 | 37.16s | train_full 1.318038e-01 | test_full 1.636501e-01
