step,condition_gate,matrix_spectral_mean,matrix_spectral_max,latent_rms,unet_highpass_rms
0.0,0.0,0.9653488397598267,0.9769976139068604,0.3804319202899933,0.0
1.0,0.0,0.9653488397598267,0.9769976139068604,0.3803609013557434,0.0
2.0,0.0,0.9653488397598267,0.9769976139068604,0.38033032417297363,0.0
3.0,0.0,0.9653488397598267,0.9769976139068604,0.3803230822086334,0.0
4.0,0.0,0.9653488397598267,0.9769976139068604,0.38032829761505127,0.0
5.0,0.0,0.9653488397598267,0.9769976139068604,0.38033828139305115,0.0
6.0,0.0,0.9653488397598267,0.9769976139068604,0.3803483247756958,0.0
7.0,0.0,0.9653488397598267,0.9769976139068604,0.38035398721694946,0.0
8.0,0.0,0.9653488397598267,0.9769976139068604,0.38035517930984497,0.0
9.0,0.0,0.9653488397598267,0.9769976139068604,0.3803524971008301,0.0
10.0,0.0,0.9653488397598267,0.9769976139068604,0.3803475797176361,0.0
11.0,0.0,0.9653488397598267,0.9769976139068604,0.3803515136241913,0.0
12.0,0.0,0.9653488397598267,0.9769976139068604,0.3803638219833374,0.0
13.0,0.0,0.9653488397598267,0.9769976139068604,0.3803824782371521,0.0
14.0,0.0,0.9653488397598267,0.9769976139068604,0.3804054260253906,0.0
15.0,0.0,0.9653488397598267,0.9769976139068604,0.3804311454296112,0.0
16.0,0.0,0.9653488397598267,0.9769976139068604,0.3804580867290497,0.0
17.0,0.0,0.9653488397598267,0.9769976139068604,0.38048458099365234,0.0
18.0,0.0,0.9653488397598267,0.9769976139068604,0.3805095851421356,0.0
19.0,0.0,0.9653488397598267,0.9769976139068604,0.3805326223373413,0.0
20.0,0.0,0.9653488397598267,0.9769976139068604,0.3805537521839142,0.0
21.0,0.0,0.9653488397598267,0.9769976139068604,0.3805736303329468,0.0
22.0,0.0,0.9653488397598267,0.9769976139068604,0.3805929124355316,0.0
23.0,0.0,0.9653488397598267,0.9769976139068604,0.38061293959617615,0.0
24.0,0.0,0.9653488397598267,0.9769976139068604,0.3806348741054535,0.0
25.0,0.0,0.9653488397598267,0.9769976139068604,0.3806586265563965,0.0
26.0,0.0,0.9653488397598267,0.9769976139068604,0.3806837797164917,0.0
27.0,0.0,0.9653488397598267,0.9769976139068604,0.38070982694625854,0.0
28.0,0.0,0.9653488397598267,0.9769976139068604,0.3807363510131836,0.0
29.0,0.0,0.9653488397598267,0.9769976139068604,0.38076314330101013,0.0
30.0,0.0,0.9653488397598267,0.9769976139068604,0.38079044222831726,0.0
31.0,0.0,0.9653488397598267,0.9769976139068604,0.3808194100856781,0.0
32.0,0.0,0.9653488397598267,0.9769976139068604,0.3808514177799225,0.0
33.0,0.0,0.9653488397598267,0.9769976139068604,0.38088715076446533,0.0
34.0,0.0,0.9653488397598267,0.9769976139068604,0.3809272050857544,0.0
35.0,0.0,0.9653488397598267,0.9769976139068604,0.3809720277786255,0.0
36.0,0.0,0.9653488397598267,0.9769976139068604,0.38102155923843384,0.0
37.0,0.0,0.9653488397598267,0.9769976139068604,0.38107603788375854,0.0
38.0,0.0,0.9653488397598267,0.9769976139068604,0.3811355233192444,0.0
39.0,0.0,0.9653488397598267,0.9769976139068604,0.38120055198669434,0.0
