nohup: ignoring input
epoch 0000 | 213.59s | train_full 6.861886e-01 | test_full 5.825454e-01
epoch 0057 | 204.13s | train_full 1.206760e-01 | test_full 1.176982e-01
epoch 0058 | 202.84s | train_full 1.172730e-01 | test_full 1.191099e-01
epoch 0059 | 204.24s | train_full 1.197087e-01 | test_full 1.083185e-01
epoch 0060 | 203.10s | train_full 1.179700e-01 | test_full 1.087762e-01
epoch 0061 | 204.02s | train_full 1.163836e-01 | test_full 1.135703e-01
epoch 0062 | 202.86s | train_full 1.160041e-01 | test_full 1.117916e-01
epoch 0063 | 204.75s | train_full 1.158649e-01 | test_full 1.116627e-01
epoch 0064 | 203.94s | train_full 1.192397e-01 | test_full 1.211417e-01
epoch 0065 | 202.32s | train_full 1.172541e-01 | test_full 1.135879e-01
epoch 0066 | 203.09s | train_full 1.105122e-01 | test_full 1.158398e-01
epoch 0067 | 201.62s | train_full 1.107463e-01 | test_full 1.038697e-01
epoch 0068 | 203.71s | train_full 1.100592e-01 | test_full 1.114233e-01
epoch 0069 | 203.04s | train_full 1.181544e-01 | test_full 1.090864e-01
epoch 0070 | 203.73s | train_full 1.093800e-01 | test_full 1.297243e-01
epoch 0071 | 202.87s | train_full 1.191150e-01 | test_full 1.280114e-01
epoch 0072 | 204.09s | train_full 1.144962e-01 | test_full 1.038028e-01
epoch 0073 | 202.72s | train_full 1.189409e-01 | test_full 1.103557e-01
epoch 0074 | 203.26s | train_full 1.101100e-01 | test_full 1.112589e-01
epoch 0075 | 204.12s | train_full 1.118027e-01 | test_full 1.097881e-01
epoch 0076 | 205.26s | train_full 1.124430e-01 | test_full 1.394145e-01
epoch 0077 | 202.34s | train_full 1.076747e-01 | test_full 9.856376e-02
epoch 0078 | 203.88s | train_full 1.084998e-01 | test_full 1.249798e-01
epoch 0079 | 203.75s | train_full 1.077154e-01 | test_full 1.213854e-01
epoch 0080 | 204.78s | train_full 1.125853e-01 | test_full 9.865723e-02
epoch 0081 | 204.40s | train_full 1.113075e-01 | test_full 1.199512e-01
epoch 0082 | 203.13s | train_full 1.109440e-01 | test_full 1.212284e-01
epoch 0083 | 202.42s | train_full 1.055809e-01 | test_full 9.643724e-02
epoch 0084 | 204.44s | train_full 1.131124e-01 | test_full 1.220340e-01
epoch 0085 | 204.70s | train_full 1.086622e-01 | test_full 1.103682e-01
epoch 0086 | 204.69s | train_full 1.091239e-01 | test_full 9.743025e-02
epoch 0087 | 202.82s | train_full 1.080998e-01 | test_full 9.807918e-02
epoch 0088 | 205.05s | train_full 1.116884e-01 | test_full 1.007770e-01
epoch 0089 | 204.12s | train_full 1.102853e-01 | test_full 1.067237e-01
epoch 0090 | 204.89s | train_full 1.087163e-01 | test_full 1.038657e-01
epoch 0091 | 204.23s | train_full 1.126562e-01 | test_full 9.654793e-02
epoch 0092 | 203.80s | train_full 1.085702e-01 | test_full 1.300280e-01
epoch 0093 | 203.43s | train_full 1.050559e-01 | test_full 1.136808e-01
epoch 0094 | 202.91s | train_full 1.060734e-01 | test_full 9.785343e-02
epoch 0095 | 203.17s | train_full 1.029435e-01 | test_full 1.010532e-01
epoch 0096 | 205.34s | train_full 1.085177e-01 | test_full 9.930769e-02
epoch 0097 | 204.71s | train_full 1.037102e-01 | test_full 1.084633e-01
epoch 0098 | 202.98s | train_full 1.062594e-01 | test_full 1.042723e-01
epoch 0099 | 204.89s | train_full 1.056335e-01 | test_full 9.852525e-02
epoch 0100 | 203.76s | train_full 9.173653e-02 | test_full 9.382141e-02
epoch 0101 | 203.23s | train_full 8.932346e-02 | test_full 8.593939e-02
epoch 0102 | 203.61s | train_full 8.772433e-02 | test_full 8.764542e-02
epoch 0103 | 203.96s | train_full 8.857458e-02 | test_full 8.815022e-02
epoch 0104 | 204.37s | train_full 8.853989e-02 | test_full 8.279513e-02
epoch 0105 | 203.44s | train_full 8.849770e-02 | test_full 8.698743e-02
epoch 0106 | 205.53s | train_full 8.611737e-02 | test_full 8.613280e-02
epoch 0107 | 204.58s | train_full 9.395780e-02 | test_full 8.612042e-02
epoch 0108 | 204.04s | train_full 8.882458e-02 | test_full 8.804381e-02
epoch 0109 | 204.78s | train_full 8.556769e-02 | test_full 8.316015e-02
epoch 0110 | 204.62s | train_full 8.854798e-02 | test_full 9.349399e-02
epoch 0111 | 205.14s | train_full 8.892058e-02 | test_full 9.032129e-02
epoch 0112 | 204.81s | train_full 8.500994e-02 | test_full 8.846768e-02
epoch 0113 | 203.98s | train_full 8.639172e-02 | test_full 9.624276e-02
epoch 0114 | 204.65s | train_full 8.956972e-02 | test_full 8.161549e-02
epoch 0115 | 206.46s | train_full 8.899926e-02 | test_full 1.020686e-01
epoch 0116 | 205.00s | train_full 9.006691e-02 | test_full 8.293584e-02
epoch 0117 | 203.42s | train_full 8.864405e-02 | test_full 8.632361e-02
epoch 0118 | 204.59s | train_full 9.503241e-02 | test_full 1.116155e-01
epoch 0119 | 205.16s | train_full 8.990654e-02 | test_full 7.928190e-02
epoch 0120 | 204.95s | train_full 8.829088e-02 | test_full 8.088388e-02
epoch 0121 | 203.52s | train_full 8.230232e-02 | test_full 1.028068e-01
epoch 0122 | 203.35s | train_full 8.786157e-02 | test_full 8.506476e-02
epoch 0123 | 204.22s | train_full 8.621656e-02 | test_full 9.306235e-02
epoch 0124 | 204.62s | train_full 8.708591e-02 | test_full 9.403118e-02
epoch 0125 | 203.78s | train_full 8.647072e-02 | test_full 8.703863e-02
epoch 0126 | 205.36s | train_full 8.609474e-02 | test_full 7.821302e-02
epoch 0127 | 204.34s | train_full 8.173925e-02 | test_full 9.412991e-02
epoch 0128 | 204.73s | train_full 8.411548e-02 | test_full 1.069833e-01
epoch 0129 | 204.13s | train_full 8.617197e-02 | test_full 7.692752e-02
epoch 0130 | 204.99s | train_full 8.484675e-02 | test_full 8.815344e-02
epoch 0131 | 204.30s | train_full 8.528623e-02 | test_full 8.143783e-02
epoch 0132 | 207.25s | train_full 8.478940e-02 | test_full 7.763999e-02
epoch 0133 | 203.61s | train_full 8.203270e-02 | test_full 8.010820e-02
epoch 0134 | 201.54s | train_full 8.739068e-02 | test_full 8.569904e-02
epoch 0135 | 200.10s | train_full 8.367831e-02 | test_full 1.245696e-01
epoch 0136 | 199.61s | train_full 8.778653e-02 | test_full 8.073781e-02
epoch 0137 | 202.21s | train_full 8.301020e-02 | test_full 7.592477e-02
epoch 0138 | 194.18s | train_full 8.035787e-02 | test_full 8.128197e-02
epoch 0139 | 196.10s | train_full 8.095097e-02 | test_full 7.566627e-02
epoch 0140 | 196.59s | train_full 8.046450e-02 | test_full 7.306555e-02
epoch 0141 | 193.03s | train_full 8.531557e-02 | test_full 7.713177e-02
epoch 0142 | 193.32s | train_full 8.459551e-02 | test_full 1.105064e-01
epoch 0143 | 194.50s | train_full 8.629165e-02 | test_full 8.455865e-02
epoch 0144 | 193.21s | train_full 8.150651e-02 | test_full 7.805888e-02
epoch 0145 | 193.09s | train_full 8.468555e-02 | test_full 7.685035e-02
epoch 0146 | 191.52s | train_full 8.727399e-02 | test_full 1.111769e-01
epoch 0147 | 194.78s | train_full 8.571726e-02 | test_full 8.118885e-02
epoch 0148 | 195.65s | train_full 8.418716e-02 | test_full 8.887320e-02
epoch 0149 | 196.52s | train_full 8.524245e-02 | test_full 9.118887e-02
epoch 0150 | 195.25s | train_full 8.345342e-02 | test_full 8.003933e-02
epoch 0151 | 195.87s | train_full 8.234188e-02 | test_full 7.619186e-02
epoch 0152 | 195.54s | train_full 8.098561e-02 | test_full 8.300146e-02
epoch 0153 | 194.57s | train_full 8.207266e-02 | test_full 8.689047e-02
epoch 0154 | 194.98s | train_full 7.965198e-02 | test_full 7.455235e-02
epoch 0155 | 195.58s | train_full 8.332931e-02 | test_full 8.098967e-02
epoch 0156 | 196.27s | train_full 8.176832e-02 | test_full 9.088366e-02
epoch 0157 | 196.53s | train_full 8.380403e-02 | test_full 8.352452e-02
epoch 0158 | 196.21s | train_full 7.932387e-02 | test_full 7.361240e-02
epoch 0159 | 194.89s | train_full 8.160826e-02 | test_full 9.557037e-02
epoch 0160 | 196.21s | train_full 9.127205e-02 | test_full 8.677632e-02
epoch 0161 | 197.03s | train_full 8.063768e-02 | test_full 9.199254e-02
epoch 0162 | 194.96s | train_full 8.435598e-02 | test_full 8.764523e-02
epoch 0163 | 196.60s | train_full 8.302729e-02 | test_full 7.930768e-02
epoch 0164 | 196.18s | train_full 7.666415e-02 | test_full 7.786760e-02
epoch 0165 | 194.44s | train_full 8.040617e-02 | test_full 7.538249e-02
epoch 0166 | 196.11s | train_full 8.440541e-02 | test_full 7.829564e-02
epoch 0167 | 196.32s | train_full 7.600344e-02 | test_full 7.931808e-02
epoch 0168 | 196.02s | train_full 8.118522e-02 | test_full 8.461377e-02
epoch 0169 | 196.03s | train_full 8.159994e-02 | test_full 7.962531e-02
epoch 0170 | 195.27s | train_full 7.769973e-02 | test_full 7.821994e-02
epoch 0171 | 195.13s | train_full 8.036203e-02 | test_full 9.059557e-02
epoch 0172 | 196.45s | train_full 8.251829e-02 | test_full 7.684403e-02
epoch 0173 | 195.43s | train_full 8.064577e-02 | test_full 8.554694e-02
epoch 0174 | 195.03s | train_full 7.806405e-02 | test_full 7.557935e-02
epoch 0175 | 193.50s | train_full 8.253667e-02 | test_full 7.861935e-02
epoch 0176 | 195.25s | train_full 8.217238e-02 | test_full 9.267955e-02
epoch 0177 | 195.93s | train_full 8.656972e-02 | test_full 8.539034e-02
epoch 0178 | 195.40s | train_full 8.218862e-02 | test_full 7.967904e-02
epoch 0179 | 194.19s | train_full 8.148933e-02 | test_full 9.436256e-02
epoch 0180 | 195.34s | train_full 8.017786e-02 | test_full 8.917109e-02
epoch 0181 | 195.20s | train_full 8.172893e-02 | test_full 9.529514e-02
epoch 0182 | 195.61s | train_full 7.729946e-02 | test_full 7.625018e-02
epoch 0183 | 195.31s | train_full 8.135807e-02 | test_full 7.480158e-02
epoch 0184 | 195.49s | train_full 7.919186e-02 | test_full 7.730492e-02
epoch 0185 | 193.58s | train_full 8.270161e-02 | test_full 8.550824e-02
epoch 0186 | 195.40s | train_full 8.632984e-02 | test_full 8.369782e-02
epoch 0187 | 195.57s | train_full 8.014466e-02 | test_full 8.465959e-02
epoch 0188 | 195.51s | train_full 7.980845e-02 | test_full 8.033897e-02
epoch 0189 | 195.57s | train_full 7.992936e-02 | test_full 7.670493e-02
epoch 0190 | 193.68s | train_full 8.045568e-02 | test_full 9.112786e-02
epoch 0191 | 195.47s | train_full 8.210725e-02 | test_full 7.104193e-02
epoch 0192 | 196.83s | train_full 8.005090e-02 | test_full 9.053789e-02
epoch 0193 | 196.64s | train_full 8.212129e-02 | test_full 8.213255e-02
epoch 0194 | 193.96s | train_full 8.098655e-02 | test_full 7.927738e-02
epoch 0195 | 196.22s | train_full 7.788423e-02 | test_full 6.964842e-02
epoch 0196 | 195.79s | train_full 8.642917e-02 | test_full 7.853632e-02
epoch 0197 | 194.56s | train_full 7.641871e-02 | test_full 7.766170e-02
epoch 0198 | 196.16s | train_full 8.718591e-02 | test_full 8.126584e-02
epoch 0199 | 196.21s | train_full 7.989685e-02 | test_full 7.418059e-02
epoch 0200 | 195.81s | train_full 7.116613e-02 | test_full 7.043931e-02
epoch 0201 | 195.85s | train_full 7.163007e-02 | test_full 6.940061e-02
epoch 0202 | 196.32s | train_full 7.074535e-02 | test_full 7.745335e-02
epoch 0203 | 196.13s | train_full 7.163585e-02 | test_full 6.806821e-02
epoch 0204 | 196.49s | train_full 7.067000e-02 | test_full 7.382890e-02
epoch 0205 | 194.09s | train_full 6.979479e-02 | test_full 6.682416e-02
epoch 0206 | 196.73s | train_full 6.922009e-02 | test_full 6.907373e-02
epoch 0207 | 196.17s | train_full 6.843404e-02 | test_full 6.792591e-02
epoch 0208 | 197.23s | train_full 7.128839e-02 | test_full 6.578494e-02
epoch 0209 | 196.58s | train_full 6.789924e-02 | test_full 6.595222e-02
epoch 0210 | 194.07s | train_full 6.840708e-02 | test_full 6.503242e-02
epoch 0211 | 196.38s | train_full 6.860014e-02 | test_full 6.437885e-02
epoch 0212 | 195.74s | train_full 6.669552e-02 | test_full 6.803261e-02
epoch 0213 | 196.29s | train_full 6.776266e-02 | test_full 7.029093e-02
epoch 0214 | 195.64s | train_full 6.908284e-02 | test_full 6.959589e-02
epoch 0215 | 194.10s | train_full 6.930369e-02 | test_full 7.736884e-02
epoch 0216 | 195.55s | train_full 7.072882e-02 | test_full 6.924692e-02
epoch 0217 | 194.73s | train_full 6.858759e-02 | test_full 6.945764e-02
epoch 0218 | 196.55s | train_full 6.822014e-02 | test_full 7.250265e-02
epoch 0219 | 217.25s | train_full 7.423558e-02 | test_full 7.683938e-02
epoch 0220 | 215.17s | train_full 7.138395e-02 | test_full 7.240332e-02
epoch 0221 | 197.19s | train_full 6.774765e-02 | test_full 7.334704e-02
epoch 0222 | 196.60s | train_full 6.957769e-02 | test_full 6.378829e-02
epoch 0223 | 193.45s | train_full 7.225235e-02 | test_full 7.689328e-02
epoch 0224 | 196.74s | train_full 6.751956e-02 | test_full 6.786648e-02
epoch 0225 | 196.22s | train_full 6.723842e-02 | test_full 6.251373e-02
epoch 0226 | 197.31s | train_full 6.745543e-02 | test_full 6.231661e-02
epoch 0227 | 195.53s | train_full 6.615897e-02 | test_full 6.589480e-02
epoch 0228 | 194.62s | train_full 6.716239e-02 | test_full 6.504455e-02
epoch 0229 | 194.90s | train_full 7.114405e-02 | test_full 6.644018e-02
epoch 0230 | 197.51s | train_full 6.819136e-02 | test_full 6.415458e-02
epoch 0231 | 191.87s | train_full 6.583405e-02 | test_full 6.451805e-02
epoch 0232 | 192.86s | train_full 6.695366e-02 | test_full 7.597436e-02
epoch 0233 | 196.01s | train_full 6.726186e-02 | test_full 7.141399e-02
epoch 0234 | 195.38s | train_full 6.601764e-02 | test_full 6.571209e-02
epoch 0235 | 197.24s | train_full 6.828045e-02 | test_full 6.501257e-02
epoch 0236 | 196.19s | train_full 6.883652e-02 | test_full 6.492342e-02
epoch 0237 | 196.60s | train_full 6.684126e-02 | test_full 6.154382e-02
epoch 0238 | 197.68s | train_full 6.950886e-02 | test_full 6.883952e-02
epoch 0239 | 196.59s | train_full 6.740924e-02 | test_full 6.686148e-02
epoch 0240 | 196.23s | train_full 6.631153e-02 | test_full 7.111198e-02
epoch 0241 | 193.15s | train_full 6.757801e-02 | test_full 6.398297e-02
epoch 0242 | 193.70s | train_full 6.946317e-02 | test_full 7.044885e-02
epoch 0243 | 195.80s | train_full 7.022091e-02 | test_full 6.326766e-02
epoch 0244 | 195.68s | train_full 7.059809e-02 | test_full 7.090432e-02
epoch 0245 | 195.53s | train_full 6.563853e-02 | test_full 7.449431e-02
epoch 0246 | 195.62s | train_full 6.620982e-02 | test_full 6.679339e-02
epoch 0247 | 195.34s | train_full 6.956185e-02 | test_full 6.577460e-02
epoch 0248 | 195.29s | train_full 6.856039e-02 | test_full 7.450536e-02
epoch 0249 | 194.32s | train_full 6.788104e-02 | test_full 6.028011e-02
epoch 0250 | 196.88s | train_full 6.625135e-02 | test_full 6.799306e-02
epoch 0251 | 196.62s | train_full 6.568949e-02 | test_full 6.459071e-02
epoch 0252 | 193.67s | train_full 6.704857e-02 | test_full 7.022001e-02
epoch 0253 | 193.18s | train_full 6.824183e-02 | test_full 6.398060e-02
epoch 0254 | 193.84s | train_full 6.518165e-02 | test_full 6.530807e-02
epoch 0255 | 193.28s | train_full 6.861792e-02 | test_full 6.257230e-02
epoch 0256 | 194.15s | train_full 6.767117e-02 | test_full 6.101514e-02
epoch 0257 | 193.59s | train_full 6.620409e-02 | test_full 6.257014e-02
epoch 0258 | 193.20s | train_full 6.574905e-02 | test_full 6.690885e-02
epoch 0259 | 192.87s | train_full 6.913261e-02 | test_full 6.266305e-02
epoch 0260 | 193.45s | train_full 6.566762e-02 | test_full 6.323241e-02
epoch 0261 | 192.99s | train_full 6.491248e-02 | test_full 6.552253e-02
epoch 0262 | 192.88s | train_full 6.614986e-02 | test_full 6.261208e-02
epoch 0263 | 193.23s | train_full 6.596747e-02 | test_full 6.107122e-02
epoch 0264 | 193.47s | train_full 6.577677e-02 | test_full 6.527256e-02
epoch 0265 | 192.75s | train_full 6.883091e-02 | test_full 6.052082e-02
epoch 0266 | 190.25s | train_full 6.727107e-02 | test_full 6.249452e-02
epoch 0267 | 189.87s | train_full 6.488060e-02 | test_full 6.166012e-02
epoch 0268 | 190.31s | train_full 6.609590e-02 | test_full 6.747706e-02
epoch 0269 | 193.66s | train_full 6.538890e-02 | test_full 6.273793e-02
epoch 0270 | 192.18s | train_full 6.604363e-02 | test_full 6.527906e-02
epoch 0271 | 192.75s | train_full 6.861660e-02 | test_full 7.755768e-02
epoch 0272 | 193.65s | train_full 7.252698e-02 | test_full 6.679286e-02
epoch 0273 | 194.49s | train_full 6.544827e-02 | test_full 6.097263e-02
epoch 0274 | 193.74s | train_full 6.594679e-02 | test_full 7.543006e-02
epoch 0275 | 194.41s | train_full 6.815604e-02 | test_full 6.137357e-02
epoch 0276 | 194.00s | train_full 6.519201e-02 | test_full 6.683806e-02
epoch 0277 | 194.46s | train_full 6.503076e-02 | test_full 6.042842e-02
epoch 0278 | 191.78s | train_full 6.709903e-02 | test_full 6.834585e-02
epoch 0279 | 189.50s | train_full 6.569384e-02 | test_full 6.114411e-02
epoch 0280 | 192.96s | train_full 6.842421e-02 | test_full 7.197534e-02
epoch 0281 | 191.89s | train_full 6.857182e-02 | test_full 6.552552e-02
epoch 0282 | 191.86s | train_full 6.499757e-02 | test_full 6.494163e-02
epoch 0283 | 192.23s | train_full 6.641200e-02 | test_full 9.785535e-02
epoch 0284 | 193.98s | train_full 6.623692e-02 | test_full 6.495174e-02
epoch 0285 | 194.12s | train_full 6.681657e-02 | test_full 7.299708e-02
epoch 0286 | 194.05s | train_full 6.637708e-02 | test_full 6.600011e-02
epoch 0287 | 193.69s | train_full 6.888170e-02 | test_full 7.037483e-02
epoch 0288 | 193.52s | train_full 6.394530e-02 | test_full 6.373617e-02
epoch 0289 | 193.33s | train_full 6.410156e-02 | test_full 6.371940e-02
epoch 0290 | 191.22s | train_full 6.563181e-02 | test_full 6.206325e-02
epoch 0291 | 189.03s | train_full 6.870687e-02 | test_full 7.840030e-02
epoch 0292 | 190.91s | train_full 7.224668e-02 | test_full 6.384229e-02
epoch 0293 | 190.22s | train_full 6.256612e-02 | test_full 6.449797e-02
epoch 0294 | 190.96s | train_full 6.643166e-02 | test_full 6.269918e-02
epoch 0295 | 192.84s | train_full 6.815307e-02 | test_full 6.029711e-02
epoch 0296 | 194.11s | train_full 6.359881e-02 | test_full 6.981464e-02
epoch 0297 | 194.53s | train_full 6.568615e-02 | test_full 7.689884e-02
epoch 0298 | 194.30s | train_full 6.933185e-02 | test_full 6.561711e-02
epoch 0299 | 194.46s | train_full 6.947623e-02 | test_full 6.253471e-02
epoch 0300 | 193.08s | train_full 6.171093e-02 | test_full 6.413531e-02
epoch 0301 | 194.36s | train_full 6.038003e-02 | test_full 5.905602e-02
epoch 0302 | 193.84s | train_full 6.041051e-02 | test_full 6.123159e-02
epoch 0303 | 194.33s | train_full 5.968993e-02 | test_full 5.769848e-02
epoch 0304 | 193.82s | train_full 6.039714e-02 | test_full 5.800046e-02
epoch 0305 | 193.92s | train_full 5.932759e-02 | test_full 5.922994e-02
epoch 0306 | 193.16s | train_full 5.911295e-02 | test_full 5.872997e-02
epoch 0307 | 193.66s | train_full 5.914890e-02 | test_full 5.819389e-02
epoch 0308 | 193.37s | train_full 5.961672e-02 | test_full 5.741118e-02
epoch 0309 | 192.59s | train_full 5.951957e-02 | test_full 5.825784e-02
epoch 0310 | 192.58s | train_full 6.223209e-02 | test_full 5.839459e-02
epoch 0311 | 194.34s | train_full 5.935272e-02 | test_full 6.046895e-02
epoch 0312 | 194.13s | train_full 6.029980e-02 | test_full 6.282711e-02
epoch 0313 | 194.19s | train_full 5.950764e-02 | test_full 5.848547e-02
epoch 0314 | 194.99s | train_full 5.830142e-02 | test_full 5.915006e-02
epoch 0315 | 193.35s | train_full 5.822548e-02 | test_full 5.657758e-02
epoch 0316 | 194.07s | train_full 5.809576e-02 | test_full 5.626373e-02
epoch 0317 | 194.40s | train_full 5.768928e-02 | test_full 5.832537e-02
epoch 0318 | 192.02s | train_full 5.833482e-02 | test_full 5.852109e-02
epoch 0319 | 193.80s | train_full 5.790894e-02 | test_full 5.936545e-02
epoch 0320 | 193.12s | train_full 5.895236e-02 | test_full 6.223695e-02
epoch 0321 | 194.54s | train_full 5.915271e-02 | test_full 5.669327e-02
epoch 0322 | 194.08s | train_full 5.868828e-02 | test_full 5.693385e-02
epoch 0323 | 194.73s | train_full 5.793082e-02 | test_full 5.643357e-02
epoch 0324 | 194.60s | train_full 5.947447e-02 | test_full 6.279915e-02
epoch 0325 | 193.95s | train_full 5.899631e-02 | test_full 5.533951e-02
epoch 0326 | 194.34s | train_full 5.706132e-02 | test_full 5.741898e-02
epoch 0327 | 194.49s | train_full 6.027988e-02 | test_full 5.778712e-02
epoch 0328 | 193.88s | train_full 5.890421e-02 | test_full 5.843863e-02
epoch 0329 | 192.85s | train_full 5.798741e-02 | test_full 5.867792e-02
epoch 0330 | 191.47s | train_full 5.806690e-02 | test_full 5.731413e-02
epoch 0331 | 192.97s | train_full 5.705589e-02 | test_full 5.682187e-02
epoch 0332 | 193.78s | train_full 5.807102e-02 | test_full 6.331369e-02
epoch 0333 | 194.29s | train_full 5.972770e-02 | test_full 5.537649e-02
epoch 0334 | 193.73s | train_full 5.766927e-02 | test_full 5.540531e-02
epoch 0335 | 193.62s | train_full 5.944465e-02 | test_full 5.828473e-02
epoch 0336 | 193.49s | train_full 5.899484e-02 | test_full 5.936074e-02
epoch 0337 | 193.35s | train_full 5.848524e-02 | test_full 5.617150e-02
epoch 0338 | 194.36s | train_full 5.686355e-02 | test_full 5.472725e-02
epoch 0339 | 194.50s | train_full 5.708344e-02 | test_full 5.663399e-02
epoch 0340 | 195.11s | train_full 5.778507e-02 | test_full 5.561290e-02
epoch 0341 | 194.03s | train_full 5.731938e-02 | test_full 7.062428e-02
epoch 0342 | 194.06s | train_full 5.917941e-02 | test_full 5.454698e-02
epoch 0343 | 194.20s | train_full 5.779429e-02 | test_full 5.857918e-02
epoch 0344 | 194.71s | train_full 5.809663e-02 | test_full 5.396940e-02
epoch 0345 | 194.51s | train_full 6.027070e-02 | test_full 5.532059e-02
epoch 0346 | 193.84s | train_full 5.918963e-02 | test_full 5.556215e-02
epoch 0347 | 193.01s | train_full 5.768971e-02 | test_full 6.081524e-02
epoch 0348 | 193.01s | train_full 5.754670e-02 | test_full 5.525257e-02
epoch 0349 | 193.70s | train_full 5.660622e-02 | test_full 5.542794e-02
epoch 0350 | 198.07s | train_full 5.630086e-02 | test_full 6.001330e-02
epoch 0351 | 214.54s | train_full 5.633033e-02 | test_full 5.814825e-02
epoch 0352 | 191.58s | train_full 5.694430e-02 | test_full 5.552106e-02
epoch 0353 | 192.18s | train_full 5.641716e-02 | test_full 5.720962e-02
epoch 0354 | 193.41s | train_full 5.757406e-02 | test_full 5.777076e-02
epoch 0355 | 191.76s | train_full 5.960551e-02 | test_full 5.758160e-02
epoch 0356 | 193.19s | train_full 5.706373e-02 | test_full 5.404465e-02
