nohup: ignoring input
epoch 0000 | 118.15s | train_full 8.044399e-01 | test_full 6.999394e-01
epoch 0107 | 102.52s | train_full 3.265357e-01 | test_full 3.273942e-01
epoch 0108 | 102.36s | train_full 3.269050e-01 | test_full 3.167250e-01
epoch 0109 | 102.23s | train_full 3.268885e-01 | test_full 3.190751e-01
epoch 0110 | 102.93s | train_full 3.266590e-01 | test_full 3.427988e-01
epoch 0111 | 102.31s | train_full 3.275975e-01 | test_full 3.240320e-01
epoch 0112 | 102.28s | train_full 3.249990e-01 | test_full 3.195272e-01
epoch 0113 | 101.59s | train_full 3.237094e-01 | test_full 3.160206e-01
epoch 0114 | 101.70s | train_full 3.219301e-01 | test_full 3.319316e-01
epoch 0115 | 102.74s | train_full 3.248449e-01 | test_full 3.189796e-01
epoch 0116 | 101.88s | train_full 3.239893e-01 | test_full 3.243931e-01
epoch 0117 | 101.13s | train_full 3.213776e-01 | test_full 3.192866e-01
epoch 0118 | 102.54s | train_full 3.194422e-01 | test_full 3.152600e-01
epoch 0119 | 102.54s | train_full 3.222484e-01 | test_full 3.110565e-01
epoch 0120 | 101.83s | train_full 3.219310e-01 | test_full 3.169093e-01
epoch 0121 | 102.64s | train_full 3.200826e-01 | test_full 3.127319e-01
epoch 0122 | 103.42s | train_full 3.201490e-01 | test_full 3.145190e-01
epoch 0123 | 103.19s | train_full 3.224037e-01 | test_full 3.153074e-01
epoch 0124 | 103.40s | train_full 3.208993e-01 | test_full 3.197593e-01
epoch 0125 | 103.03s | train_full 3.208369e-01 | test_full 3.140440e-01
epoch 0126 | 102.38s | train_full 3.180448e-01 | test_full 3.154353e-01
epoch 0127 | 101.78s | train_full 3.212822e-01 | test_full 3.119178e-01
epoch 0128 | 101.68s | train_full 3.171590e-01 | test_full 3.117147e-01
epoch 0129 | 102.37s | train_full 3.177734e-01 | test_full 3.161035e-01
epoch 0130 | 102.73s | train_full 3.221892e-01 | test_full 3.240198e-01
epoch 0131 | 100.83s | train_full 3.242981e-01 | test_full 3.299507e-01
epoch 0132 | 102.64s | train_full 3.188362e-01 | test_full 3.247876e-01
epoch 0133 | 103.19s | train_full 3.179837e-01 | test_full 3.113433e-01
epoch 0134 | 102.58s | train_full 3.186021e-01 | test_full 3.157385e-01
epoch 0135 | 100.87s | train_full 3.223168e-01 | test_full 3.293063e-01
epoch 0136 | 102.41s | train_full 3.192707e-01 | test_full 3.247281e-01
epoch 0137 | 101.27s | train_full 3.179865e-01 | test_full 3.137386e-01
epoch 0138 | 100.55s | train_full 3.174939e-01 | test_full 3.171493e-01
epoch 0139 | 103.39s | train_full 3.151255e-01 | test_full 3.196034e-01
epoch 0140 | 102.86s | train_full 3.191113e-01 | test_full 3.251717e-01
epoch 0141 | 102.87s | train_full 3.220518e-01 | test_full 3.278799e-01
epoch 0142 | 103.63s | train_full 3.178491e-01 | test_full 3.179535e-01
epoch 0143 | 102.90s | train_full 3.176024e-01 | test_full 3.244270e-01
epoch 0144 | 103.15s | train_full 3.180738e-01 | test_full 3.133409e-01
epoch 0145 | 101.38s | train_full 3.151004e-01 | test_full 3.107008e-01
epoch 0146 | 103.43s | train_full 3.169616e-01 | test_full 3.120692e-01
epoch 0147 | 102.97s | train_full 3.159862e-01 | test_full 3.122157e-01
epoch 0148 | 102.87s | train_full 3.175646e-01 | test_full 3.190512e-01
epoch 0149 | 102.06s | train_full 3.149832e-01 | test_full 3.149912e-01
epoch 0150 | 100.50s | train_full 3.139394e-01 | test_full 3.061442e-01
epoch 0151 | 101.58s | train_full 3.137271e-01 | test_full 3.118056e-01
epoch 0152 | 101.32s | train_full 3.153227e-01 | test_full 3.138647e-01
epoch 0153 | 103.38s | train_full 3.155939e-01 | test_full 3.047339e-01
epoch 0154 | 103.19s | train_full 3.132111e-01 | test_full 3.118142e-01
epoch 0155 | 101.14s | train_full 3.166697e-01 | test_full 3.093009e-01
epoch 0156 | 102.97s | train_full 3.137070e-01 | test_full 3.150148e-01
epoch 0157 | 102.15s | train_full 3.126419e-01 | test_full 3.039899e-01
epoch 0158 | 100.17s | train_full 3.173708e-01 | test_full 3.130161e-01
epoch 0159 | 102.10s | train_full 3.116555e-01 | test_full 3.059366e-01
epoch 0160 | 102.87s | train_full 3.120097e-01 | test_full 3.075361e-01
epoch 0161 | 102.86s | train_full 3.154233e-01 | test_full 3.091692e-01
epoch 0162 | 100.24s | train_full 3.112483e-01 | test_full 3.113712e-01
epoch 0163 | 101.81s | train_full 3.129638e-01 | test_full 3.316587e-01
epoch 0164 | 102.89s | train_full 3.140022e-01 | test_full 3.161009e-01
epoch 0165 | 102.65s | train_full 3.158281e-01 | test_full 3.219482e-01
epoch 0166 | 103.54s | train_full 3.154260e-01 | test_full 3.262148e-01
epoch 0167 | 101.10s | train_full 3.116863e-01 | test_full 3.121997e-01
epoch 0168 | 103.18s | train_full 3.129462e-01 | test_full 3.151660e-01
epoch 0169 | 102.66s | train_full 3.095535e-01 | test_full 3.110604e-01
epoch 0170 | 102.99s | train_full 3.148413e-01 | test_full 3.127607e-01
epoch 0171 | 102.61s | train_full 3.128322e-01 | test_full 3.054422e-01
epoch 0172 | 102.21s | train_full 3.128766e-01 | test_full 3.043789e-01
epoch 0173 | 100.76s | train_full 3.166652e-01 | test_full 3.046400e-01
epoch 0174 | 100.03s | train_full 3.132474e-01 | test_full 3.265705e-01
epoch 0175 | 100.28s | train_full 3.103622e-01 | test_full 3.105192e-01
epoch 0176 | 100.19s | train_full 3.158305e-01 | test_full 3.178611e-01
epoch 0177 | 101.38s | train_full 3.104820e-01 | test_full 3.073055e-01
epoch 0178 | 102.13s | train_full 3.125687e-01 | test_full 3.077167e-01
epoch 0179 | 100.31s | train_full 3.113650e-01 | test_full 3.030531e-01
epoch 0180 | 101.27s | train_full 3.187327e-01 | test_full 3.053684e-01
epoch 0181 | 102.09s | train_full 3.117872e-01 | test_full 3.046224e-01
epoch 0182 | 102.47s | train_full 3.124463e-01 | test_full 3.066156e-01
epoch 0183 | 102.19s | train_full 3.110278e-01 | test_full 3.134871e-01
epoch 0184 | 103.30s | train_full 3.108450e-01 | test_full 3.103663e-01
epoch 0185 | 102.32s | train_full 3.085265e-01 | test_full 3.009625e-01
epoch 0186 | 101.86s | train_full 3.119898e-01 | test_full 3.089141e-01
epoch 0187 | 102.45s | train_full 3.086508e-01 | test_full 3.108132e-01
epoch 0188 | 102.27s | train_full 3.093407e-01 | test_full 3.128442e-01
epoch 0189 | 102.74s | train_full 3.092579e-01 | test_full 3.032363e-01
epoch 0190 | 101.68s | train_full 3.087588e-01 | test_full 3.252655e-01
epoch 0191 | 101.76s | train_full 3.081374e-01 | test_full 3.171017e-01
epoch 0192 | 102.53s | train_full 3.078255e-01 | test_full 3.287118e-01
epoch 0193 | 102.62s | train_full 3.074748e-01 | test_full 3.010123e-01
epoch 0194 | 103.10s | train_full 3.078394e-01 | test_full 3.022782e-01
epoch 0195 | 102.37s | train_full 3.098810e-01 | test_full 3.048452e-01
epoch 0196 | 102.28s | train_full 3.071970e-01 | test_full 3.032051e-01
epoch 0197 | 101.75s | train_full 3.078413e-01 | test_full 3.176502e-01
epoch 0198 | 103.08s | train_full 3.099737e-01 | test_full 3.087193e-01
epoch 0199 | 102.82s | train_full 3.081551e-01 | test_full 3.069070e-01
epoch 0200 | 102.27s | train_full 3.030615e-01 | test_full 3.147712e-01
epoch 0201 | 102.97s | train_full 2.996559e-01 | test_full 2.968922e-01
epoch 0202 | 102.54s | train_full 2.988194e-01 | test_full 2.959282e-01
epoch 0203 | 103.34s | train_full 3.002436e-01 | test_full 3.024696e-01
epoch 0204 | 101.60s | train_full 3.006913e-01 | test_full 3.087373e-01
epoch 0205 | 102.75s | train_full 3.012808e-01 | test_full 2.960123e-01
epoch 0206 | 102.73s | train_full 2.987846e-01 | test_full 2.970181e-01
epoch 0207 | 101.61s | train_full 3.021523e-01 | test_full 2.965143e-01
epoch 0208 | 101.95s | train_full 2.984022e-01 | test_full 2.991405e-01
epoch 0209 | 101.54s | train_full 3.004157e-01 | test_full 2.947884e-01
epoch 0210 | 102.36s | train_full 2.962253e-01 | test_full 3.027400e-01
epoch 0211 | 102.91s | train_full 2.967583e-01 | test_full 2.949857e-01
epoch 0212 | 102.71s | train_full 2.977131e-01 | test_full 2.965551e-01
epoch 0213 | 102.81s | train_full 2.975641e-01 | test_full 2.992696e-01
epoch 0214 | 102.68s | train_full 2.976507e-01 | test_full 2.942301e-01
epoch 0215 | 103.70s | train_full 2.977947e-01 | test_full 2.996578e-01
epoch 0216 | 102.58s | train_full 2.969801e-01 | test_full 2.938875e-01
epoch 0217 | 102.71s | train_full 2.960443e-01 | test_full 2.985343e-01
epoch 0218 | 103.05s | train_full 2.980108e-01 | test_full 2.984808e-01
epoch 0219 | 103.15s | train_full 2.957410e-01 | test_full 2.927478e-01
epoch 0220 | 103.28s | train_full 2.966961e-01 | test_full 2.935559e-01
epoch 0221 | 101.36s | train_full 2.958083e-01 | test_full 2.949877e-01
epoch 0222 | 102.39s | train_full 2.965824e-01 | test_full 2.932369e-01
epoch 0223 | 101.33s | train_full 2.966140e-01 | test_full 2.955364e-01
epoch 0224 | 102.99s | train_full 2.980204e-01 | test_full 2.947256e-01
epoch 0225 | 101.60s | train_full 2.988771e-01 | test_full 2.954573e-01
epoch 0226 | 102.36s | train_full 2.964809e-01 | test_full 2.930862e-01
epoch 0227 | 102.51s | train_full 2.967803e-01 | test_full 2.914799e-01
epoch 0228 | 103.45s | train_full 2.945746e-01 | test_full 2.967525e-01
epoch 0229 | 102.68s | train_full 2.957403e-01 | test_full 2.905517e-01
epoch 0230 | 103.47s | train_full 2.955557e-01 | test_full 2.963725e-01
epoch 0231 | 100.86s | train_full 2.939952e-01 | test_full 2.952091e-01
epoch 0232 | 102.74s | train_full 2.967854e-01 | test_full 2.939450e-01
epoch 0233 | 102.39s | train_full 2.958480e-01 | test_full 2.946423e-01
epoch 0234 | 101.81s | train_full 2.943043e-01 | test_full 2.924994e-01
epoch 0235 | 100.23s | train_full 2.946638e-01 | test_full 2.951063e-01
epoch 0236 | 103.06s | train_full 2.930566e-01 | test_full 2.908731e-01
epoch 0237 | 102.17s | train_full 2.934397e-01 | test_full 2.929831e-01
epoch 0238 | 102.35s | train_full 2.948367e-01 | test_full 2.925138e-01
epoch 0239 | 101.44s | train_full 2.924317e-01 | test_full 2.941271e-01
epoch 0240 | 102.42s | train_full 2.940969e-01 | test_full 2.928369e-01
epoch 0241 | 102.10s | train_full 2.946709e-01 | test_full 2.934982e-01
epoch 0242 | 102.11s | train_full 2.931167e-01 | test_full 2.922187e-01
epoch 0243 | 100.53s | train_full 2.927467e-01 | test_full 2.912199e-01
epoch 0244 | 102.63s | train_full 2.926070e-01 | test_full 2.935103e-01
epoch 0245 | 103.09s | train_full 2.931553e-01 | test_full 2.931624e-01
epoch 0246 | 103.33s | train_full 2.930575e-01 | test_full 2.983650e-01
epoch 0247 | 101.40s | train_full 2.967547e-01 | test_full 2.921839e-01
epoch 0248 | 102.08s | train_full 2.955499e-01 | test_full 2.990653e-01
epoch 0249 | 103.92s | train_full 2.941895e-01 | test_full 3.112712e-01
epoch 0250 | 103.16s | train_full 2.926913e-01 | test_full 3.000746e-01
epoch 0251 | 102.46s | train_full 2.939719e-01 | test_full 2.924970e-01
epoch 0252 | 103.02s | train_full 2.941904e-01 | test_full 3.097195e-01
epoch 0253 | 102.89s | train_full 2.951242e-01 | test_full 2.987652e-01
epoch 0254 | 103.16s | train_full 2.948139e-01 | test_full 2.990535e-01
epoch 0255 | 102.90s | train_full 2.922551e-01 | test_full 2.921810e-01
epoch 0256 | 103.38s | train_full 2.916426e-01 | test_full 2.979561e-01
epoch 0257 | 102.43s | train_full 2.929228e-01 | test_full 3.007003e-01
epoch 0258 | 102.88s | train_full 2.934114e-01 | test_full 2.939411e-01
epoch 0259 | 103.09s | train_full 2.899651e-01 | test_full 2.920480e-01
epoch 0260 | 102.75s | train_full 2.920663e-01 | test_full 2.928787e-01
epoch 0261 | 102.27s | train_full 2.920101e-01 | test_full 2.993207e-01
epoch 0262 | 102.40s | train_full 2.928112e-01 | test_full 2.890790e-01
epoch 0263 | 103.31s | train_full 2.911494e-01 | test_full 2.982776e-01
epoch 0264 | 102.83s | train_full 2.915275e-01 | test_full 2.884351e-01
epoch 0265 | 102.61s | train_full 2.918248e-01 | test_full 2.912323e-01
epoch 0266 | 103.15s | train_full 2.909028e-01 | test_full 2.899385e-01
epoch 0267 | 100.96s | train_full 2.921328e-01 | test_full 2.893678e-01
epoch 0268 | 103.13s | train_full 2.929076e-01 | test_full 2.909842e-01
epoch 0269 | 103.13s | train_full 2.936025e-01 | test_full 2.921032e-01
epoch 0270 | 103.77s | train_full 2.907576e-01 | test_full 2.962265e-01
epoch 0271 | 102.32s | train_full 2.906379e-01 | test_full 2.875466e-01
epoch 0272 | 103.16s | train_full 2.943154e-01 | test_full 3.016387e-01
epoch 0273 | 101.45s | train_full 2.907449e-01 | test_full 2.892499e-01
epoch 0274 | 103.08s | train_full 2.906473e-01 | test_full 2.968779e-01
epoch 0275 | 102.58s | train_full 2.899964e-01 | test_full 2.898564e-01
epoch 0276 | 102.78s | train_full 2.940580e-01 | test_full 2.876963e-01
epoch 0277 | 102.66s | train_full 2.914165e-01 | test_full 2.983318e-01
epoch 0278 | 102.19s | train_full 2.927365e-01 | test_full 2.904671e-01
epoch 0279 | 102.51s | train_full 2.931410e-01 | test_full 2.913351e-01
epoch 0280 | 103.03s | train_full 2.896824e-01 | test_full 2.909172e-01
epoch 0281 | 101.30s | train_full 2.958402e-01 | test_full 2.918503e-01
epoch 0282 | 102.01s | train_full 2.932293e-01 | test_full 2.954435e-01
epoch 0283 | 102.33s | train_full 2.914528e-01 | test_full 2.878551e-01
epoch 0284 | 102.26s | train_full 2.919256e-01 | test_full 2.921357e-01
epoch 0285 | 102.16s | train_full 2.919241e-01 | test_full 2.897740e-01
epoch 0286 | 100.94s | train_full 2.912832e-01 | test_full 2.882476e-01
epoch 0287 | 101.04s | train_full 2.907293e-01 | test_full 2.892171e-01
epoch 0288 | 103.19s | train_full 2.901413e-01 | test_full 2.908870e-01
epoch 0289 | 101.35s | train_full 2.892200e-01 | test_full 2.910326e-01
epoch 0290 | 100.78s | train_full 2.909426e-01 | test_full 2.908957e-01
epoch 0291 | 102.86s | train_full 2.904944e-01 | test_full 2.887944e-01
epoch 0292 | 103.46s | train_full 2.895315e-01 | test_full 3.001524e-01
epoch 0293 | 100.90s | train_full 2.914991e-01 | test_full 2.882532e-01
epoch 0294 | 102.51s | train_full 2.901525e-01 | test_full 2.896368e-01
epoch 0295 | 102.49s | train_full 2.879836e-01 | test_full 2.897606e-01
epoch 0296 | 103.12s | train_full 2.889301e-01 | test_full 2.928943e-01
epoch 0297 | 103.19s | train_full 2.888033e-01 | test_full 2.898229e-01
epoch 0298 | 103.18s | train_full 2.889456e-01 | test_full 2.904640e-01
epoch 0299 | 102.63s | train_full 2.873747e-01 | test_full 2.931836e-01
epoch 0300 | 103.10s | train_full 2.845563e-01 | test_full 2.848183e-01
epoch 0301 | 102.96s | train_full 2.826199e-01 | test_full 2.855955e-01
epoch 0302 | 100.54s | train_full 2.827205e-01 | test_full 2.864139e-01
epoch 0303 | 102.29s | train_full 2.825120e-01 | test_full 2.864418e-01
epoch 0304 | 100.49s | train_full 2.839336e-01 | test_full 2.864188e-01
epoch 0305 | 102.21s | train_full 2.829249e-01 | test_full 2.896119e-01
epoch 0306 | 102.74s | train_full 2.817287e-01 | test_full 2.883092e-01
epoch 0307 | 102.83s | train_full 2.841280e-01 | test_full 2.875222e-01
epoch 0308 | 103.20s | train_full 2.821136e-01 | test_full 2.852109e-01
epoch 0309 | 102.62s | train_full 2.817281e-01 | test_full 2.876793e-01
epoch 0310 | 102.98s | train_full 2.824497e-01 | test_full 2.886945e-01
epoch 0311 | 102.75s | train_full 2.818281e-01 | test_full 2.889440e-01
epoch 0312 | 103.83s | train_full 2.820534e-01 | test_full 2.854760e-01
epoch 0313 | 102.74s | train_full 2.816104e-01 | test_full 2.851107e-01
epoch 0314 | 101.46s | train_full 2.819101e-01 | test_full 2.827087e-01
epoch 0315 | 101.83s | train_full 2.813380e-01 | test_full 2.843483e-01
epoch 0316 | 102.52s | train_full 2.806024e-01 | test_full 2.821349e-01
epoch 0317 | 102.19s | train_full 2.812481e-01 | test_full 2.841016e-01
epoch 0318 | 101.65s | train_full 2.807577e-01 | test_full 2.819355e-01
epoch 0319 | 101.85s | train_full 2.813957e-01 | test_full 2.837401e-01
epoch 0320 | 102.60s | train_full 2.809768e-01 | test_full 2.855973e-01
epoch 0321 | 101.57s | train_full 2.824588e-01 | test_full 2.834532e-01
epoch 0322 | 102.19s | train_full 2.804540e-01 | test_full 2.861995e-01
epoch 0323 | 101.24s | train_full 2.804191e-01 | test_full 2.840987e-01
epoch 0324 | 102.95s | train_full 2.820119e-01 | test_full 2.838554e-01
epoch 0325 | 102.88s | train_full 2.808881e-01 | test_full 2.852808e-01
epoch 0326 | 102.91s | train_full 2.802577e-01 | test_full 2.834516e-01
epoch 0327 | 103.64s | train_full 2.810935e-01 | test_full 2.858206e-01
epoch 0328 | 103.63s | train_full 2.807489e-01 | test_full 2.819589e-01
epoch 0329 | 103.37s | train_full 2.800319e-01 | test_full 2.831542e-01
epoch 0330 | 103.00s | train_full 2.798415e-01 | test_full 2.889255e-01
epoch 0331 | 103.92s | train_full 2.802967e-01 | test_full 2.900612e-01
epoch 0332 | 102.23s | train_full 2.802484e-01 | test_full 2.862619e-01
epoch 0333 | 100.08s | train_full 2.795768e-01 | test_full 2.837486e-01
epoch 0334 | 102.60s | train_full 2.810244e-01 | test_full 2.834543e-01
epoch 0335 | 103.44s | train_full 2.793338e-01 | test_full 2.838231e-01
epoch 0336 | 102.81s | train_full 2.806511e-01 | test_full 2.857252e-01
epoch 0337 | 102.18s | train_full 2.797989e-01 | test_full 2.842398e-01
epoch 0338 | 102.59s | train_full 2.802553e-01 | test_full 2.831833e-01
epoch 0339 | 103.48s | train_full 2.797344e-01 | test_full 2.847664e-01
epoch 0340 | 102.30s | train_full 2.804572e-01 | test_full 2.835869e-01
epoch 0341 | 100.89s | train_full 2.804117e-01 | test_full 2.844615e-01
epoch 0342 | 102.34s | train_full 2.800677e-01 | test_full 2.880014e-01
epoch 0343 | 102.49s | train_full 2.794408e-01 | test_full 2.844225e-01
epoch 0344 | 103.22s | train_full 2.796253e-01 | test_full 2.826148e-01
epoch 0345 | 103.29s | train_full 2.785533e-01 | test_full 2.813007e-01
epoch 0346 | 103.29s | train_full 2.787726e-01 | test_full 2.824359e-01
epoch 0347 | 102.41s | train_full 2.789117e-01 | test_full 2.844927e-01
epoch 0348 | 102.28s | train_full 2.792827e-01 | test_full 2.837095e-01
epoch 0349 | 102.67s | train_full 2.789145e-01 | test_full 2.816645e-01
epoch 0350 | 101.54s | train_full 2.796800e-01 | test_full 2.859855e-01
epoch 0351 | 101.38s | train_full 2.799330e-01 | test_full 2.841640e-01
epoch 0352 | 102.88s | train_full 2.797522e-01 | test_full 2.835064e-01
epoch 0353 | 101.61s | train_full 2.793999e-01 | test_full 2.821810e-01
epoch 0354 | 100.46s | train_full 2.788477e-01 | test_full 2.838072e-01
epoch 0355 | 101.26s | train_full 2.789388e-01 | test_full 2.821832e-01
epoch 0356 | 103.42s | train_full 2.775524e-01 | test_full 2.805068e-01
