nohup: ignoring input
epoch 0000 | 103.49s | train_full 8.340282e-01 | test_full 7.368993e-01
epoch 0357 | 101.86s | train_full 2.134443e-01 | test_full 2.225042e-01
epoch 0358 | 101.67s | train_full 2.141459e-01 | test_full 2.196240e-01
epoch 0359 | 101.76s | train_full 2.145457e-01 | test_full 2.206390e-01
epoch 0360 | 101.87s | train_full 2.136015e-01 | test_full 2.196746e-01
epoch 0361 | 102.00s | train_full 2.132393e-01 | test_full 2.208065e-01
epoch 0362 | 101.92s | train_full 2.135996e-01 | test_full 2.200889e-01
epoch 0363 | 101.86s | train_full 2.132752e-01 | test_full 2.193202e-01
epoch 0364 | 101.80s | train_full 2.141914e-01 | test_full 2.195368e-01
epoch 0365 | 101.69s | train_full 2.138244e-01 | test_full 2.181261e-01
epoch 0366 | 101.68s | train_full 2.138513e-01 | test_full 2.176694e-01
epoch 0367 | 101.38s | train_full 2.145759e-01 | test_full 2.186871e-01
epoch 0368 | 101.49s | train_full 2.128786e-01 | test_full 2.189296e-01
epoch 0369 | 101.36s | train_full 2.136284e-01 | test_full 2.208962e-01
epoch 0370 | 101.50s | train_full 2.132143e-01 | test_full 2.174655e-01
epoch 0371 | 101.43s | train_full 2.133539e-01 | test_full 2.172506e-01
epoch 0372 | 101.44s | train_full 2.127685e-01 | test_full 2.201651e-01
epoch 0373 | 101.50s | train_full 2.129972e-01 | test_full 2.199331e-01
epoch 0374 | 101.40s | train_full 2.131324e-01 | test_full 2.223082e-01
epoch 0375 | 101.38s | train_full 2.123238e-01 | test_full 2.188860e-01
epoch 0376 | 101.62s | train_full 2.128892e-01 | test_full 2.180871e-01
epoch 0377 | 101.44s | train_full 2.129639e-01 | test_full 2.198133e-01
epoch 0378 | 101.64s | train_full 2.134586e-01 | test_full 2.187367e-01
epoch 0379 | 101.69s | train_full 2.127369e-01 | test_full 2.208368e-01
epoch 0380 | 101.50s | train_full 2.141731e-01 | test_full 2.187336e-01
epoch 0381 | 101.53s | train_full 2.143855e-01 | test_full 2.196666e-01
epoch 0382 | 101.42s | train_full 2.123736e-01 | test_full 2.213869e-01
epoch 0383 | 101.51s | train_full 2.127468e-01 | test_full 2.163096e-01
epoch 0384 | 101.66s | train_full 2.123192e-01 | test_full 2.195659e-01
epoch 0385 | 101.43s | train_full 2.124807e-01 | test_full 2.161217e-01
epoch 0386 | 101.40s | train_full 2.112599e-01 | test_full 2.159026e-01
epoch 0387 | 101.53s | train_full 2.116404e-01 | test_full 2.183162e-01
epoch 0388 | 101.41s | train_full 2.123973e-01 | test_full 2.178149e-01
epoch 0389 | 101.69s | train_full 2.124737e-01 | test_full 2.177781e-01
epoch 0390 | 101.30s | train_full 2.120605e-01 | test_full 2.206003e-01
epoch 0391 | 101.28s | train_full 2.134434e-01 | test_full 2.177243e-01
epoch 0392 | 101.50s | train_full 2.130774e-01 | test_full 2.211336e-01
epoch 0393 | 101.34s | train_full 2.127529e-01 | test_full 2.172251e-01
epoch 0394 | 101.38s | train_full 2.122668e-01 | test_full 2.164122e-01
epoch 0395 | 101.49s | train_full 2.118854e-01 | test_full 2.168021e-01
epoch 0396 | 101.38s | train_full 2.122923e-01 | test_full 2.187923e-01
epoch 0397 | 101.63s | train_full 2.111006e-01 | test_full 2.198403e-01
epoch 0398 | 101.51s | train_full 2.115408e-01 | test_full 2.195455e-01
epoch 0399 | 101.49s | train_full 2.115076e-01 | test_full 2.183034e-01
epoch 0400 | 101.49s | train_full 2.087860e-01 | test_full 2.161691e-01
epoch 0401 | 101.51s | train_full 2.088631e-01 | test_full 2.153743e-01
epoch 0402 | 101.50s | train_full 2.087972e-01 | test_full 2.157605e-01
epoch 0403 | 101.56s | train_full 2.085850e-01 | test_full 2.153545e-01
epoch 0404 | 101.63s | train_full 2.084268e-01 | test_full 2.164688e-01
epoch 0405 | 101.27s | train_full 2.084271e-01 | test_full 2.158887e-01
epoch 0406 | 101.44s | train_full 2.082535e-01 | test_full 2.160290e-01
epoch 0407 | 101.46s | train_full 2.083015e-01 | test_full 2.149965e-01
epoch 0408 | 101.35s | train_full 2.081639e-01 | test_full 2.134460e-01
epoch 0409 | 101.36s | train_full 2.081398e-01 | test_full 2.172499e-01
epoch 0410 | 101.42s | train_full 2.089318e-01 | test_full 2.152046e-01
epoch 0411 | 101.52s | train_full 2.086144e-01 | test_full 2.151845e-01
epoch 0412 | 101.62s | train_full 2.078550e-01 | test_full 2.141919e-01
epoch 0413 | 101.46s | train_full 2.079972e-01 | test_full 2.168252e-01
epoch 0414 | 101.39s | train_full 2.081197e-01 | test_full 2.155377e-01
epoch 0415 | 101.54s | train_full 2.082251e-01 | test_full 2.146992e-01
epoch 0416 | 101.43s | train_full 2.076251e-01 | test_full 2.147069e-01
epoch 0417 | 101.44s | train_full 2.083709e-01 | test_full 2.145379e-01
epoch 0418 | 101.57s | train_full 2.074805e-01 | test_full 2.146545e-01
epoch 0419 | 101.34s | train_full 2.085227e-01 | test_full 2.141517e-01
epoch 0420 | 101.46s | train_full 2.079652e-01 | test_full 2.131894e-01
epoch 0421 | 101.46s | train_full 2.074162e-01 | test_full 2.143790e-01
epoch 0422 | 101.59s | train_full 2.076798e-01 | test_full 2.145959e-01
epoch 0423 | 101.38s | train_full 2.076230e-01 | test_full 2.134266e-01
epoch 0424 | 101.59s | train_full 2.078939e-01 | test_full 2.142261e-01
epoch 0425 | 101.45s | train_full 2.087016e-01 | test_full 2.154994e-01
epoch 0426 | 101.41s | train_full 2.073748e-01 | test_full 2.135410e-01
epoch 0427 | 101.63s | train_full 2.073603e-01 | test_full 2.147000e-01
epoch 0428 | 101.56s | train_full 2.082746e-01 | test_full 2.140029e-01
epoch 0429 | 101.40s | train_full 2.084909e-01 | test_full 2.155772e-01
epoch 0430 | 101.25s | train_full 2.074064e-01 | test_full 2.173217e-01
epoch 0431 | 101.42s | train_full 2.069620e-01 | test_full 2.141653e-01
epoch 0432 | 101.49s | train_full 2.073186e-01 | test_full 2.140938e-01
epoch 0433 | 101.15s | train_full 2.074656e-01 | test_full 2.134864e-01
epoch 0434 | 101.18s | train_full 2.074796e-01 | test_full 2.141193e-01
epoch 0435 | 101.59s | train_full 2.073849e-01 | test_full 2.128344e-01
epoch 0436 | 101.53s | train_full 2.067864e-01 | test_full 2.139930e-01
epoch 0437 | 101.46s | train_full 2.069345e-01 | test_full 2.123634e-01
epoch 0438 | 101.37s | train_full 2.072768e-01 | test_full 2.143333e-01
epoch 0439 | 101.55s | train_full 2.073077e-01 | test_full 2.177436e-01
epoch 0440 | 101.66s | train_full 2.071966e-01 | test_full 2.135738e-01
epoch 0441 | 101.51s | train_full 2.070398e-01 | test_full 2.168648e-01
epoch 0442 | 101.43s | train_full 2.070137e-01 | test_full 2.134124e-01
epoch 0443 | 101.51s | train_full 2.069575e-01 | test_full 2.137445e-01
epoch 0444 | 101.56s | train_full 2.072466e-01 | test_full 2.129500e-01
epoch 0445 | 101.48s | train_full 2.067468e-01 | test_full 2.148897e-01
epoch 0446 | 101.41s | train_full 2.066001e-01 | test_full 2.135183e-01
epoch 0447 | 101.24s | train_full 2.070056e-01 | test_full 2.139427e-01
epoch 0448 | 101.34s | train_full 2.071896e-01 | test_full 2.137473e-01
epoch 0449 | 101.48s | train_full 2.078219e-01 | test_full 2.128215e-01
epoch 0450 | 101.54s | train_full 2.069628e-01 | test_full 2.149766e-01
epoch 0451 | 101.42s | train_full 2.071826e-01 | test_full 2.161047e-01
epoch 0452 | 101.41s | train_full 2.073310e-01 | test_full 2.143385e-01
epoch 0453 | 101.47s | train_full 2.065933e-01 | test_full 2.136802e-01
epoch 0454 | 101.57s | train_full 2.072131e-01 | test_full 2.127070e-01
epoch 0455 | 101.54s | train_full 2.072396e-01 | test_full 2.130382e-01
epoch 0456 | 101.39s | train_full 2.066323e-01 | test_full 2.131777e-01
epoch 0457 | 101.50s | train_full 2.065151e-01 | test_full 2.124529e-01
epoch 0458 | 101.45s | train_full 2.070772e-01 | test_full 2.149296e-01
epoch 0459 | 101.51s | train_full 2.062955e-01 | test_full 2.153374e-01
epoch 0460 | 101.44s | train_full 2.067785e-01 | test_full 2.119519e-01
epoch 0461 | 101.50s | train_full 2.062737e-01 | test_full 2.134109e-01
epoch 0462 | 101.37s | train_full 2.065752e-01 | test_full 2.139491e-01
epoch 0463 | 101.54s | train_full 2.067593e-01 | test_full 2.125963e-01
epoch 0464 | 101.51s | train_full 2.057904e-01 | test_full 2.118698e-01
epoch 0465 | 101.39s | train_full 2.060599e-01 | test_full 2.137199e-01
epoch 0466 | 101.32s | train_full 2.063216e-01 | test_full 2.142967e-01
epoch 0467 | 101.31s | train_full 2.060836e-01 | test_full 2.120999e-01
epoch 0468 | 101.43s | train_full 2.058509e-01 | test_full 2.130719e-01
epoch 0469 | 101.36s | train_full 2.065662e-01 | test_full 2.133188e-01
epoch 0470 | 101.43s | train_full 2.059695e-01 | test_full 2.142514e-01
epoch 0471 | 101.42s | train_full 2.063483e-01 | test_full 2.121278e-01
epoch 0472 | 101.50s | train_full 2.058634e-01 | test_full 2.161262e-01
epoch 0473 | 101.33s | train_full 2.061157e-01 | test_full 2.138567e-01
epoch 0474 | 101.34s | train_full 2.064087e-01 | test_full 2.119405e-01
epoch 0475 | 101.35s | train_full 2.060049e-01 | test_full 2.141851e-01
epoch 0476 | 101.39s | train_full 2.059252e-01 | test_full 2.152198e-01
epoch 0477 | 101.21s | train_full 2.056627e-01 | test_full 2.125723e-01
epoch 0478 | 101.22s | train_full 2.057666e-01 | test_full 2.129591e-01
epoch 0479 | 101.33s | train_full 2.055648e-01 | test_full 2.136027e-01
epoch 0480 | 101.18s | train_full 2.059148e-01 | test_full 2.129277e-01
epoch 0481 | 101.12s | train_full 2.055227e-01 | test_full 2.129350e-01
epoch 0482 | 101.08s | train_full 2.055877e-01 | test_full 2.150149e-01
epoch 0483 | 101.32s | train_full 2.052140e-01 | test_full 2.124031e-01
epoch 0484 | 101.51s | train_full 2.059519e-01 | test_full 2.123868e-01
epoch 0485 | 101.43s | train_full 2.061049e-01 | test_full 2.114008e-01
epoch 0486 | 101.39s | train_full 2.053231e-01 | test_full 2.128532e-01
epoch 0487 | 101.41s | train_full 2.059527e-01 | test_full 2.129088e-01
epoch 0488 | 101.27s | train_full 2.055337e-01 | test_full 2.131537e-01
epoch 0489 | 101.23s | train_full 2.051790e-01 | test_full 2.124186e-01
epoch 0490 | 101.25s | train_full 2.055436e-01 | test_full 2.137688e-01
epoch 0491 | 101.23s | train_full 2.053922e-01 | test_full 2.128489e-01
epoch 0492 | 101.33s | train_full 2.052715e-01 | test_full 2.148894e-01
epoch 0493 | 101.28s | train_full 2.061998e-01 | test_full 2.130622e-01
epoch 0494 | 101.13s | train_full 2.052950e-01 | test_full 2.153504e-01
epoch 0495 | 101.23s | train_full 2.052895e-01 | test_full 2.122214e-01
epoch 0496 | 101.32s | train_full 2.052029e-01 | test_full 2.128026e-01
epoch 0497 | 101.10s | train_full 2.051224e-01 | test_full 2.141155e-01
epoch 0498 | 101.12s | train_full 2.065118e-01 | test_full 2.123316e-01
epoch 0499 | 101.20s | train_full 2.047787e-01 | test_full 2.161320e-01
