step,mse
0,1.00201607e-01
1,1.62971303e-01
2,2.09004730e-01
3,2.39960551e-01
4,2.69512296e-01
5,3.12121630e-01
6,3.73571754e-01
7,4.51208770e-01
8,5.29948831e-01
9,5.85560024e-01
10,5.97494543e-01
11,5.94606042e-01
12,6.19887412e-01
13,6.66654050e-01
14,7.24025786e-01
15,8.14943612e-01
16,9.11686242e-01
17,1.04461908e+00
18,1.24890852e+00
19,1.46642399e+00
