epoch,seconds,train_horizon,train_loss,train_pred_mse,train_full_rel_l2,val_full_rel_l2,val_pred_mse,lr,params
0,4.567352,1,3.93124322e-01,7.36841274e-05,7.86222822e-03,,,5.00000000e-05,948353
1,3.738135,1,4.45527202e-02,5.18656795e-05,6.82438924e-03,,,5.00000000e-05,948353
2,3.721427,1,2.22495098e-03,3.43276155e-05,5.56354076e-03,,,5.00000000e-05,948353
3,3.819733,1,9.29536613e-04,2.74229823e-05,4.97545745e-03,,,5.00000000e-05,948353
4,3.959196,1,6.55107828e-04,2.35006507e-05,4.60533974e-03,,,5.00000000e-05,948353
5,3.910369,1,5.79627466e-04,2.09864043e-05,4.35084783e-03,,,5.00000000e-05,948353
6,3.871301,1,5.38678896e-04,1.92046143e-05,4.16066146e-03,,,5.00000000e-05,948353
7,4.105157,1,5.10151038e-04,1.78641134e-05,4.01241050e-03,,,5.00000000e-05,948353
8,3.725543,1,4.87659128e-04,1.68557440e-05,3.89669023e-03,,,5.00000000e-05,948353
9,3.748370,1,4.68671405e-04,1.61114821e-05,3.80928108e-03,,,5.00000000e-05,948353
10,3.820170,1,4.51907203e-04,1.55645416e-05,3.74396405e-03,,,5.00000000e-05,948353
11,3.728981,1,4.36457661e-04,1.51307018e-05,3.69147231e-03,,,5.00000000e-05,948353
12,3.837799,1,4.22252566e-04,1.48170361e-05,3.65314032e-03,,,5.00000000e-05,948353
13,3.726986,1,4.08371691e-04,1.44686988e-05,3.61012802e-03,,,5.00000000e-05,948353
14,3.665156,1,3.95436498e-04,1.42223841e-05,3.57939106e-03,,,5.00000000e-05,948353
15,3.783889,1,3.82691441e-04,1.39383798e-05,3.54334341e-03,,,5.00000000e-05,948353
16,3.722585,1,3.70317896e-04,1.36951796e-05,3.51243564e-03,,,5.00000000e-05,948353
17,3.779671,1,3.58343965e-04,1.34397237e-05,3.47938422e-03,,,5.00000000e-05,948353
18,3.795181,1,3.46609052e-04,1.32252289e-05,3.45176238e-03,,,5.00000000e-05,948353
19,3.729955,1,3.35050764e-04,1.30215516e-05,3.42507149e-03,,,5.00000000e-05,948353
20,3.701157,1,3.24097573e-04,1.29246439e-05,3.41268144e-03,,,5.00000000e-05,948353
21,3.764020,1,3.12476973e-04,1.26868670e-05,3.38100856e-03,,,5.00000000e-05,948353
22,3.654904,1,3.01181117e-04,1.25119620e-05,3.35773930e-03,,,5.00000000e-05,948353
23,3.721672,1,2.89740347e-04,1.23163480e-05,3.33120454e-03,,,5.00000000e-05,948353
24,3.710695,1,2.78585809e-04,1.21578062e-05,3.30989464e-03,,,5.00000000e-05,948353
25,3.714627,1,2.67530249e-04,1.20256671e-05,3.29186484e-03,,,5.00000000e-05,948353
26,3.798570,1,2.56798251e-04,1.18913575e-05,3.27359817e-03,,,5.00000000e-05,948353
27,3.588457,1,2.46005708e-04,1.17223586e-05,3.25019664e-03,,,5.00000000e-05,948353
28,3.728056,1,2.36100777e-04,1.16219435e-05,3.23637787e-03,,,5.00000000e-05,948353
29,3.826779,1,2.26721473e-04,1.14923811e-05,3.21811660e-03,,,5.00000000e-05,948353
30,3.805595,1,2.17836130e-04,1.13672177e-05,3.20069074e-03,,,5.00000000e-05,948353
31,3.698775,1,2.09759238e-04,1.12678099e-05,3.18692029e-03,,,5.00000000e-05,948353
32,3.755025,1,2.02378592e-04,1.11562045e-05,3.17093324e-03,,,5.00000000e-05,948353
33,3.665594,1,1.95840838e-04,1.10583057e-05,3.15691051e-03,,,5.00000000e-05,948353
34,3.653673,1,1.89951743e-04,1.09446438e-05,3.14075872e-03,,,5.00000000e-05,948353
35,3.644363,1,1.84658923e-04,1.08157660e-05,3.12213934e-03,,,5.00000000e-05,948353
36,3.614619,1,1.80438163e-04,1.07581130e-05,3.11391171e-03,,,5.00000000e-05,948353
37,3.712711,1,1.76387678e-04,1.06350490e-05,3.09601478e-03,,,5.00000000e-05,948353
38,3.731482,1,1.72844583e-04,1.05284359e-05,3.08052803e-03,,,5.00000000e-05,948353
39,3.615585,1,1.69965213e-04,1.04335072e-05,3.06660659e-03,,,5.00000000e-05,948353
40,3.576937,1,1.67286461e-04,1.03237929e-05,3.05051111e-03,,,5.00000000e-05,948353
41,3.665484,1,1.65320842e-04,1.02456316e-05,3.03892826e-03,,,5.00000000e-05,948353
42,3.570508,1,1.63319663e-04,1.01531868e-05,3.02519054e-03,,,5.00000000e-05,948353
43,3.649431,1,1.61390774e-04,1.00510655e-05,3.00997781e-03,,,5.00000000e-05,948353
44,3.610258,1,1.59713027e-04,9.95155096e-06,2.99510938e-03,,,5.00000000e-05,948353
45,3.550039,1,1.58223256e-04,9.84807391e-06,2.97948998e-03,,,5.00000000e-05,948353
46,3.627019,1,1.56935591e-04,9.78247375e-06,2.96955527e-03,,,5.00000000e-05,948353
47,3.735877,1,1.55651644e-04,9.68007551e-06,2.95389404e-03,,,5.00000000e-05,948353
