epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,params,lr
0,67.298248,5.50112710e-01,5.68540690e-01,2.75083896e-01,2.82382547e-01,1.27897770e+01,0.00000000e+00,2.82854127e+00,0.00000000e+00,608352,1.00000000e-03
1,65.461061,2.22631979e-01,2.29486821e-01,1.79082289e-01,1.84625058e-01,1.89673416e+00,0.00000000e+00,1.20649691e+00,0.00000000e+00,608352,1.00000000e-03
2,65.836477,1.54553042e-01,1.58961069e-01,1.36485823e-01,1.40560458e-01,9.04813248e-01,0.00000000e+00,7.06168136e-01,0.00000000e+00,608352,1.00000000e-03
3,66.576972,1.27820865e-01,1.31424945e-01,1.25621322e-01,1.31144944e-01,6.26488477e-01,0.00000000e+00,6.16559348e-01,0.00000000e+00,608352,1.00000000e-03
4,65.628136,1.19848514e-01,1.24130922e-01,1.15090456e-01,1.18798071e-01,5.61262088e-01,0.00000000e+00,5.18117617e-01,0.00000000e+00,608352,1.00000000e-03
5,65.679482,1.03728284e-01,1.06644188e-01,1.02301558e-01,1.05291380e-01,4.18727460e-01,0.00000000e+00,4.00727807e-01,0.00000000e+00,608352,1.00000000e-03
6,65.448104,1.03883224e-01,1.07533307e-01,1.07405750e-01,1.11537802e-01,4.26684649e-01,0.00000000e+00,4.66254944e-01,0.00000000e+00,608352,1.00000000e-03
7,65.710410,9.63907564e-02,9.94101882e-02,9.39104352e-02,9.68268877e-02,3.69746576e-01,0.00000000e+00,3.44503196e-01,0.00000000e+00,608352,1.00000000e-03
8,65.648499,9.74666609e-02,1.01208270e-01,9.90154781e-02,1.02510913e-01,3.81419762e-01,0.00000000e+00,3.93535055e-01,0.00000000e+00,608352,1.00000000e-03
9,66.441540,8.79953758e-02,9.04868873e-02,8.66574521e-02,8.98909420e-02,3.06483009e-01,0.00000000e+00,2.97638849e-01,0.00000000e+00,608352,1.00000000e-03
10,70.371795,9.22175332e-02,9.58177860e-02,8.20499191e-02,8.43692425e-02,3.45121978e-01,0.00000000e+00,2.63311028e-01,0.00000000e+00,608352,1.00000000e-03
11,70.876723,8.29355715e-02,8.56746300e-02,8.17879939e-02,8.45147514e-02,2.77147251e-01,0.00000000e+00,2.68650191e-01,0.00000000e+00,608352,1.00000000e-03
12,69.295675,8.02877769e-02,8.26751239e-02,7.32299240e-02,7.48971322e-02,2.58044921e-01,0.00000000e+00,2.11121245e-01,0.00000000e+00,608352,1.00000000e-03
13,69.089379,7.61194328e-02,7.83168162e-02,8.98564181e-02,9.55656290e-02,2.33814406e-01,0.00000000e+00,3.34804668e-01,0.00000000e+00,608352,1.00000000e-03
14,69.221266,7.72711967e-02,7.98979601e-02,6.73289509e-02,6.89078373e-02,2.43411534e-01,0.00000000e+00,1.81162162e-01,0.00000000e+00,608352,1.00000000e-03
15,68.674995,8.26272536e-02,8.66736444e-02,8.39255357e-02,8.74434417e-02,2.88737160e-01,0.00000000e+00,2.80406845e-01,0.00000000e+00,608352,1.00000000e-03
16,68.560958,7.50984685e-02,7.78039846e-02,6.54937537e-02,6.71828380e-02,2.31008093e-01,0.00000000e+00,1.70440413e-01,0.00000000e+00,608352,1.00000000e-03
17,69.300528,7.87058951e-02,8.19647618e-02,7.50283139e-02,7.75383312e-02,2.55763128e-01,0.00000000e+00,2.30886499e-01,0.00000000e+00,608352,1.00000000e-03
18,68.225865,7.16509299e-02,7.43047153e-02,7.16577070e-02,7.48290682e-02,2.08929888e-01,0.00000000e+00,2.07405352e-01,0.00000000e+00,608352,1.00000000e-03
19,68.435210,7.47162141e-02,7.80563591e-02,6.57400055e-02,6.81768572e-02,2.29799510e-01,0.00000000e+00,1.72151434e-01,0.00000000e+00,608352,1.00000000e-03
20,68.251205,6.64663922e-02,6.86613727e-02,6.99743261e-02,7.29213673e-02,1.79761524e-01,0.00000000e+00,1.94332136e-01,0.00000000e+00,608352,1.00000000e-03
21,69.401008,7.02348287e-02,7.33675911e-02,8.27435458e-02,8.95121148e-02,2.04715417e-01,0.00000000e+00,3.01846577e-01,0.00000000e+00,608352,1.00000000e-03
22,69.299254,6.80665776e-02,7.14108537e-02,8.44570582e-02,8.95782262e-02,1.94896513e-01,0.00000000e+00,2.93996776e-01,0.00000000e+00,608352,1.00000000e-03
23,69.353270,6.63819176e-02,6.93083290e-02,7.18081920e-02,7.74685505e-02,1.79024538e-01,0.00000000e+00,2.18283340e-01,0.00000000e+00,608352,1.00000000e-03
24,69.343780,6.20094885e-02,6.46380820e-02,5.62821968e-02,5.84252870e-02,1.56178661e-01,0.00000000e+00,1.25414507e-01,0.00000000e+00,608352,1.00000000e-03
25,69.121139,6.21219130e-02,6.51697846e-02,6.03315678e-02,6.35645232e-02,1.57192110e-01,0.00000000e+00,1.47769057e-01,0.00000000e+00,608352,1.00000000e-03
26,69.809028,6.33523372e-02,6.68223925e-02,7.43458214e-02,7.98063317e-02,1.68176367e-01,0.00000000e+00,2.33495698e-01,0.00000000e+00,608352,1.00000000e-03
27,68.483682,6.28589890e-02,6.61727501e-02,6.00186253e-02,6.29275423e-02,1.62468638e-01,0.00000000e+00,1.46455629e-01,0.00000000e+00,608352,1.00000000e-03
28,68.011949,6.20408620e-02,6.55493269e-02,4.96951005e-02,5.08662836e-02,1.61568291e-01,0.00000000e+00,9.38347515e-02,0.00000000e+00,608352,1.00000000e-03
